# w_1 w_2 w_3 mu_1 mu_2 mu_3 sigma_1 sigma_2 sigma_3 logL logPrior
2.861573769783182231e-01 1.641926340029407905e-01 5.502893414624848711e-01 -3.767544184260328555e-01 2.637301378268204211e+00 3.743740797286033928e+00 1.314832263548265212e+00 1.081435706682126296e+00 9.040928769819144284e-01 -3.880087671444206080e+03 0.000000000000000000e+00
1.756310406048249839e-01 2.491306603598155978e-01 5.752874481319433242e-01 -8.935208601753008573e-01 1.691730770794886540e+00 3.713596078036862647e+00 1.131302715743814691e+00 1.463194781732782834e+00 8.761464212395319029e-01 -3.880087447866602815e+03 0.000000000000000000e+00
1.027271068462565357e-01 2.951529443856114043e-01 6.029799493156018375e-01 -1.288316260205499164e+00 8.356020422866287101e-01 3.638524825021535847e+00 7.870990790413017191e-01 1.683840284165905254e+00 9.382204186576110772e-01 -3.880086234686616990e+03 0.000000000000000000e+00
2.433757572791710455e-01 3.834203691241719891e-01 3.740715023584471055e-01 -7.761870253476308434e-01 2.796868303419060009e+00 3.828990321295308252e+00 1.120050191055761868e+00 1.232981340666537085e+00 8.729230512079692028e-01 -3.880085119458164627e+03 0.000000000000000000e+00
8.044487330875574327e-02 3.720931609987407906e-01 5.482714974584212975e-01 -1.228222911906440507e+00 1.071555431805459646e+00 3.693711217596897356e+00 8.212650069975027112e-01 1.867950049784292244e+00 8.908035966033585051e-01 -3.880083704163858783e+03 0.000000000000000000e+00
2.344878317710100968e-01 1.947585000289442370e-01 5.716064924511180534e-01 -7.477177560739493023e-01 1.955186018186650498e+00 3.715784097812142583e+00 1.245220474028478463e+00 1.201429299852101229e+00 9.413040480405772126e-01 -3.880083434367725204e+03 0.000000000000000000e+00
2.305775904108598728e-01 1.103687639921716312e-01 6.598100494094317758e-01 -7.816159843626482306e-01 1.135195330362196442e+00 3.602748776431445421e+00 1.097337144883220983e+00 7.541620440919086787e-01 9.226132975037535378e-01 -3.880081912647280660e+03 0.000000000000000000e+00
1.957144986788887930e-01 2.125526597579928678e-01 5.925424866133991442e-01 -8.383734445721907624e-01 1.600790081572883716e+00 3.750820941533134167e+00 1.110229768714637855e+00 1.093693414246970974e+00 8.857234681563441736e-01 -3.880081905919018027e+03 0.000000000000000000e+00
1.281274965206915251e-01 2.781974451841901508e-01 5.946350745467209320e-01 -1.031966245352687217e+00 8.763329641467112463e-01 3.667797932545998396e+00 1.029601564981291961e+00 1.693013021467297152e+00 9.516755086908675887e-01 -3.880079745344760795e+03 0.000000000000000000e+00
2.742951442227949954e-01 6.263586368207736677e-02 6.639088537827456671e-01 -3.675212085215330271e-01 1.451405531053509224e+00 3.625652392230675591e+00 1.315089297478857278e+00 4.735976732035926950e-01 9.463981012933229131e-01 -3.880079381418428056e+03 0.000000000000000000e+00
9.118315528556220073e-02 3.295676960862864435e-01 5.797361254003047248e-01 -1.106012743967778045e+00 8.971989647634137643e-01 3.675300460445412476e+00 9.169708407980168285e-01 1.819357312398866444e+00 9.203489469295861314e-01 -3.880079217853176033e+03 0.000000000000000000e+00
1.934077069364690815e-01 1.746771460000737519e-01 6.329114511046597391e-01 -9.189239747192494701e-01 1.566611596508016069e+00 3.640825289559985301e+00 9.714282892922636581e-01 1.138737201573696733e+00 9.557578022967684328e-01 -3.880078149396454592e+03 0.000000000000000000e+00
2.747978913782274657e-01 4.712265213815212128e-01 2.548572502580093158e-01 -4.744905526331885115e-01 3.226693491816240655e+00 3.793183414214926774e+00 1.342589379969692631e+00 1.166289955216699870e+00 7.949782605183679518e-01 -3.880077633367914132e+03 0.000000000000000000e+00
2.684095514763822909e-01 4.012459892619760771e-01 3.312614215442196142e-01 -6.279504261990827008e-01 2.998370559104725608e+00 3.816913801555426033e+00 1.272203989149123249e+00 1.310413418162728050e+00 7.394963607572097031e-01 -3.880077162387613498e+03 0.000000000000000000e+00
2.407936012850562801e-01 1.368755687236465068e-01 6.232819382570372602e-01 -7.947596769402658357e-01 1.728177478327687755e+00 3.705389113555260128e+00 1.099422472411594853e+00 6.994475173171832427e-01 9.010753948924264956e-01 -3.880077074049824660e+03 0.000000000000000000e+00
2.314485623229328437e-01 1.084707562937298198e-01 6.610004407641946189e-01 -7.297076953465785332e-01 1.256942774593680978e+00 3.570269558810854615e+00 1.054859877656216360e+00 7.830287373733262335e-01 9.813278626897649071e-01 -3.880076693352913480e+03 0.000000000000000000e+00
2.047972941994590512e-01 3.553161961534734292e-01 4.398299491657706173e-01 -9.253975784518509995e-01 2.419178313154371818e+00 3.805402111796162057e+00 1.028208264409578909e+00 1.397799980890583216e+00 8.113206378704638233e-01 -3.880076403025000218e+03 0.000000000000000000e+00
2.225672822785786376e-01 1.923151728750762679e-01 5.856080891935614430e-01 -7.245070162525293345e-01 2.042690349824480833e+00 3.595509008351508218e+00 1.148567892398107748e+00 1.539250546601740099e+00 9.570908879809336689e-01 -3.880076102547833216e+03 0.000000000000000000e+00
2.875904954932756996e-01 6.757673747703082379e-01 3.763006917339214996e-02 -4.217703455529640544e-01 3.444642870885626262e+00 4.089152586651877641e+00 1.292137786186223769e+00 1.069020000070808551e+00 2.517003765739764254e-01 -3.880076088866495411e+03 0.000000000000000000e+00
2.294174142590119925e-01 5.504755273807121485e-02 7.165288741598319078e-01 -6.363644845535109118e-01 1.173322246468081698e+00 3.500832178170119935e+00 1.163467576348402810e+00 5.298136508290551827e-01 9.883721765476669585e-01 -3.880076069670858487e+03 0.000000000000000000e+00
1.993918799212026083e-01 2.981329287453180488e-01 5.030491749153952474e-01 -7.749497936665211695e-01 2.324402661341181453e+00 3.691534019024437008e+00 1.097685843803154260e+00 1.557831647157766453e+00 9.111496600057727990e-01 -3.880072752257158754e+03 0.000000000000000000e+00
9.906319155256054776e-02 2.406843685654719289e-01 6.612427106184519676e-01 -1.148653913781976232e+00 2.468207497147849594e-01 3.559381396526607233e+00 1.071198300834746098e+00 1.418234700105833301e+00 9.989064302709640408e-01 -3.880071977766698183e+03 0.000000000000000000e+00
1.993193400054548148e-01 2.849758223514727851e-01 5.165325213204332577e-01 -9.825804042345417377e-01 2.061737036800205924e+00 3.758871469552152345e+00 9.910432796697101754e-01 1.258619395844139843e+00 9.056107485176553284e-01 -3.880071741333176760e+03 0.000000000000000000e+00
2.003204808662134295e-01 3.127567576741854261e-01 4.875451197994826180e-01 -8.125109594384122280e-01 2.450855696535483297e+00 3.694384658046902192e+00 1.114524167933333976e+00 1.509594133634758695e+00 9.125720220156399165e-01 -3.880071078571942508e+03 0.000000000000000000e+00
2.684704575399487481e-01 4.784023028063806304e-01 2.537121918332247428e-01 -4.705446955375940377e-01 3.212114846586512584e+00 3.868903716928223435e+00 1.263105817681382748e+00 1.124396203304713460e+00 8.226558211371495233e-01 -3.880070769041743461e+03 0.000000000000000000e+00
2.909746042117555276e-01 6.275075735278524691e-01 8.216626897050856304e-02 -3.969500759373349452e-01 3.392713232926274802e+00 4.057606068424718160e+00 1.290525222214048862e+00 1.079991651408671594e+00 5.594190078703130675e-01 -3.880070747184953689e+03 0.000000000000000000e+00
2.358975885713725240e-01 9.369555561590486858e-02 6.708988292108672979e-01 -6.648132478067515505e-01 1.093049926687245765e+00 3.561890263075484064e+00 1.196362295470335235e+00 9.700977755179378548e-01 9.866922318143243054e-01 -3.880069663242958086e+03 0.000000000000000000e+00
1.622577721412781782e-01 2.317591442009687697e-01 6.067791349160063241e-01 -9.008272547426715571e-01 1.379474029851393446e+00 3.686502276567500402e+00 1.191509155482677107e+00 1.413687053067042010e+00 9.110794500292073161e-01 -3.880069502411092799e+03 0.000000000000000000e+00
2.476563115184960973e-01 1.685271491093563723e-01 5.847763882284713333e-01 -5.515604219411103237e-01 1.982537113013652208e+00 3.638457583721118382e+00 1.285215079278858141e+00 1.452119927790659570e+00 9.016388665787639090e-01 -3.880068964124640843e+03 0.000000000000000000e+00
1.766524316224054036e-01 1.927499314949750187e-01 6.309769834756140394e-01 -9.506614259567105485e-01 1.372909375965058576e+00 3.676101349061805301e+00 9.841679783138116422e-01 1.095851055693844556e+00 9.253604814569085235e-01 -3.880068789631688105e+03 0.000000000000000000e+00
1.207437914027598286e-01 3.449001366933292512e-01 5.343191871560231121e-01 -1.160792243065413842e+00 1.482510423083287288e+00 3.715405344099259377e+00 9.172733155905239411e-01 1.713244776841054806e+00 8.780633304446778808e-01 -3.880068738500232485e+03 0.000000000000000000e+00
5.944299181906615576e-02 3.307785837445544885e-01 6.107269245689290749e-01 -1.412901056710266667e+00 5.785989586896738146e-01 3.626358825587304491e+00 8.363358124509667757e-01 1.694211700641378826e+00 9.062445065526911758e-01 -3.880068144220100294e+03 0.000000000000000000e+00
2.530551269146674720e-01 1.445276175013520681e-01 6.027401211288905269e-01 -5.572255384206920015e-01 2.123515583102044690e+00 3.634855759598132341e+00 1.247679251196286199e+00 1.261685937995281614e+00 9.216515737336634650e-01 -3.880067244202216898e+03 0.000000000000000000e+00
1.347573149030537598e-01 2.818221041899425239e-01 5.838903745968051506e-01 -1.167437939192287111e+00 1.195149188613357838e+00 3.630134134108617072e+00 9.488348985196765062e-01 1.733737913998698588e+00 9.537762865101211407e-01 -3.880067223654886675e+03 0.000000000000000000e+00
2.943452866665692280e-01 6.162522802736709604e-01 9.016341677235661933e-02 -3.903344088870476236e-01 3.394295677009173673e+00 3.991148930581616572e+00 1.344102359975786198e+00 1.062498151149971370e+00 6.052567322329264199e-01 -3.880067001744288063e+03 0.000000000000000000e+00
1.672127390288934701e-01 2.516491042242103293e-01 5.816412864517432890e-01 -1.133685249392034411e+00 1.470429360852022915e+00 3.738023470548997640e+00 1.059014860010038195e+00 1.417498472738574211e+00 8.669455496001269301e-01 -3.880066917142858983e+03 0.000000000000000000e+00
2.487158536852268897e-01 3.143743343274791324e-01 4.374095218607526592e-01 -6.366242042106992072e-01 2.631809348934212256e+00 3.871407492770863712e+00 1.149958708248259187e+00 1.258397855489955530e+00 8.436736540028506592e-01 -3.880065510386395545e+03 0.000000000000000000e+00
1.157276912872347296e-01 2.999726088408199431e-01 5.852089782109344274e-01 -1.044120075817268178e+00 9.874167004777982815e-01 3.608708904838627607e+00 1.019318680945848765e+00 1.801793698333497673e+00 9.492157656963060575e-01 -3.880065311508073137e+03 0.000000000000000000e+00
2.146907076516417490e-01 4.222257421012876599e-01 3.639807599232353086e-01 -7.466162437343351055e-01 2.743789615718624120e+00 3.733140660794728838e+00 1.106497550799198315e+00 1.447081435533544402e+00 7.797653963518845766e-01 -3.880064441875035754e+03 0.000000000000000000e+00
2.299245560822671675e-01 1.513666075751719242e-01 6.188988780537392209e-01 -7.827344654444247096e-01 1.737715530050367496e+00 3.623185824123694943e+00 1.072428340775081868e+00 1.064464557277583712e+00 9.269952798177701903e-01 -3.880064045829512906e+03 0.000000000000000000e+00
1.875905065294479757e-01 1.427977532637108304e-01 6.698591766310019180e-01 -8.933914639429846316e-01 9.981025257220484947e-01 3.584751818769445819e+00 1.060044656997245038e+00 1.033379475960277682e+00 9.872600044048700507e-01 -3.880062537182176584e+03 0.000000000000000000e+00
1.408851447678732549e-01 2.933821256108533060e-01 5.654780958909454425e-01 -1.122081883848135231e+00 1.500954272018126368e+00 3.683325518588203451e+00 9.882053646885226028e-01 1.697342601053024813e+00 8.740211108153225217e-01 -3.880061066868660419e+03 0.000000000000000000e+00
2.022107443895776457e-01 1.812250818873756275e-01 6.171041470316702693e-01 -7.044581363306978705e-01 1.369620541649903656e+00 3.614346638850803650e+00 1.224473590936212997e+00 1.526184979275352571e+00 9.258483416582943271e-01 -3.880060291305796454e+03 0.000000000000000000e+00
2.280864853631825451e-01 3.405178727031573649e-01 4.323143589808638443e-01 -7.406227288576839873e-01 2.674744231144861040e+00 3.732899598868745450e+00 1.047009149885157919e+00 1.344034636063154764e+00 8.593096129732210597e-01 -3.880059751418434644e+03 0.000000000000000000e+00
1.755364229400871445e-01 1.762864490627986946e-01 6.490506896718180041e-01 -1.023951962837824414e+00 9.219026149624802713e-01 3.613161408780388939e+00 1.121746186299821701e+00 1.429316747448631242e+00 9.565438511445967240e-01 -3.880059702195671434e+03 0.000000000000000000e+00
2.540832836807231376e-01 1.145021318692024115e-01 6.318196871607646425e-01 -5.762245222266598743e-01 1.693362701340456411e+00 3.693178208315581745e+00 1.242960780326440196e+00 6.804622264580858504e-01 8.801380199136421556e-01 -3.880059637901293172e+03 0.000000000000000000e+00
1.639058560601852066e-01 1.410571008582128250e-01 6.958243919092991225e-01 -1.073612294394884925e+00 7.801707985337907880e-01 3.525110644829838158e+00 1.021236933733038921e+00 1.144289275816234852e+00 9.931900720492130574e-01 -3.880059571783941010e+03 0.000000000000000000e+00
1.908712076532520230e-01 1.511401274108765125e-01 6.589370774515085349e-01 -9.816249880697738295e-01 1.246684766735224326e+00 3.667245446058063241e+00 1.056568024864746880e+00 9.046672073380083168e-01 8.893130047078067202e-01 -3.880059232159198473e+03 0.000000000000000000e+00
2.833668905826734474e-01 5.315008217054570938e-01 1.859799161946964485e-01 -4.739719168455340248e-01 3.256628029309165395e+00 3.936311402165819207e+00 1.250020519859281309e+00 1.112614391839247707e+00 7.927687901303838158e-01 -3.880058241851503226e+03 0.000000000000000000e+00
1.879506099509949124e-01 3.158537246945130050e-01 4.965148844140724882e-01 -1.086579472760587750e+00 2.099634628568008754e+00 3.735845070280829461e+00 1.037424019558167876e+00 1.446100698901622517e+00 8.565544431931555458e-01 -3.880057422434963883e+03 0.000000000000000000e+00
1.525871469381603340e-01 2.150530214388656214e-01 6.329316126416817401e-01 -9.199175358386489920e-01 7.930457428598542968e-01 3.609431211355433433e+00 1.090057117105433848e+00 1.549925310457247019e+00 9.786270750871433055e-01 -3.880057328531936037e+03 0.000000000000000000e+00
1.683514365631251508e-01 2.303643228588868885e-01 6.009159962705518110e-01 -9.796491517804445381e-01 1.298741006230191841e+00 3.659596782167357620e+00 1.063193086228697570e+00 1.421705612771194893e+00 9.045419326541122018e-01 -3.880056226745549793e+03 0.000000000000000000e+00
1.947573182681308912e-01 2.501612484645231449e-01 5.555114673610421772e-01 -7.658359012203547200e-01 2.075001317589107774e+00 3.724100408892955016e+00 1.096143133509694279e+00 1.454329125910118758e+00 9.061081663743706383e-01 -3.880054424756590834e+03 0.000000000000000000e+00
1.349064820128680620e-01 1.882464476775820017e-01 6.772372804591137996e-01 -1.193594428312853895e+00 6.762975279839935627e-01 3.577861073457877961e+00 9.786540834512503784e-01 1.039508081473766277e+00 9.643469058026854501e-01 -3.880054074735374343e+03 0.000000000000000000e+00
2.186011783830329736e-01 1.744047332151980600e-01 6.079386655280538676e-01 -8.213993635274273730e-01 2.033129935708430036e+00 3.682424438478223205e+00 1.124276141024373565e+00 1.072900431512024078e+00 9.221804100518316005e-01 -3.880053166277279161e+03 0.000000000000000000e+00
1.667871168753579103e-01 3.387888513699006676e-01 4.947554655001310531e-01 -9.770584980659334784e-01 1.936157354730474456e+00 3.701807387075021882e+00 1.117103782042293547e+00 1.745301862096953371e+00 8.665651226958235309e-01 -3.880052998831166406e+03 0.000000000000000000e+00
2.200355370981897929e-01 3.491649640635399177e-01 4.317442813998406126e-01 -8.562828614276495331e-01 2.462771556899825853e+00 3.861991789526971086e+00 1.041887012841781646e+00 1.221890561717570378e+00 8.098735468030785478e-01 -3.880052258495529259e+03 0.000000000000000000e+00
1.553794498819625058e-01 2.328071044973025194e-01 6.115649701037488839e-01 -1.008707261992332960e+00 1.306316805036605189e+00 3.637806952087821788e+00 1.053594908574868594e+00 1.403407002063882469e+00 9.227956690884291380e-01 -3.880052235259622648e+03 0.000000000000000000e+00
1.613146297923694350e-01 1.966997194534640114e-01 6.427266143814852617e-01 -9.763237278767160632e-01 1.310182452459131452e+00 3.587139136485846258e+00 1.112778896961406527e+00 1.442778029739145707e+00 9.531807600484890619e-01 -3.880050762098881933e+03 0.000000000000000000e+00
2.703710350845550670e-01 3.670576553529283359e-01 3.627981910618408579e-01 -5.775061535673047253e-01 2.973715735958980311e+00 3.783814033162154367e+00 1.215197255363644535e+00 1.202921984513717346e+00 8.228943148338643265e-01 -3.880050058467336839e+03 0.000000000000000000e+00
2.911783806043349854e-01 3.971282629898004179e-02 6.697602056249839508e-01 -4.443497959993608082e-01 1.256135954804341592e+00 3.561533403788002872e+00 1.276544343223851907e+00 5.124534120315066277e-01 9.923570722954154766e-01 -3.880049156973887420e+03 0.000000000000000000e+00
2.119508588578000452e-01 2.980759570200228192e-01 4.906408467353907121e-01 -8.162906002374386016e-01 2.239008151578059103e+00 3.694805321114250862e+00 1.053577954907423342e+00 1.522162020355822598e+00 8.984449375820697803e-01 -3.880049001410320670e+03 0.000000000000000000e+00
2.111032069940044775e-01 1.031742565663539696e-01 6.859807788276944818e-01 -8.085568564840659445e-01 1.214861004580073622e+00 3.598159139747689306e+00 1.077599215603477711e+00 9.144921809554873438e-01 9.585197480638772971e-01 -3.880048435782228353e+03 0.000000000000000000e+00
1.039499884600939006e-01 2.874083424928058905e-01 6.092156986063288482e-01 -1.275291488280189567e+00 9.901416820933256480e-01 3.646051802944055620e+00 9.595871997088813998e-01 1.499042483283493210e+00 8.897517774886509745e-01 -3.880048160126494622e+03 0.000000000000000000e+00
2.264500875749132502e-01 2.158465487766999535e-01 5.586213406552297256e-01 -7.793474113862703945e-01 1.978560864769530303e+00 3.672778339960955929e+00 1.271927406531123905e+00 1.496554253553904257e+00 9.091673915603922795e-01 -3.880047418771612229e+03 0.000000000000000000e+00
1.580470924668972710e-01 2.798179762847285978e-01 5.622794462271019089e-01 -1.011210664024276618e+00 1.549743314144774953e+00 3.694401823724664080e+00 1.055410600133088517e+00 1.773782293873348959e+00 9.149941969436795608e-01 -3.880046592399901783e+03 0.000000000000000000e+00
2.875581392634590228e-01 6.737119135106712786e-01 3.967092498058020361e-02 -4.271537544092859351e-01 3.432471028247702005e+00 4.080193247023948366e+00 1.275419974229508258e+00 1.063256846398142663e+00 2.720855143229914952e-01 -3.880046280359274533e+03 0.000000000000000000e+00
1.825663887255596640e-01 2.563737430281087248e-01 5.618472238274336839e-01 -9.811335792747979401e-01 1.507637443260419152e+00 3.689762903850525078e+00 1.061776537734804737e+00 1.671825859912480894e+00 9.073923149478477779e-01 -3.880044542258178353e+03 0.000000000000000000e+00
1.151267505191577584e-01 2.318680989550544747e-01 6.538021677651083552e-01 -1.115924469052072210e+00 5.777669094808914885e-01 3.628484834229193101e+00 9.198229548245299148e-01 1.527869838222038812e+00 9.551797679969997734e-01 -3.880044200062836353e+03 0.000000000000000000e+00
1.874127235972931627e-01 2.882804862538750346e-01 5.251415310182790952e-01 -1.025979771552689712e+00 2.007218739956883713e+00 3.694186198191673931e+00 9.565163473504844083e-01 1.437805007457406248e+00 8.724863293163149791e-01 -3.880042944496880409e+03 0.000000000000000000e+00
2.496621586731775366e-01 4.195862236140439627e-01 3.316601622753288514e-01 -5.273111164099765213e-01 2.916308554998542579e+00 3.869050733411353082e+00 1.212959167021405271e+00 1.183437314053420675e+00 8.190823305486450989e-01 -3.880042893883256966e+03 0.000000000000000000e+00
2.483877512165224566e-01 2.904374315177178922e-01 4.614489686249685918e-01 -7.195511140214960744e-01 2.637280750732273749e+00 3.775275463811406329e+00 1.222843254705055616e+00 1.254228646273211734e+00 8.481473985267525828e-01 -3.880041643459195711e+03 0.000000000000000000e+00
2.946305327164966958e-01 5.695941961809416476e-01 1.367675461552146920e-01 -3.446251735881205036e-01 3.370198617514878148e+00 4.075306659329692494e+00 1.306327152848330231e+00 1.074940676411946017e+00 6.645980187450752918e-01 -3.880041620100708315e+03 0.000000000000000000e+00
2.603935800180376403e-01 1.903436712213476822e-01 5.500569031169655343e-01 -7.342501355458186385e-01 2.239213174075964208e+00 3.746794967390857600e+00 1.159806040168070984e+00 1.140623784914218897e+00 9.170740372750302294e-01 -3.880041068078028729e+03 0.000000000000000000e+00
1.212833462806700430e-01 2.310931091536282400e-01 6.480967792213658818e-01 -1.223856021150669493e+00 9.190336417250977163e-01 3.653904983082722602e+00 1.017909434517769718e+00 1.284457743192756851e+00 9.164236906731776378e-01 -3.880039181054904020e+03 0.000000000000000000e+00
2.627127986242535629e-01 5.453527432352812676e-01 1.927571825390683169e-01 -5.083934745832563440e-01 3.279021413622165149e+00 3.898807815551060152e+00 1.204126607500147328e+00 1.204312180129789800e+00 6.502888318365181997e-01 -3.880038036828073473e+03 0.000000000000000000e+00
2.724984954734663289e-01 4.039994654916229805e-02 6.879651139076906619e-01 -5.586082604421163111e-01 1.569913557855267872e+00 3.528987741533210265e+00 1.268327415982178685e+00 6.881028367737163087e-01 1.006888877672773130e+00 -3.880037414126950353e+03 0.000000000000000000e+00
2.528642910843690861e-01 1.272930649705871220e-01 6.202017906730697971e-01 -5.897371729858279510e-01 1.853292530235836288e+00 3.685361481000579698e+00 1.160599282576253444e+00 7.118129617407091825e-01 9.162526362091069076e-01 -3.880036674946918538e+03 0.000000000000000000e+00
2.895606861998638037e-01 2.914722765285530648e-01 4.199260455962899319e-01 -3.998964582963330239e-01 3.000013286501953313e+00 3.823326488223413921e+00 1.303465721622682150e+00 1.158841593573153528e+00 8.312535897958529540e-01 -3.880036452385052144e+03 0.000000000000000000e+00
1.467150336895671758e-01 2.411998708437022576e-01 6.129437626612918022e-01 -1.234522327180700207e+00 9.781050996736890824e-01 3.628891200414071871e+00 1.062882960408770172e+00 1.405880211042040528e+00 9.662081133070417049e-01 -3.880035335868519724e+03 0.000000000000000000e+00
2.285997682951331211e-01 1.531143946008158840e-01 6.184906567540086053e-01 -6.404333667861684676e-01 1.941183504648920088e+00 3.668138112179126331e+00 1.202265925969791427e+00 1.210720750972653192e+00 9.481191586472392796e-01 -3.880035281735146327e+03 0.000000000000000000e+00
2.629052717658880711e-01 4.841526508917988192e-01 2.538579687491026027e-01 -4.723759637400139488e-01 3.194367049010994553e+00 3.870034732133384114e+00 1.331467433291607216e+00 1.153235706187157650e+00 7.633997705690426239e-01 -3.880035019952341372e+03 0.000000000000000000e+00
1.581655925578843436e-01 2.361987214423740267e-01 6.065144720940547352e-01 -9.131594215274525528e-01 1.129460823802720171e+00 3.693140360370378961e+00 1.154298555445957497e+00 1.670105083931048062e+00 9.335244525815068473e-01 -3.880034658603125536e+03 0.000000000000000000e+00
1.921868400884928496e-01 3.139965903920582946e-01 4.939931322925439905e-01 -8.705360169030482709e-01 2.217223119381207308e+00 3.728687968786846163e+00 1.016374015292076605e+00 1.482325895799304405e+00 8.732292205620283410e-01 -3.880033551625901964e+03 0.000000000000000000e+00
2.865537078895469270e-01 6.754465844729647950e-01 3.891199619453682146e-02 -4.180112948416479512e-01 3.439709117069590594e+00 4.070862690230579339e+00 1.286783612414546196e+00 1.070668493852817260e+00 3.034114663027814851e-01 -3.880032768830081295e+03 0.000000000000000000e+00
2.165257541928447271e-01 8.936248246731703926e-02 6.949649087183907836e-01 -7.935544270913124087e-01 1.039441081385552135e+00 3.504569610235047428e+00 1.045036829295281633e+00 7.970808167629087615e-01 9.921625036792099950e-01 -3.880030835578884762e+03 0.000000000000000000e+00
1.505685046673335692e-01 1.795106088542001432e-01 6.706625880519697658e-01 -9.597699193622309943e-01 9.095700856893548236e-01 3.567096375079131576e+00 1.114420458621565357e+00 1.442914862565834788e+00 9.683502484245390951e-01 -3.880030563077309125e+03 0.000000000000000000e+00
2.830615909632543947e-01 5.562761298708363694e-02 6.614175180450644342e-01 -5.393180757748684551e-01 1.466770870679534822e+00 3.581927695500644937e+00 1.320160577021864068e+00 5.650706478164193580e-01 9.530233102286447266e-01 -3.880029230379492219e+03 0.000000000000000000e+00
2.405941702310442631e-01 1.444755567260111451e-01 6.158364696072439193e-01 -5.798974571716331017e-01 2.158128844228409449e+00 3.666333054195199725e+00 1.174058023631835201e+00 1.156399474804269190e+00 9.619975741172525074e-01 -3.880029124292109373e+03 0.000000000000000000e+00
1.600568733265375909e-01 2.721449926221507498e-01 5.679033433958288191e-01 -1.125047913790342413e+00 1.558545750398349972e+00 3.726179715387958336e+00 1.034454726238363209e+00 1.521784962603408120e+00 8.609873429480706664e-01 -3.880024807965427499e+03 0.000000000000000000e+00
1.842415738928322722e-01 2.786174665975675313e-01 5.369575833239748075e-01 -9.794080670581578607e-01 2.053570130882907296e+00 3.699891869882733442e+00 1.114964241415700830e+00 1.511714107547267316e+00 8.872041167654625138e-01 -3.880024543082673517e+03 0.000000000000000000e+00
1.708284727966957461e-01 2.427247007391065414e-01 5.874320659908039977e-01 -1.047995233524018799e+00 1.412595885957722341e+00 3.597765054656274497e+00 1.112818280239230573e+00 1.534068802405835541e+00 9.399561139722214520e-01 -3.880023767054336986e+03 0.000000000000000000e+00
2.560403593140635481e-01 1.004157308022982364e-01 6.440247694205084583e-01 -6.286986186980924041e-01 1.479067600871695420e+00 3.584725105882001994e+00 1.228847942278513683e+00 8.879393458619870838e-01 9.224361462015678859e-01 -3.880023223851776038e+03 0.000000000000000000e+00
1.345178114075321063e-01 2.566657347309400095e-01 6.088944113761841637e-01 -1.046830527647787612e+00 1.096229069402771650e+00 3.647843716895294630e+00 1.001605593039456732e+00 1.641575692890495874e+00 8.996726793465010807e-01 -3.880022528415742272e+03 0.000000000000000000e+00
2.418177606100736232e-01 2.719290610377835260e-01 4.867800009815024254e-01 -5.813468197812402538e-01 2.449510964333625029e+00 3.791348634462166967e+00 1.223898835850027123e+00 1.363310882238086386e+00 8.730264034732236889e-01 -3.880020848256942372e+03 0.000000000000000000e+00
1.567344798410304219e-01 1.732662332654982817e-01 6.699677616563065596e-01 -1.227001711205940149e+00 8.009568279185472761e-01 3.591185162401029807e+00 1.002854472164903976e+00 1.101699898735211125e+00 9.834380314811612678e-01 -3.880019233510384765e+03 0.000000000000000000e+00
9.315145988590471660e-02 2.237149052870205657e-01 6.840820002520268117e-01 -1.075243257327616497e+00 2.500979261812338317e-01 3.548201551951970067e+00 1.089080890063858442e+00 1.481220797473163264e+00 9.900290215361421398e-01 -3.880019213731143282e+03 0.000000000000000000e+00
2.262569958014674920e-01 9.346176715166416848e-02 6.807458224732427787e-01 -8.347337254934027451e-01 9.776410414057293830e-01 3.562972089388033670e+00 1.156201387666152991e+00 8.216859894371992823e-01 9.899695015382360408e-01 -3.880017131407461875e+03 0.000000000000000000e+00
2.190917596651444366e-01 1.373775990557762894e-01 6.439854516233931570e-01 -7.067121449781932352e-01 1.332437972484006306e+00 3.652250570644265615e+00 1.123907633554314112e+00 9.593023780952721902e-01 9.393640594587789883e-01 -3.880016989916067359e+03 0.000000000000000000e+00
1.367811988766185205e-01 2.746864624108671937e-01 5.890924127175886094e-01 -1.093361083848827686e+00 1.043511794355511446e+00 3.625168963639126218e+00 1.083775977695036863e+00 1.630226952221334402e+00 9.392568655092857766e-01 -3.880014967579076256e+03 0.000000000000000000e+00
7.519575766118895277e-02 2.666336453096551651e-01 6.580128617327053453e-01 -1.406340778187776808e+00 4.092607077133610938e-01 3.616248108951228613e+00 8.567254541677858937e-01 1.405424868299399277e+00 9.503964696267684920e-01 -3.880014693400684791e+03 0.000000000000000000e+00
2.496849685680629372e-01 1.787394694302820997e-01 5.720264452279305578e-01 -6.303900074206932880e-01 2.011450537192359000e+00 3.721017533538373279e+00 1.109894827758535651e+00 1.048399222891344129e+00 9.032351007804416687e-01 -3.880014685020240904e+03 0.000000000000000000e+00
1.379198810537281827e-01 2.295760314071511321e-01 6.332730797914324361e-01 -9.936064425771897746e-01 8.860429690693657490e-01 3.634274276034566320e+00 1.180270093412408849e+00 1.428209782819237272e+00 9.611017518644382474e-01 -3.880014095753776928e+03 0.000000000000000000e+00
2.535813527885583119e-01 2.850348052978166624e-01 4.615763700613955134e-01 -5.838885623176853779e-01 2.684470792724114929e+00 3.834198759889813513e+00 1.194519699468937102e+00 1.166931122783705810e+00 8.935890365187297846e-01 -3.880011798944300608e+03 0.000000000000000000e+00
