# w_1 w_2 mu_1 mu_2 sigma_1 sigma_2 logL logPrior
7.044751125854685769e-01 2.955248874145314786e-01 3.479044777425662538e+00 -1.663464581057039759e-01 1.475213070212143318e+00 2.166987277142191193e+00 -4.561119472753740411e+03 0.000000000000000000e+00
3.417024177900480075e-01 6.582975822099520480e-01 -2.928502843181288173e-02 3.671152819925728394e+00 2.132427096889167206e+00 1.427999634660420014e+00 -4.561111136521724802e+03 0.000000000000000000e+00
3.697931737141084141e-01 6.302068262858914194e-01 2.565875030417259506e-01 3.708305601679676933e+00 2.238134741396850647e+00 1.318963688459511951e+00 -4.561107799800898647e+03 0.000000000000000000e+00
3.878693985189562987e-01 6.121306014810437013e-01 1.945652045426808641e-01 3.701173813021166215e+00 2.197919207343296488e+00 1.308397628267554236e+00 -4.561094120388444935e+03 0.000000000000000000e+00
6.282812258704484343e-01 3.717187741295515657e-01 3.648544713691561636e+00 2.020568283562193812e-01 1.408747117760860146e+00 2.292838685884782457e+00 -4.561089278913404087e+03 0.000000000000000000e+00
6.230334218771237387e-01 3.769665781228763168e-01 3.637371963356882176e+00 7.500005365372119925e-02 1.282868298085090952e+00 2.055829875103143412e+00 -4.561077635652651225e+03 0.000000000000000000e+00
7.002641859696044913e-01 2.997358140303955087e-01 3.596436915633160591e+00 -4.506756399544571412e-01 1.430276734731813049e+00 1.897064391778653825e+00 -4.561075697363012296e+03 0.000000000000000000e+00
6.139760490919676794e-01 3.860239509080323761e-01 3.626252012478441422e+00 2.500521861078194852e-01 1.379982757562816742e+00 2.437357153908318974e+00 -4.561066342799352242e+03 0.000000000000000000e+00
2.884781869220447437e-01 7.115218130779552563e-01 -4.603959704071562964e-01 3.561899392431504552e+00 1.710018049349668612e+00 1.464340313451734765e+00 -4.561043329477498446e+03 0.000000000000000000e+00
2.962633905098974174e-01 7.037366094901026381e-01 -1.138362801857273343e-01 3.603895440683874796e+00 1.867768766297731586e+00 1.410409226584083298e+00 -4.560979718101925755e+03 0.000000000000000000e+00
3.341207102269165841e-01 6.658792897730834159e-01 6.436148510351837049e-02 3.498923013705279139e+00 2.227007933937721340e+00 1.372768228951392722e+00 -4.560974571034234032e+03 0.000000000000000000e+00
3.366300876131357867e-01 6.633699123868642689e-01 -2.170952461409318968e-01 3.622867237360249959e+00 2.102704644453672334e+00 1.282309973722884022e+00 -4.560952043310095178e+03 0.000000000000000000e+00
2.692127048361068753e-01 7.307872951638931802e-01 -4.323166488701165044e-01 3.435929256947608312e+00 1.955077605923786210e+00 1.535569237437660162e+00 -4.560942920169505669e+03 0.000000000000000000e+00
3.513553116183405489e-01 6.486446883816593401e-01 -1.948071711854660326e-01 3.636275737265286967e+00 2.212008295670714553e+00 1.313606464713056532e+00 -4.560941789917175811e+03 0.000000000000000000e+00
7.272856666087215149e-01 2.727143333912784851e-01 3.391505896164666911e+00 -4.366135458169345118e-01 1.547964099285829453e+00 1.692230633412029173e+00 -4.560940785752361990e+03 0.000000000000000000e+00
6.675605614166238988e-01 3.324394385833762677e-01 3.624832198146477058e+00 -2.743993716964961416e-01 1.317252813053983118e+00 2.119757076267596574e+00 -4.560933680180209194e+03 0.000000000000000000e+00
2.586892873556072558e-01 7.413107126443927442e-01 -4.334137781439498793e-01 3.404418165346661418e+00 1.836380637412991845e+00 1.529368686580502290e+00 -4.560933195473896376e+03 0.000000000000000000e+00
3.877201730096767607e-01 6.122798269903232393e-01 1.307232455132672500e-01 3.680629532570856455e+00 2.348627251075313893e+00 1.360264455670304518e+00 -4.560930432377277612e+03 0.000000000000000000e+00
7.047187802310819205e-01 2.952812197689180240e-01 3.464158666246343277e+00 -5.177098131998068009e-01 1.512187826827657178e+00 1.638735954620380797e+00 -4.560912452257789482e+03 0.000000000000000000e+00
6.452761199766913203e-01 3.547238800233086797e-01 3.585056961464456293e+00 6.201946562505295663e-02 1.457886913169003096e+00 2.249291862717802903e+00 -4.560901311624709706e+03 0.000000000000000000e+00
3.929417425300758548e-01 6.070582574699241452e-01 3.080615935363805180e-01 3.716517566752537416e+00 2.376132272460567130e+00 1.303618550007964672e+00 -4.560888571709491771e+03 0.000000000000000000e+00
6.432824255692122239e-01 3.567175744307876650e-01 3.570416969729603984e+00 1.948655957079618306e-01 1.293834419971160665e+00 2.190956303831046892e+00 -4.560863325312320740e+03 0.000000000000000000e+00
6.454721768809564830e-01 3.545278231190435170e-01 3.699923735447598450e+00 4.284479648987259831e-02 1.335235049337343050e+00 2.079417935033672116e+00 -4.560795248017182530e+03 0.000000000000000000e+00
3.504237526483229281e-01 6.495762473516771829e-01 2.161639522182802753e-01 3.680959728647212437e+00 2.274643707497119305e+00 1.364656418627812062e+00 -4.560778991917402891e+03 0.000000000000000000e+00
2.735874201484489454e-01 7.264125798515510546e-01 -4.219205742188432140e-01 3.380656099723845731e+00 1.851924319858345269e+00 1.520710825126944110e+00 -4.560752651618322489e+03 0.000000000000000000e+00
6.766487376054272085e-01 3.233512623945727915e-01 3.509981781716589477e+00 -9.446765675862622835e-02 1.510255293535072374e+00 2.038113336655269947e+00 -4.560741629596483108e+03 0.000000000000000000e+00
3.469503184960868736e-01 6.530496815039131819e-01 -1.323732131513209453e-01 3.588119358028635908e+00 2.260246790859306909e+00 1.286383518780504165e+00 -4.560730623511650265e+03 0.000000000000000000e+00
6.632507483643160784e-01 3.367492516356839771e-01 3.587408775133011929e+00 1.495002136986343377e-01 1.280209852537957271e+00 2.228377763725398530e+00 -4.560713658769364883e+03 0.000000000000000000e+00
2.902819746119669753e-01 7.097180253880330802e-01 -5.489505529017786323e-01 3.401793839524188456e+00 1.711992651082355321e+00 1.542925156222685557e+00 -4.560698594572137154e+03 0.000000000000000000e+00
6.082844919695403751e-01 3.917155080304596249e-01 3.659821774014804241e+00 1.340708853965463521e-01 1.313920752940269443e+00 2.165310138624440217e+00 -4.560687799999611343e+03 0.000000000000000000e+00
6.531617295590116390e-01 3.468382704409883055e-01 3.541170934245098767e+00 -3.547169118191445536e-01 1.379326685538144526e+00 2.008837532017605287e+00 -4.560634222069842508e+03 0.000000000000000000e+00
3.595790985371680737e-01 6.404209014628320373e-01 5.776668373274918000e-02 3.695731086780520869e+00 2.085123491741177837e+00 1.340762200321786057e+00 -4.560607746964584294e+03 0.000000000000000000e+00
6.060078471381605825e-01 3.939921528618394730e-01 3.650394577840311072e+00 1.078155779493206734e-01 1.271808495642826831e+00 2.303339180122655261e+00 -4.560577601967082956e+03 0.000000000000000000e+00
3.280389315679402840e-01 6.719610684320598271e-01 1.122640666141377225e-01 3.620173304550954985e+00 2.248242982327695039e+00 1.285156115686176381e+00 -4.560569104176644032e+03 0.000000000000000000e+00
6.682091104758990374e-01 3.317908895241010736e-01 3.601369694513613773e+00 -3.355557997186052743e-01 1.431631216032633658e+00 1.857999050384640416e+00 -4.560548375621652667e+03 0.000000000000000000e+00
7.123317045623385191e-01 2.876682954376615364e-01 3.505961768266613543e+00 -1.034457302057405076e-01 1.467415181047938999e+00 2.065593722196988224e+00 -4.560546272715779196e+03 0.000000000000000000e+00
6.600812878182973353e-01 3.399187121817027757e-01 3.484445405934232465e+00 -2.707165579418657209e-01 1.459007763953678039e+00 2.086883830396446537e+00 -4.560503145995544401e+03 0.000000000000000000e+00
3.028865579276981967e-01 6.971134420723018588e-01 -2.041398764150790246e-01 3.550921608760384984e+00 1.837516613246606534e+00 1.510783907024661810e+00 -4.560502413914859972e+03 0.000000000000000000e+00
7.233400322756129430e-01 2.766599677243871680e-01 3.550090624517202809e+00 -2.438099022647741976e-01 1.467215243197018459e+00 2.038554477723101055e+00 -4.560501600738700290e+03 0.000000000000000000e+00
6.318551887664713984e-01 3.681448112335286571e-01 3.584755170347473818e+00 9.343368641887553339e-02 1.399925006571120845e+00 2.093625369476991960e+00 -4.560479823854489950e+03 0.000000000000000000e+00
6.766503246057398169e-01 3.233496753942602386e-01 3.549707878828940455e+00 -4.128428747764802814e-02 1.292395933713232248e+00 2.205730246129929739e+00 -4.560468947972515707e+03 0.000000000000000000e+00
2.550273052672868412e-01 7.449726947327132143e-01 -5.294846873461291903e-01 3.468789252906976373e+00 1.681142703792952497e+00 1.502571992362597308e+00 -4.560466399350214488e+03 0.000000000000000000e+00
3.611757397116737156e-01 6.388242602883262844e-01 3.093804805183908435e-01 3.672594967177745140e+00 2.306527343094957327e+00 1.299810754923447886e+00 -4.560462960040891630e+03 0.000000000000000000e+00
3.454186121012035593e-01 6.545813878987964962e-01 4.884415108204401279e-02 3.539348681209376846e+00 2.363448172484494236e+00 1.411304351233204413e+00 -4.560456790752692541e+03 0.000000000000000000e+00
3.031740998680110266e-01 6.968259001319889734e-01 -2.705200696162424201e-01 3.514078869357259549e+00 1.706871464102527103e+00 1.384977116359686455e+00 -4.560448747467172325e+03 0.000000000000000000e+00
3.941949239896788137e-01 6.058050760103212973e-01 1.690974551608723508e-01 3.615723512364812819e+00 2.241408253697672937e+00 1.325197213975279897e+00 -4.560434094258510413e+03 0.000000000000000000e+00
3.549120964732144223e-01 6.450879035267855777e-01 6.306083328207558181e-02 3.651686701480606256e+00 2.066787214356515356e+00 1.405158779319239715e+00 -4.560431201253864856e+03 0.000000000000000000e+00
7.006607557412323217e-01 2.993392442587677338e-01 3.499015784017398545e+00 -8.476117774361346946e-02 1.473772407006175511e+00 2.131749963610632292e+00 -4.560419853158585283e+03 0.000000000000000000e+00
6.834175639778683475e-01 3.165824360221317080e-01 3.436855348065639859e+00 -3.677337103569329191e-01 1.495299225708254243e+00 1.999453608235919777e+00 -4.560415491363019100e+03 0.000000000000000000e+00
6.178682005060700533e-01 3.821317994939300022e-01 3.582619297996987751e+00 1.433513070002011280e-01 1.332588493986318179e+00 2.405677832476289080e+00 -4.560394539439300388e+03 0.000000000000000000e+00
2.880914955716601944e-01 7.119085044283397501e-01 -1.701855720638456859e-01 3.552918156014159834e+00 1.893493699716740419e+00 1.493853295493752897e+00 -4.560392740655523085e+03 0.000000000000000000e+00
6.135530231871793028e-01 3.864469768128206972e-01 3.661807417589273417e+00 7.447299156122538788e-02 1.265891898179592578e+00 2.208998440024903864e+00 -4.560358406244511571e+03 0.000000000000000000e+00
3.011394595190980961e-01 6.988605404809019594e-01 -5.335662252174552117e-02 3.521769480924435758e+00 2.080471195854940447e+00 1.479863210994065037e+00 -4.560344822448415471e+03 0.000000000000000000e+00
2.780656829429996035e-01 7.219343170570005075e-01 -4.061982657230017169e-01 3.379603833363968413e+00 1.788779571190825646e+00 1.506901287642718135e+00 -4.560304283966424919e+03 0.000000000000000000e+00
6.292096954804562436e-01 3.707903045195437008e-01 3.571399754026387541e+00 1.322809784210120521e-01 1.347797259140080639e+00 2.424985090750137573e+00 -4.560302194418221006e+03 0.000000000000000000e+00
3.873492216852028602e-01 6.126507783147970843e-01 3.130965002514751738e-01 3.641785064612474088e+00 2.276646671311134185e+00 1.308423815693602110e+00 -4.560286021881620400e+03 0.000000000000000000e+00
3.656716790521224447e-01 6.343283209478776108e-01 1.311854781030202637e-02 3.533013582424564092e+00 2.287947519853545941e+00 1.357758325458396254e+00 -4.560281287851194065e+03 0.000000000000000000e+00
3.785841645156911572e-01 6.214158354843087873e-01 -1.744597552123569595e-02 3.597137557469850311e+00 2.075837367385182208e+00 1.310811538132728549e+00 -4.560274255279125100e+03 0.000000000000000000e+00
6.929350807809073753e-01 3.070649192190926247e-01 3.429095741776996498e+00 -2.196060621388367662e-01 1.449883809973292248e+00 1.832271758512735715e+00 -4.560253656016765490e+03 0.000000000000000000e+00
6.778338805757144758e-01 3.221661194242856352e-01 3.488375585261018763e+00 -1.888583409293913620e-02 1.454876874091782568e+00 2.049555555463966616e+00 -4.560249941502012007e+03 0.000000000000000000e+00
7.114992015111102353e-01 2.885007984888896537e-01 3.535960582562337695e+00 -2.978436823881281947e-01 1.535204136418234055e+00 1.979256183097127364e+00 -4.560211165424199862e+03 0.000000000000000000e+00
3.118625060559012674e-01 6.881374939440986216e-01 -2.278188212943619284e-01 3.493783914500505183e+00 2.021602906894636842e+00 1.317709855816734832e+00 -4.560200659506442207e+03 0.000000000000000000e+00
3.986547957255124341e-01 6.013452042744875659e-01 3.637742009571591772e-01 3.682022469287350663e+00 2.421664359727167426e+00 1.291009684770217492e+00 -4.560184345710926209e+03 0.000000000000000000e+00
6.555192167131835834e-01 3.444807832868164166e-01 3.568305667406070913e+00 -6.595196780608436615e-03 1.306845896881768665e+00 1.940479517778699314e+00 -4.560181456359129697e+03 0.000000000000000000e+00
7.245965429937094582e-01 2.754034570062905418e-01 3.389347168060132365e+00 -5.582218255657759309e-01 1.530985750775853971e+00 1.669116419829437037e+00 -4.560172709981082335e+03 0.000000000000000000e+00
6.282431624529072334e-01 3.717568375470927111e-01 3.635177912690207513e+00 1.012430098129223910e-01 1.242762561023194268e+00 2.250849469855222384e+00 -4.560172261986512240e+03 0.000000000000000000e+00
3.553567103395651738e-01 6.446432896604347151e-01 -1.397415516152630821e-02 3.568504421739232324e+00 2.305518533284651284e+00 1.438360074835092650e+00 -4.560166844838405268e+03 0.000000000000000000e+00
2.612738996376746115e-01 7.387261003623253330e-01 -3.524503168452389756e-01 3.500247543110993398e+00 1.911329857919419561e+00 1.480488665768250112e+00 -4.560148455344005924e+03 0.000000000000000000e+00
2.923070374653081727e-01 7.076929625346919384e-01 -3.210358423676551443e-01 3.580748896822559590e+00 1.993814178851644581e+00 1.341449678176539706e+00 -4.560139674947807180e+03 0.000000000000000000e+00
2.598151966821868331e-01 7.401848033178131114e-01 -4.094527619822348474e-01 3.498029176851159772e+00 1.752065298769823531e+00 1.437633026722670238e+00 -4.560136173193291143e+03 0.000000000000000000e+00
3.664639583164722714e-01 6.335360416835276176e-01 2.178390663490197832e-01 3.652762563530493889e+00 2.484706297182013301e+00 1.311055695936344856e+00 -4.560115657479742367e+03 0.000000000000000000e+00
6.805156153329507962e-01 3.194843846670492038e-01 3.574965506186058573e+00 -1.848265287504969878e-01 1.295163491861012650e+00 1.875626781426945167e+00 -4.560113241416640449e+03 0.000000000000000000e+00
3.026432649317112866e-01 6.973567350682887689e-01 -5.059313844019988071e-01 3.434225110148405591e+00 1.929286813868838157e+00 1.460189722796505940e+00 -4.560107280148002246e+03 0.000000000000000000e+00
7.418666578771974107e-01 2.581333421228025893e-01 3.465722363009529072e+00 -5.370126908147730971e-01 1.539065259814806019e+00 1.769737891566939725e+00 -4.560091093783661563e+03 0.000000000000000000e+00
7.101999776434170242e-01 2.898000223565829203e-01 3.504870436861847072e+00 -5.514915744974698830e-01 1.525243353676423830e+00 1.817333806575884170e+00 -4.560088448845312996e+03 0.000000000000000000e+00
6.905007410551169400e-01 3.094992589448831155e-01 3.532384079303253266e+00 -3.734218240322918769e-02 1.317283391814206395e+00 2.117031776414810107e+00 -4.560081869129442566e+03 0.000000000000000000e+00
3.190793641839855255e-01 6.809206358160144745e-01 -3.822144854665729397e-01 3.583959643999410360e+00 2.034307674774459951e+00 1.458122105947817992e+00 -4.560080155850474512e+03 0.000000000000000000e+00
6.674649228765909825e-01 3.325350771234089620e-01 3.605994733379079165e+00 -6.717503156372647832e-02 1.472566428104000513e+00 2.019915067748791149e+00 -4.560069723378795970e+03 0.000000000000000000e+00
3.777895953553729314e-01 6.222104046446270686e-01 1.968673352653696126e-02 3.631060130712357559e+00 2.323765047049758614e+00 1.279694510740825075e+00 -4.560058703224061901e+03 0.000000000000000000e+00
3.243573228657132823e-01 6.756426771342868287e-01 3.109641216628877824e-02 3.633896726421902201e+00 2.310946261403910462e+00 1.380184050824005526e+00 -4.560053424076749252e+03 0.000000000000000000e+00
7.374883587049972933e-01 2.625116412950027067e-01 3.454967492260884843e+00 -3.245069529384486673e-01 1.444729884879160764e+00 1.849177530339175757e+00 -4.560007002385886153e+03 0.000000000000000000e+00
6.552093808582735157e-01 3.447906191417265398e-01 3.669456181323012434e+00 1.739668495692209271e-01 1.370234870172646779e+00 2.211944472109433679e+00 -4.560005852637730641e+03 0.000000000000000000e+00
