# w_1 w_2 mu_1 mu_2 sigma_1 sigma_2 logL logPrior
3.376676768566159725e-01 6.623323231433839720e-01 -1.110625558932126500e-01 3.580400111442330502e+00 2.114007969371087814e+00 1.458438874538015684e+00 -4.557485640906275876e+03 0.000000000000000000e+00
7.020209280956329900e-01 2.979790719043670655e-01 3.568479042649483457e+00 -1.207478053118432870e-01 1.364337283545608681e+00 2.095537323986958800e+00 -4.557482233906872352e+03 0.000000000000000000e+00
7.318823449892994937e-01 2.681176550107005063e-01 3.432845976063066740e+00 -4.778173137201813248e-01 1.510135541343016641e+00 1.768921519798231534e+00 -4.557481199557878426e+03 0.000000000000000000e+00
7.037233631528315714e-01 2.962766368471684286e-01 3.448770871621787748e+00 -3.620555027736227505e-01 1.521410196841378015e+00 1.909956538377826529e+00 -4.557480751290976514e+03 0.000000000000000000e+00
7.214126488086407551e-01 2.785873511913593559e-01 3.483916536077488857e+00 -3.148825485784542133e-01 1.472562191076416171e+00 1.987513402527770312e+00 -4.557480690388866606e+03 0.000000000000000000e+00
3.205844355089131903e-01 6.794155644910867542e-01 -3.500954714560033931e-01 3.577551824218231591e+00 2.049054334926863952e+00 1.404818821932875883e+00 -4.557478856360041391e+03 0.000000000000000000e+00
7.128417986708578402e-01 2.871582013291422708e-01 3.523746321334496834e+00 -3.298703508753745295e-01 1.465814372272718158e+00 2.039582602293125824e+00 -4.557478504646331203e+03 0.000000000000000000e+00
3.297519006718958590e-01 6.702480993281041410e-01 -2.412964643672614318e-01 3.508398258391816960e+00 2.121795564793877542e+00 1.367833756853097382e+00 -4.557477003476908067e+03 0.000000000000000000e+00
6.840329037812565849e-01 3.159670962187435261e-01 3.488525229433069086e+00 -4.408897318869087201e-01 1.468950484665892064e+00 1.879955458585775840e+00 -4.557471943197237124e+03 0.000000000000000000e+00
6.527583255573639054e-01 3.472416744426359281e-01 3.634189877984071337e+00 1.333969511764465307e-02 1.389844786439490054e+00 2.051802301774857007e+00 -4.557471886051191177e+03 0.000000000000000000e+00
3.360516709353491560e-01 6.639483290646508440e-01 -1.007439519886985935e-01 3.604208325593476481e+00 2.248379942428582190e+00 1.320650907600192214e+00 -4.557470873705166014e+03 0.000000000000000000e+00
3.464906619675015009e-01 6.535093380324985546e-01 1.265145285919551388e-01 3.571910714454598956e+00 2.283869525273293899e+00 1.352044254415952329e+00 -4.557470381723321225e+03 0.000000000000000000e+00
3.330488153616292801e-01 6.669511846383707754e-01 -3.108005239268601949e-02 3.531598278954997117e+00 2.203998555033914730e+00 1.339006020149942078e+00 -4.557468784407176827e+03 0.000000000000000000e+00
6.793670007290514290e-01 3.206329992709486265e-01 3.487499743473548186e+00 -3.256169078130587979e-01 1.454908537105669364e+00 1.793560140632037614e+00 -4.557466903268064925e+03 0.000000000000000000e+00
6.987910465360369638e-01 3.012089534639630362e-01 3.569744675795027078e+00 -3.885205929817633907e-01 1.412990470502529572e+00 1.807016588857740524e+00 -4.557466755086553349e+03 0.000000000000000000e+00
3.006419377181651642e-01 6.993580622818348358e-01 -3.315328124070482940e-01 3.508039065139903379e+00 1.720408694928572402e+00 1.450252803086166775e+00 -4.557465463743545115e+03 0.000000000000000000e+00
3.259153279491794342e-01 6.740846720508205658e-01 -8.924924744186046865e-02 3.629554716182462837e+00 2.070595483185667440e+00 1.426984312237672192e+00 -4.557465196678959728e+03 0.000000000000000000e+00
6.817440352928438863e-01 3.182559647071561137e-01 3.634497156744100010e+00 -1.859979459451166495e-01 1.363689288143550726e+00 2.091211645491877213e+00 -4.557463415671397343e+03 0.000000000000000000e+00
6.947979990616112156e-01 3.052020009383887844e-01 3.469588513896708193e+00 -1.861867040050796951e-01 1.453823883336345490e+00 2.068021123186611909e+00 -4.557458455482847967e+03 0.000000000000000000e+00
3.176112490180320047e-01 6.823887509819679398e-01 -6.789287916442214577e-02 3.537897738082301569e+00 2.032413731494788323e+00 1.320408794826121834e+00 -4.557458414703150993e+03 0.000000000000000000e+00
3.027129444692327476e-01 6.972870555307673079e-01 -1.254386922939385307e-01 3.492075546271571795e+00 1.944499837460221814e+00 1.454186426539878729e+00 -4.557456671307940269e+03 0.000000000000000000e+00
6.706695412908364462e-01 3.293304587091635538e-01 3.538210858379358115e+00 -2.036846954342478883e-03 1.345995148588480461e+00 2.006647785294719100e+00 -4.557456369350332352e+03 0.000000000000000000e+00
3.327520782668832444e-01 6.672479217331167556e-01 -3.100826151839423117e-01 3.584742377455471196e+00 2.038536216659800893e+00 1.415849957351538180e+00 -4.557454177628684192e+03 0.000000000000000000e+00
2.890946970133230209e-01 7.109053029866770901e-01 -4.322947891889729055e-01 3.453441475774880143e+00 1.948559772669612888e+00 1.436030711791715708e+00 -4.557448259578125544e+03 0.000000000000000000e+00
3.496682104477224495e-01 6.503317895522776615e-01 8.961465578325392839e-04 3.646687989701040244e+00 2.299276727659379738e+00 1.346593268023094092e+00 -4.557446968156387811e+03 0.000000000000000000e+00
3.056396346537863518e-01 6.943603653462137038e-01 -2.123807703394449409e-01 3.449091314621719473e+00 1.923307049493503618e+00 1.421049543008508831e+00 -4.557446070724957281e+03 0.000000000000000000e+00
6.705002015666625681e-01 3.294997984333375984e-01 3.552844227246114706e+00 -3.083737819118723134e-02 1.452079468080498259e+00 2.055113286285636942e+00 -4.557446019295643964e+03 0.000000000000000000e+00
7.147755927742817095e-01 2.852244072257183460e-01 3.490605208858821307e+00 -4.439055488902310387e-01 1.523802039294709143e+00 1.748727379796036319e+00 -4.557445513185111849e+03 0.000000000000000000e+00
3.478995617555050157e-01 6.521004382444949288e-01 -4.345287751709290408e-02 3.610121505701958444e+00 2.107102928872175873e+00 1.429597826918340697e+00 -4.557445501080499525e+03 0.000000000000000000e+00
7.180469218401823728e-01 2.819530781598175717e-01 3.427067870974303876e+00 -3.844390173274159217e-01 1.508520271723189365e+00 1.776116303019550147e+00 -4.557444045650902808e+03 0.000000000000000000e+00
6.438274595321900051e-01 3.561725404678100504e-01 3.666834947186197180e+00 2.359907366463991074e-02 1.357503924280851537e+00 2.147291419380607191e+00 -4.557443460410754597e+03 0.000000000000000000e+00
6.961664509293294945e-01 3.038335490706705611e-01 3.548943375972058778e+00 -8.412159757980067210e-02 1.353197684511084242e+00 1.948142715652295687e+00 -4.557440997064582916e+03 0.000000000000000000e+00
6.471619843595604049e-01 3.528380156404395396e-01 3.612177051338330447e+00 -7.832795924687976918e-02 1.412414246924752481e+00 2.052196706814825689e+00 -4.557440013291981813e+03 0.000000000000000000e+00
3.200771932858017532e-01 6.799228067141982468e-01 -1.864584860285830314e-01 3.460685776393998214e+00 2.020157428029695446e+00 1.428414243790219196e+00 -4.557439496118766328e+03 0.000000000000000000e+00
3.229362306356940437e-01 6.770637693643060118e-01 -2.220809166687567338e-01 3.634083573528772870e+00 2.003883211927761199e+00 1.394595416210386185e+00 -4.557436489336108934e+03 0.000000000000000000e+00
7.095256038836869061e-01 2.904743961163131494e-01 3.507880275033069761e+00 -4.078279941657162455e-01 1.487038779242263686e+00 1.992925257048905996e+00 -4.557436398478354022e+03 0.000000000000000000e+00
6.683716641961142679e-01 3.316283358038858431e-01 3.622259429193359193e+00 1.775858995828523412e-02 1.416677686126923463e+00 2.129834943166265315e+00 -4.557435168674476699e+03 0.000000000000000000e+00
3.530484088737970705e-01 6.469515911262030405e-01 1.836537668552537250e-01 3.618650627691248900e+00 2.318547626432039710e+00 1.340398921861481352e+00 -4.557434259955562993e+03 0.000000000000000000e+00
6.927896687147641064e-01 3.072103312852358936e-01 3.530264542039541986e+00 -3.980700034741952997e-01 1.434002451323300065e+00 1.742842966841691155e+00 -4.557434025031403507e+03 0.000000000000000000e+00
6.654940685682082524e-01 3.345059314317917476e-01 3.492026163500234315e+00 -2.577042307997445825e-01 1.411607789610582087e+00 2.066139144630994906e+00 -4.557432341976951648e+03 0.000000000000000000e+00
2.795408119368049116e-01 7.204591880631950884e-01 -3.753278971666004216e-01 3.473478848354001336e+00 1.975908116509019319e+00 1.438293341251633883e+00 -4.557424080350336226e+03 0.000000000000000000e+00
3.353537661909037348e-01 6.646462338090962652e-01 -1.224422900885511339e-01 3.645927083512453759e+00 2.164984430383442682e+00 1.377730839449329947e+00 -4.557423476123660294e+03 0.000000000000000000e+00
6.934079189105473162e-01 3.065920810894527393e-01 3.515320603278515144e+00 -6.575135880178550885e-02 1.434580756319780548e+00 2.090496161233847072e+00 -4.557423088970772369e+03 0.000000000000000000e+00
6.418594000056371263e-01 3.581405999943628182e-01 3.664642720468497039e+00 9.342866033996924391e-02 1.311772759938973243e+00 2.138200730828033969e+00 -4.557415319406942217e+03 0.000000000000000000e+00
7.063786693745595091e-01 2.936213306254404909e-01 3.438931318125467929e+00 -4.748817344451849998e-01 1.466297238425191551e+00 1.729370148213673186e+00 -4.557414591372554241e+03 0.000000000000000000e+00
6.600598912879137581e-01 3.399401087120863529e-01 3.614484240754884947e+00 -7.555347223886066388e-02 1.308214252586657356e+00 1.967675407927370390e+00 -4.557412542617265899e+03 0.000000000000000000e+00
2.720046575014460899e-01 7.279953424985539101e-01 -3.307044036781210949e-01 3.466853159970089138e+00 1.876131882452367394e+00 1.487580712160895047e+00 -4.557411137425018751e+03 0.000000000000000000e+00
6.762957773859186172e-01 3.237042226140813272e-01 3.542994256724733226e+00 2.297342372021055068e-02 1.343597485958206050e+00 2.077404191282223866e+00 -4.557411046979174898e+03 0.000000000000000000e+00
7.011159451746724613e-01 2.988840548253275387e-01 3.441524646186240766e+00 -4.476410084133602973e-01 1.427716677086329655e+00 1.854201519236457818e+00 -4.557409891084221272e+03 0.000000000000000000e+00
3.483208022100031664e-01 6.516791977899968336e-01 -1.886200937636894059e-01 3.623075034038751419e+00 2.103948552555060303e+00 1.376372355675589132e+00 -4.557399900005319068e+03 0.000000000000000000e+00
3.299468605649704678e-01 6.700531394350296432e-01 -3.243216697794024661e-01 3.584156372117151879e+00 1.992407669595045450e+00 1.424704530157156590e+00 -4.557399712987238672e+03 0.000000000000000000e+00
2.756841809120298414e-01 7.243158190879700475e-01 -3.440571557473527942e-01 3.530735746975285139e+00 1.791003242373499393e+00 1.441840258615241455e+00 -4.557397774439907153e+03 0.000000000000000000e+00
3.375089896847389692e-01 6.624910103152610308e-01 -6.476936649106053434e-02 3.598189480827834075e+00 2.258913872929411149e+00 1.415344952037040471e+00 -4.557395167615744867e+03 0.000000000000000000e+00
6.763852570260401320e-01 3.236147429739599235e-01 3.511396212013176754e+00 -1.623971545890912083e-01 1.341114300147739691e+00 2.118149394807959052e+00 -4.557394626926230558e+03 0.000000000000000000e+00
6.974911326581038074e-01 3.025088673418962482e-01 3.488752790465038167e+00 -3.933788339784538013e-01 1.372040888377997314e+00 1.925255467944937182e+00 -4.557394087165695055e+03 0.000000000000000000e+00
3.210536527985907718e-01 6.789463472014092282e-01 -3.108913153634484949e-01 3.600732594432720202e+00 1.961901941851381448e+00 1.356053408278914629e+00 -4.557392319219983619e+03 0.000000000000000000e+00
3.214799148679308716e-01 6.785200851320691839e-01 -1.213523086290820840e-01 3.480574444101394604e+00 1.981859360888226451e+00 1.439732139131882471e+00 -4.557390021009681732e+03 0.000000000000000000e+00
2.807236008277908534e-01 7.192763991722092021e-01 -3.257773490351281165e-01 3.502856838988069654e+00 2.009879903309663263e+00 1.426583418036320827e+00 -4.557388573743408415e+03 0.000000000000000000e+00
6.901697713423401437e-01 3.098302286576599118e-01 3.544453206593384031e+00 -2.780309663601796544e-01 1.345606593154694774e+00 2.087229341063185917e+00 -4.557385617531677781e+03 0.000000000000000000e+00
3.227271211435569498e-01 6.772728788564431612e-01 -5.710257765730229057e-02 3.620468557279832300e+00 2.231175187897404211e+00 1.356102870827535112e+00 -4.557385066538967294e+03 0.000000000000000000e+00
3.021021179268646439e-01 6.978978820731353006e-01 -3.279976048861992788e-01 3.480044059300840598e+00 1.837693823403146798e+00 1.522076607019527295e+00 -4.557378401880907404e+03 0.000000000000000000e+00
7.211219433208707619e-01 2.788780566791291271e-01 3.524404226575514887e+00 -3.894442030034669933e-01 1.454893049727474130e+00 1.742860910374895100e+00 -4.557377798837451337e+03 0.000000000000000000e+00
3.226659064743812033e-01 6.773340935256187967e-01 -1.875050510267843862e-01 3.623377409751856515e+00 2.138409272890845259e+00 1.346444810524037639e+00 -4.557372259751789898e+03 0.000000000000000000e+00
6.968249462040881914e-01 3.031750537959117531e-01 3.559439256746770308e+00 -3.656592954954787089e-01 1.398123232940462701e+00 2.044275892276747886e+00 -4.557369015286110880e+03 0.000000000000000000e+00
3.456723138091624681e-01 6.543276861908375874e-01 -1.409782530591625338e-01 3.582696638881589291e+00 1.968809635569455763e+00 1.426652255690830984e+00 -4.557367944559580792e+03 0.000000000000000000e+00
6.369934685064756463e-01 3.630065314935244647e-01 3.652674485870808230e+00 1.856304480025134651e-01 1.308871933850628722e+00 2.325046967787024244e+00 -4.557367500766761623e+03 0.000000000000000000e+00
7.264538417972931095e-01 2.735461582027069460e-01 3.438625794163745919e+00 -3.887609977046553311e-01 1.478304642143556169e+00 1.881622035747653632e+00 -4.557365455357446990e+03 0.000000000000000000e+00
6.380233319616955834e-01 3.619766680383045276e-01 3.585685616780976748e+00 1.620823356792057413e-02 1.367867101535061414e+00 2.305084293135674312e+00 -4.557360953318438987e+03 0.000000000000000000e+00
3.326669673064022725e-01 6.673330326935977830e-01 1.045141413823737486e-01 3.570659872640235655e+00 2.170652253418978717e+00 1.370318307421777071e+00 -4.557360822225113225e+03 0.000000000000000000e+00
2.732262065298007858e-01 7.267737934701992142e-01 -3.554016653724105801e-01 3.445914692022459036e+00 1.846469452176172421e+00 1.449312353230378436e+00 -4.557356604982500357e+03 0.000000000000000000e+00
3.073565378728248532e-01 6.926434621271752023e-01 -4.449614759435350231e-01 3.462961570884472540e+00 1.846866470671800986e+00 1.496990912700664644e+00 -4.557350092650593979e+03 0.000000000000000000e+00
7.071896014934898611e-01 2.928103985065101944e-01 3.564916598827517102e+00 -3.133299583620822171e-01 1.477659341042510732e+00 1.964023861181125818e+00 -4.557346339612514384e+03 0.000000000000000000e+00
3.060889783864770286e-01 6.939110216135229159e-01 -2.240881455855352755e-01 3.466645387954878643e+00 1.917214415535390293e+00 1.492106443494120915e+00 -4.557341692250476626e+03 0.000000000000000000e+00
3.651318498116337685e-01 6.348681501883661760e-01 1.539671602859351285e-01 3.652210298616669348e+00 2.221072908028613568e+00 1.351005471441168559e+00 -4.557340112691666036e+03 0.000000000000000000e+00
3.449878006700530242e-01 6.550121993299470313e-01 5.951529823763397446e-03 3.571060783877817890e+00 2.000738465829486223e+00 1.328041811063859656e+00 -4.557334499462476742e+03 0.000000000000000000e+00
7.112269198926671754e-01 2.887730801073328246e-01 3.582649236136707049e+00 -3.137083882307824534e-01 1.420452608817629914e+00 1.919428252350457775e+00 -4.557333501011386033e+03 0.000000000000000000e+00
7.069648424651149288e-01 2.930351575348850712e-01 3.489503795891029991e+00 -2.210183148651969076e-01 1.492460018462117954e+00 1.872331820855412943e+00 -4.557331363064487959e+03 0.000000000000000000e+00
6.866591767107210753e-01 3.133408232892789802e-01 3.563090189138058861e+00 8.273366486998966207e-03 1.408746867326413632e+00 2.125987622021353385e+00 -4.557330378141624351e+03 0.000000000000000000e+00
3.218808035992046235e-01 6.781191964007953210e-01 -2.150911541376889780e-01 3.503705508517319434e+00 2.163035762139799978e+00 1.430866780761828272e+00 -4.557328006770731008e+03 0.000000000000000000e+00
3.634894973669602347e-01 6.365105026330398763e-01 3.225853274243425939e-02 3.660237921953269247e+00 2.242862162798409553e+00 1.300717652839431970e+00 -4.557326171180329766e+03 0.000000000000000000e+00
6.677701550092985938e-01 3.322298449907014617e-01 3.597618099287501536e+00 -3.012630708164210636e-01 1.408577891498473900e+00 1.985701407987479072e+00 -4.557321573739721316e+03 0.000000000000000000e+00
3.549287706113936069e-01 6.450712293886062820e-01 6.839749074848440469e-02 3.598624879191006265e+00 2.234734314271696665e+00 1.407650312170888096e+00 -4.557320540708962653e+03 0.000000000000000000e+00
6.851457827917181165e-01 3.148542172082819390e-01 3.551198531450126872e+00 -3.410782192639305044e-01 1.343923888337019035e+00 1.985563203763939910e+00 -4.557319945057603036e+03 0.000000000000000000e+00
7.176765114887696528e-01 2.823234885112302917e-01 3.489430293453842591e+00 -5.072633686313645640e-01 1.436065740477278307e+00 1.781106905355616332e+00 -4.557319322867154369e+03 0.000000000000000000e+00
6.798387873743717558e-01 3.201612126256282442e-01 3.539967215041828652e+00 -3.879111268498169895e-01 1.369449087655470354e+00 1.921198350606100114e+00 -4.557316909543443217e+03 0.000000000000000000e+00
6.373514792194051592e-01 3.626485207805948408e-01 3.589624610825570716e+00 4.535517350659516722e-02 1.335502137249399590e+00 2.074848872671850142e+00 -4.557316597797187569e+03 0.000000000000000000e+00
6.640116337357412357e-01 3.359883662642588198e-01 3.628856662278500789e+00 -1.900404895976920139e-01 1.347178638135609896e+00 2.139015466503892515e+00 -4.557316028376708346e+03 0.000000000000000000e+00
7.053915413891707065e-01 2.946084586108292935e-01 3.506101695864269896e+00 -4.734456676115432194e-01 1.403462674431000590e+00 1.856936440101126795e+00 -4.557314862827979596e+03 0.000000000000000000e+00
3.638688815059800130e-01 6.361311184940200425e-01 1.587456451808667013e-01 3.621811953239699733e+00 2.347857757500958265e+00 1.309802822127559718e+00 -4.557313235795819310e+03 0.000000000000000000e+00
6.667633035123986529e-01 3.332366964876013471e-01 3.604062115563511970e+00 -8.888356322137747068e-02 1.434097459514568573e+00 2.190523012209953713e+00 -4.557312897526811867e+03 0.000000000000000000e+00
6.654983959363214296e-01 3.345016040636786259e-01 3.613072364692850869e+00 -5.990099358467348978e-02 1.411934349086702900e+00 2.238992495970084207e+00 -4.557312385839813942e+03 0.000000000000000000e+00
6.556425995290984243e-01 3.443574004709014647e-01 3.571860964923237791e+00 -2.121770556257330520e-01 1.436543942733223167e+00 2.059206960337605530e+00 -4.557312255877027383e+03 0.000000000000000000e+00
6.841510540248214589e-01 3.158489459751784856e-01 3.490124992567115836e+00 -1.681302984402688605e-01 1.350419905527479258e+00 1.991491989960940234e+00 -4.557311700250766989e+03 0.000000000000000000e+00
7.237341052427430643e-01 2.762658947572569912e-01 3.524148322202567574e+00 -2.593462871390340152e-01 1.433667700596789052e+00 1.905133225766480143e+00 -4.557309325211286705e+03 0.000000000000000000e+00
3.226655447948140742e-01 6.773344552051859813e-01 -3.882891369872841780e-01 3.554694081522028259e+00 1.889708823254342862e+00 1.389288725315645623e+00 -4.557306422471068799e+03 0.000000000000000000e+00
6.608381805810188414e-01 3.391618194189812696e-01 3.645242810807419076e+00 1.123941479172319013e-01 1.327136397256102107e+00 2.213551315095643179e+00 -4.557306078905400682e+03 0.000000000000000000e+00
3.318947345420562578e-01 6.681052654579437977e-01 -2.784040724546777423e-01 3.537135410259411028e+00 1.899715372553264725e+00 1.342655958318923259e+00 -4.557306022997101536e+03 0.000000000000000000e+00
3.217443780160834099e-01 6.782556219839166456e-01 -3.618399819206216672e-01 3.504722082085331980e+00 1.995595081353799927e+00 1.470410402689438900e+00 -4.557305991895203988e+03 0.000000000000000000e+00
6.616201301265488555e-01 3.383798698734512000e-01 3.525840812207190478e+00 -2.363105495575221204e-01 1.393156971989232495e+00 1.870043473999740247e+00 -4.557305623258866945e+03 0.000000000000000000e+00
6.394805453490025604e-01 3.605194546509974951e-01 3.625776447706129613e+00 -6.512463434714767241e-02 1.335214935863045849e+00 2.036033273406451904e+00 -4.557305003052649226e+03 0.000000000000000000e+00
3.352599971022187098e-01 6.647400028977812347e-01 -1.638718824298042165e-01 3.641071780496498267e+00 2.026857636073331914e+00 1.391830945595703639e+00 -4.557304534494567633e+03 0.000000000000000000e+00
6.762445636936447180e-01 3.237554363063553375e-01 3.545528592819389146e+00 -1.280815109403262916e-02 1.335408723302456524e+00 2.184191526115234261e+00 -4.557302055457100323e+03 0.000000000000000000e+00
3.221414211542855677e-01 6.778585788457144323e-01 -2.699903789322632974e-01 3.532856668264516831e+00 2.037844073153943114e+00 1.487138561988982310e+00 -4.557301803759892209e+03 0.000000000000000000e+00
3.197805346377497471e-01 6.802194653622503084e-01 -1.308411789191845642e-01 3.621934416544393631e+00 1.931763524215186267e+00 1.402311640260324843e+00 -4.557301400487727733e+03 0.000000000000000000e+00
6.702744974542840239e-01 3.297255025457159205e-01 3.589263838098442516e+00 -2.278033128654916584e-01 1.448370960804262531e+00 1.923429637660227343e+00 -4.557300973565605091e+03 0.000000000000000000e+00
3.127981213766004576e-01 6.872018786233996535e-01 -1.777710689990118498e-01 3.575496092834767659e+00 2.167252136694477027e+00 1.344492107740240083e+00 -4.557300370316949738e+03 0.000000000000000000e+00
6.418379406045670033e-01 3.581620593954330523e-01 3.584409603805434053e+00 1.203901327750210165e-01 1.346513922887264236e+00 2.141399846893538683e+00 -4.557300362910345029e+03 0.000000000000000000e+00
3.065787275071131801e-01 6.934212724928867644e-01 -3.615893285127715906e-01 3.461526452208233628e+00 1.844578984551084933e+00 1.387140325553935405e+00 -4.557299645481685729e+03 0.000000000000000000e+00
3.240130034593871056e-01 6.759869965406128944e-01 -2.495145835048708655e-02 3.543942084093624878e+00 2.172295440414078627e+00 1.440651341580783562e+00 -4.557298762126237307e+03 0.000000000000000000e+00
6.655460598533046168e-01 3.344539401466953832e-01 3.530605128922816416e+00 3.734347572975393881e-02 1.361369360192097755e+00 2.146007738289746225e+00 -4.557297592340138181e+03 0.000000000000000000e+00
6.802599241985920475e-01 3.197400758014080080e-01 3.562592120517847682e+00 -3.181171535052594868e-01 1.339103208091194874e+00 2.012842064266959774e+00 -4.557295258201664183e+03 0.000000000000000000e+00
6.870464758391873206e-01 3.129535241608127349e-01 3.475390963421689960e+00 -4.522272274570740547e-01 1.437498475661123765e+00 1.845294270432455086e+00 -4.557295105555290320e+03 0.000000000000000000e+00
6.906081687745115882e-01 3.093918312254884673e-01 3.467125614627549535e+00 -2.114573009407287874e-01 1.383183826242403658e+00 2.010853421319215961e+00 -4.557293779021457340e+03 0.000000000000000000e+00
6.571097943508639183e-01 3.428902056491361372e-01 3.528742929961309560e+00 -7.044812372723990856e-02 1.411935435874162259e+00 2.210396791091198576e+00 -4.557290312370747415e+03 0.000000000000000000e+00
2.875902805947474494e-01 7.124097194052526616e-01 -3.819922136912591304e-01 3.490021314834568678e+00 1.989080134393000243e+00 1.405132560358066440e+00 -4.557289782725118130e+03 0.000000000000000000e+00
7.167604076613611763e-01 2.832395923386388237e-01 3.494559772760176486e+00 -4.983052127231611950e-01 1.457429044412245300e+00 1.886936547374835405e+00 -4.557289404630692843e+03 0.000000000000000000e+00
3.586981575120759547e-01 6.413018424879239898e-01 5.067633097837636463e-02 3.623148441677039422e+00 2.262179706337079210e+00 1.394160371676250065e+00 -4.557289084599424314e+03 0.000000000000000000e+00
3.199188134594229127e-01 6.800811865405771428e-01 -3.250776783560305194e-01 3.516543570816861308e+00 2.100463932129339906e+00 1.438729850728003745e+00 -4.557289059451161847e+03 0.000000000000000000e+00
6.724720929771907940e-01 3.275279070228092615e-01 3.549706255563382928e+00 -3.447804781185354606e-01 1.457451411270386910e+00 1.920941863103341030e+00 -4.557288275108779089e+03 0.000000000000000000e+00
3.332534924952853528e-01 6.667465075047146472e-01 -1.525891483115358049e-01 3.484527885274522951e+00 1.972173924413168411e+00 1.403616223200056634e+00 -4.557286808321063290e+03 0.000000000000000000e+00
6.658306361584941380e-01 3.341693638415058620e-01 3.596721312573667007e+00 7.581034033224565150e-02 1.371228702726176252e+00 2.060569561653299964e+00 -4.557285551102824684e+03 0.000000000000000000e+00
3.606270482920099774e-01 6.393729517079901337e-01 -2.142209082433871314e-03 3.611022484079283945e+00 2.183251325224588868e+00 1.284392001746567091e+00 -4.557284343987412285e+03 0.000000000000000000e+00
6.921090791814560328e-01 3.078909208185439672e-01 3.593723639859046859e+00 -3.465764997771024758e-01 1.414608261846046489e+00 1.977135449344337825e+00 -4.557283814746206190e+03 0.000000000000000000e+00
2.717984114004951546e-01 7.282015885995047899e-01 -4.680525710014373786e-01 3.433856967941282701e+00 1.726205511863385222e+00 1.497245667293757077e+00 -4.557282768331315310e+03 0.000000000000000000e+00
3.317098585441921599e-01 6.682901414558077846e-01 -2.595881662765400777e-02 3.569905026256156688e+00 2.279665879190245548e+00 1.342498617600498712e+00 -4.557279035385471616e+03 0.000000000000000000e+00
3.307664041711399494e-01 6.692335958288601061e-01 -1.395287511884150677e-01 3.588463205970569003e+00 2.061291493744068948e+00 1.462306460541296094e+00 -4.557277268903826553e+03 0.000000000000000000e+00
6.463844958517402928e-01 3.536155041482597627e-01 3.586226166473947430e+00 -1.601941285097986389e-01 1.381053088053591837e+00 2.181169490412023126e+00 -4.557276799858049344e+03 0.000000000000000000e+00
6.311532002478609238e-01 3.688467997521391317e-01 3.592984613693834373e+00 -9.954711291556896449e-03 1.317394835936146258e+00 2.146112879626175918e+00 -4.557276500629475777e+03 0.000000000000000000e+00
6.480785726440875250e-01 3.519214273559125306e-01 3.530489711049692669e+00 -1.068988916489115731e-02 1.376682979791428396e+00 2.161022214585845092e+00 -4.557276474441278879e+03 0.000000000000000000e+00
6.467190328322555137e-01 3.532809671677444863e-01 3.593930317733769364e+00 -9.807501968034885997e-02 1.314096349143549780e+00 1.998430176360455057e+00 -4.557276337408376094e+03 0.000000000000000000e+00
6.727125498343050625e-01 3.272874501656948820e-01 3.611730484007913855e+00 7.568628084199158224e-02 1.330648309130163964e+00 2.127770912797370961e+00 -4.557271212473310698e+03 0.000000000000000000e+00
3.208527427615868732e-01 6.791472572384130713e-01 -4.219957730733573387e-01 3.499848800524954395e+00 1.871929433248883390e+00 1.444409519412546583e+00 -4.557270954375089786e+03 0.000000000000000000e+00
6.880703347454818486e-01 3.119296652545180404e-01 3.618156069041428058e+00 -1.749442532139144357e-01 1.412856306092633796e+00 1.929274269459035018e+00 -4.557269121773420920e+03 0.000000000000000000e+00
6.668313641483455401e-01 3.331686358516545710e-01 3.567377194913140315e+00 7.311844326952547657e-02 1.364513376593376792e+00 2.262914725818127248e+00 -4.557268101707089954e+03 0.000000000000000000e+00
2.865901901034029753e-01 7.134098098965969692e-01 -2.934850636395730517e-01 3.443234868746185118e+00 1.884282412648752292e+00 1.426162708796655521e+00 -4.557266774325173174e+03 0.000000000000000000e+00
3.603361242346433957e-01 6.396638757653566598e-01 4.362340638727721029e-03 3.663079129242875709e+00 2.156671879112753931e+00 1.348771081017700491e+00 -4.557260943448834951e+03 0.000000000000000000e+00
7.133812654137394738e-01 2.866187345862605262e-01 3.427008384600165325e+00 -3.901734067887048796e-01 1.514249705887666719e+00 1.817556853191455435e+00 -4.557258267573244666e+03 0.000000000000000000e+00
6.834180666495891510e-01 3.165819333504107380e-01 3.528402030675643175e+00 -3.201425797071662943e-02 1.398969300303932739e+00 1.975037673265857885e+00 -4.557257575588182590e+03 0.000000000000000000e+00
6.517419031229433335e-01 3.482580968770565555e-01 3.575090309431635305e+00 -1.648106678908936584e-01 1.322018066320512997e+00 1.976341887351219073e+00 -4.557255857703496076e+03 0.000000000000000000e+00
2.839428164373504204e-01 7.160571835626496906e-01 -2.158817904414227495e-01 3.523852426593567344e+00 1.987001960437456249e+00 1.392456322423865744e+00 -4.557253556933652362e+03 0.000000000000000000e+00
6.647718768896796471e-01 3.352281231103202974e-01 3.624435953601610194e+00 -1.567114712032198487e-02 1.391088758937197190e+00 2.001765041409120371e+00 -4.557251519308053503e+03 0.000000000000000000e+00
6.919208441748642135e-01 3.080791558251357865e-01 3.512957952772209680e+00 -2.391709310550130252e-01 1.377468809081778822e+00 1.791397526848295563e+00 -4.557251202030580316e+03 0.000000000000000000e+00
