# w_1 w_2 mu_1 mu_2 sigma_1 sigma_2 logL logPrior
3.318540498249802351e-01 6.681459501750198759e-01 2.593415616972426230e-03 3.564992106802781446e+00 2.084572649789662613e+00 1.344533576955857956e+00 -4.555365511518584754e+03 0.000000000000000000e+00
6.647819869801921966e-01 3.352180130198079144e-01 3.546793183759460621e+00 -2.621288169936379364e-01 1.413952880066916107e+00 2.005388918207162696e+00 -4.555364074391000031e+03 0.000000000000000000e+00
6.565724736873269629e-01 3.434275263126730926e-01 3.546713609079389595e+00 -1.208761298533368445e-01 1.392474125595666301e+00 2.138856266501048875e+00 -4.555362827774444668e+03 0.000000000000000000e+00
6.955181287250816746e-01 3.044818712749183254e-01 3.575311985441556484e+00 -2.462527770000683680e-01 1.441012984022564503e+00 1.999116055336902953e+00 -4.555361705817128495e+03 0.000000000000000000e+00
6.850174899750393065e-01 3.149825100249607490e-01 3.536354746903714208e+00 -3.158887972425907242e-01 1.451939347747356335e+00 1.844293988090581093e+00 -4.555361278126513753e+03 0.000000000000000000e+00
6.831964691152991875e-01 3.168035308847008125e-01 3.594190314201560099e+00 -1.890640674244322139e-01 1.364742195362986354e+00 1.917393217498051250e+00 -4.555360948427213771e+03 0.000000000000000000e+00
2.927359007068227603e-01 7.072640992931772397e-01 -4.159234550887678794e-01 3.524340873043312783e+00 1.883686483800881994e+00 1.427220774242790480e+00 -4.555360199609604024e+03 0.000000000000000000e+00
6.760317728912086377e-01 3.239682271087913068e-01 3.611051341613533250e+00 -1.307121704542723861e-01 1.402751698314511408e+00 1.998266242306988127e+00 -4.555360043156322718e+03 0.000000000000000000e+00
2.999881321332190653e-01 7.000118678667809347e-01 -1.911276540094362097e-01 3.556668521153285134e+00 1.903895465312822610e+00 1.378320399604018753e+00 -4.555359287745586698e+03 0.000000000000000000e+00
6.478826730139287671e-01 3.521173269860712329e-01 3.604471251292833855e+00 -9.630758409335435366e-02 1.342601501724812074e+00 2.074882099314969253e+00 -4.555359157413762659e+03 0.000000000000000000e+00
6.614872722116202919e-01 3.385127277883797081e-01 3.592070873782732487e+00 4.808537674519460653e-02 1.349065978505179952e+00 2.114054005806230929e+00 -4.555358918887816799e+03 0.000000000000000000e+00
2.940818038791687683e-01 7.059181961208312872e-01 -3.209871205314280829e-01 3.472878112302064668e+00 1.797790927230994651e+00 1.454538339324108254e+00 -4.555356745456034332e+03 0.000000000000000000e+00
7.014907688661173868e-01 2.985092311338825577e-01 3.534670285618659591e+00 -2.206807662696440298e-01 1.395238954408309251e+00 2.058171433863970279e+00 -4.555356218413138777e+03 0.000000000000000000e+00
3.319802071229162044e-01 6.680197928770839066e-01 -1.397919679632489420e-01 3.606795138850371174e+00 2.125301912280246341e+00 1.402042642678173134e+00 -4.555355469501733751e+03 0.000000000000000000e+00
6.849910547154016704e-01 3.150089452845982740e-01 3.534322677817494540e+00 -1.943895859555420658e-01 1.454455960396792813e+00 2.080760637326898088e+00 -4.555355109048927261e+03 0.000000000000000000e+00
6.890057983762836180e-01 3.109942016237163265e-01 3.562457733691092976e+00 -3.025775151687404296e-01 1.394163114333395903e+00 1.843371276672277626e+00 -4.555354629529064368e+03 0.000000000000000000e+00
3.204839412840050361e-01 6.795160587159948529e-01 -2.375589365826827337e-01 3.522039531479410623e+00 2.001989335093926847e+00 1.466877450864727983e+00 -4.555354525425751490e+03 0.000000000000000000e+00
2.975516909459900994e-01 7.024483090540099006e-01 -3.916855262325412146e-01 3.532384967853903213e+00 1.894938439550093889e+00 1.466414384875213139e+00 -4.555353690803551217e+03 0.000000000000000000e+00
3.033129040434260904e-01 6.966870959565739652e-01 -4.151036017258418753e-01 3.478629379123362231e+00 1.813232522317683060e+00 1.442793440988216158e+00 -4.555353298778800308e+03 0.000000000000000000e+00
7.096544268996340943e-01 2.903455731003658502e-01 3.507715317121777865e+00 -4.062284871376359296e-01 1.458670875194002958e+00 1.926006108666971528e+00 -4.555352997522785699e+03 0.000000000000000000e+00
3.246657448563493031e-01 6.753342551436506414e-01 -1.075615343740935759e-01 3.530414926946876086e+00 2.108609120694492578e+00 1.353911853419352163e+00 -4.555352912684378680e+03 0.000000000000000000e+00
3.042924573013747191e-01 6.957075426986253364e-01 -1.850965802884541045e-01 3.566394431556320743e+00 1.890929201843272178e+00 1.382054656133856030e+00 -4.555352676356140364e+03 0.000000000000000000e+00
3.158794844055144435e-01 6.841205155944856120e-01 -2.393927346763967678e-01 3.510848879476374584e+00 1.908617897151110299e+00 1.361051162208916088e+00 -4.555352640301920474e+03 0.000000000000000000e+00
2.968639609404286062e-01 7.031360390595714494e-01 -3.180193466235194388e-01 3.529333077943139774e+00 1.916102570088265677e+00 1.372868796083321463e+00 -4.555352020657055618e+03 0.000000000000000000e+00
3.364707234598006136e-01 6.635292765401994419e-01 -9.432048467340633374e-03 3.577325915080586061e+00 2.064855476205982310e+00 1.328578655488118265e+00 -4.555351668002735096e+03 0.000000000000000000e+00
3.332980419663467697e-01 6.667019580336532858e-01 -1.435181531015611300e-01 3.594580826208968460e+00 2.136929970442600801e+00 1.409878696189758696e+00 -4.555351381701444552e+03 0.000000000000000000e+00
6.761260101699700931e-01 3.238739898300299624e-01 3.577877579104161931e+00 -2.302093923680390564e-01 1.348206331488910559e+00 2.073715054326041418e+00 -4.555351263438615206e+03 0.000000000000000000e+00
7.122314294233504928e-01 2.877685705766493962e-01 3.477927827132527128e+00 -4.477615234878339345e-01 1.451906670822747936e+00 1.795060098743663790e+00 -4.555350389836185968e+03 0.000000000000000000e+00
7.048118860146207476e-01 2.951881139853792524e-01 3.539488322458507419e+00 -2.374045004401233450e-01 1.387664202610500386e+00 2.016197517858701271e+00 -4.555350049749057689e+03 0.000000000000000000e+00
6.508906353928846089e-01 3.491093646071153356e-01 3.611151917367304787e+00 7.488065262499871144e-02 1.343603117864628604e+00 2.167220223269511692e+00 -4.555349494675323513e+03 0.000000000000000000e+00
2.992822589773676545e-01 7.007177410226321790e-01 -1.627792882938846331e-01 3.560878121769056825e+00 1.953031034832580337e+00 1.419658750199057629e+00 -4.555349170229723313e+03 0.000000000000000000e+00
3.069828845874681966e-01 6.930171154125318589e-01 -1.814466473560595039e-01 3.543311823493050738e+00 2.103850422155170818e+00 1.378935654929359211e+00 -4.555348088534481576e+03 0.000000000000000000e+00
3.165806094093779888e-01 6.834193905906220667e-01 -2.898727059795213612e-01 3.574916600475955608e+00 1.934390823666912507e+00 1.439092545002688572e+00 -4.555346566814959260e+03 0.000000000000000000e+00
2.969495381210077722e-01 7.030504618789922278e-01 -2.836798236925686667e-01 3.561803561651031291e+00 1.861193539340336045e+00 1.399613024350868429e+00 -4.555346233616144673e+03 0.000000000000000000e+00
6.560439098028612026e-01 3.439560901971387974e-01 3.550206953181556990e+00 -4.668771509640488870e-02 1.396990013231193872e+00 2.127974907616871914e+00 -4.555346196037720802e+03 0.000000000000000000e+00
6.522863746260673112e-01 3.477136253739327998e-01 3.564468549187973068e+00 -1.486674353683263838e-01 1.353382360962461117e+00 2.054301746254841188e+00 -4.555345912193960430e+03 0.000000000000000000e+00
3.185511489802242413e-01 6.814488510197757032e-01 -3.184249480158836132e-01 3.499255207187045080e+00 1.885806862350978275e+00 1.389955322774120816e+00 -4.555345911491822335e+03 0.000000000000000000e+00
3.010863565091427829e-01 6.989136434908571616e-01 -2.689430723113315769e-01 3.519671926227976755e+00 1.803450881987727294e+00 1.414122256240093245e+00 -4.555343583069305168e+03 0.000000000000000000e+00
3.080380009969562738e-01 6.919619990030437817e-01 -2.635880743274536808e-01 3.520121219790599110e+00 2.062847111681385126e+00 1.453035648107122269e+00 -4.555341440459420483e+03 0.000000000000000000e+00
6.888181282687130258e-01 3.111818717312869742e-01 3.581485018253226738e+00 -2.514081958433407871e-01 1.412524463252080364e+00 2.059724474801088334e+00 -4.555340024890772838e+03 0.000000000000000000e+00
3.038443788350312369e-01 6.961556211649687631e-01 -2.095848510796003428e-01 3.565361485228692562e+00 1.893591004185530835e+00 1.436497386530000808e+00 -4.555339763767984550e+03 0.000000000000000000e+00
3.164372715343711229e-01 6.835627284656289326e-01 -7.213030039394791038e-02 3.598135337958922708e+00 2.054228779950443506e+00 1.397174517167348196e+00 -4.555337331471751895e+03 0.000000000000000000e+00
2.948261956234295433e-01 7.051738043765704012e-01 -4.311052465258037314e-01 3.519177231627513169e+00 1.842008582552366880e+00 1.451752386385891658e+00 -4.555335117170985541e+03 0.000000000000000000e+00
2.946746457125700713e-01 7.053253542874299287e-01 -3.151415749275440215e-01 3.486212857723648639e+00 1.922341380897758523e+00 1.394090894061352781e+00 -4.555335041793799974e+03 0.000000000000000000e+00
7.156645668442458419e-01 2.843354331557541026e-01 3.516902682658211710e+00 -2.804615157560993444e-01 1.445293051154711295e+00 1.884436078430516748e+00 -4.555334776484702161e+03 0.000000000000000000e+00
3.276031061332180805e-01 6.723968938667819195e-01 -1.898560532836417458e-01 3.565584358903406859e+00 1.890936011933848526e+00 1.408118588717779840e+00 -4.555334280883953397e+03 0.000000000000000000e+00
7.099073699616645916e-01 2.900926300383354639e-01 3.491332992334997165e+00 -2.516444713218937146e-01 1.450590856271819051e+00 1.956137812381536722e+00 -4.555333790744535690e+03 0.000000000000000000e+00
3.099757623055607869e-01 6.900242376944393241e-01 -1.796298360848579412e-01 3.561828912166232097e+00 2.121041419674846829e+00 1.413792690367110749e+00 -4.555333734803184598e+03 0.000000000000000000e+00
3.040088722822244516e-01 6.959911277177754929e-01 -1.822983451931651511e-01 3.572245625226607935e+00 2.071985721024759641e+00 1.382811099269875665e+00 -4.555333256348533723e+03 0.000000000000000000e+00
2.859521899491469510e-01 7.140478100508529380e-01 -3.035294614529399637e-01 3.530806136984378618e+00 1.852134695690293542e+00 1.444192236458262224e+00 -4.555332980243763814e+03 0.000000000000000000e+00
6.869034956287655147e-01 3.130965043712344853e-01 3.503859915580007200e+00 -2.161052621763729642e-01 1.362575103968563850e+00 1.961262326948548962e+00 -4.555332566222674359e+03 0.000000000000000000e+00
6.914809085437965130e-01 3.085190914562033204e-01 3.574389671995676920e+00 -2.186684187573098292e-01 1.450258666561339060e+00 1.973621955688036556e+00 -4.555332138109051812e+03 0.000000000000000000e+00
2.989686306351662659e-01 7.010313693648337896e-01 -3.347225375173137896e-01 3.550125838281366075e+00 1.946685232520764197e+00 1.458773507390947799e+00 -4.555331825855997522e+03 0.000000000000000000e+00
7.069254326129761345e-01 2.930745673870238655e-01 3.518522834055363813e+00 -3.869160547019460106e-01 1.467787808394642068e+00 1.796834540869849395e+00 -4.555331815266370540e+03 0.000000000000000000e+00
6.600756892641531648e-01 3.399243107358468352e-01 3.606099851281651780e+00 -1.696497343953089487e-01 1.383899005123936155e+00 2.090058293454207572e+00 -4.555330727580327220e+03 0.000000000000000000e+00
6.672129875588402870e-01 3.327870124411597685e-01 3.586021289521634792e+00 -1.693207437469776977e-01 1.323649236163227716e+00 2.042826656839776600e+00 -4.555329408534319555e+03 0.000000000000000000e+00
3.168132434464017155e-01 6.831867565535982845e-01 -4.789558098980638973e-02 3.548480480038777252e+00 2.034704227521944464e+00 1.397510827319980109e+00 -4.555329255164880124e+03 0.000000000000000000e+00
6.678910305255910673e-01 3.321089694744088772e-01 3.516949269910449427e+00 -1.637403829800362642e-01 1.416650541872646052e+00 1.960433649124845301e+00 -4.555328396904118563e+03 0.000000000000000000e+00
3.252864459097185579e-01 6.747135540902814421e-01 -2.574875897128532376e-01 3.547631110199459759e+00 2.100880891760196878e+00 1.406977576072492520e+00 -4.555328196859234595e+03 0.000000000000000000e+00
3.476278835166642933e-01 6.523721164833357067e-01 -5.758975681067150104e-02 3.560338029178238273e+00 2.178150968265309295e+00 1.360503758853286005e+00 -4.555328036164142759e+03 0.000000000000000000e+00
6.767469242754182712e-01 3.232530757245817288e-01 3.576328949376371913e+00 -2.168934780495599957e-01 1.431900796449750324e+00 2.081650903127920227e+00 -4.555327538567179545e+03 0.000000000000000000e+00
3.075995107427107467e-01 6.924004892572892533e-01 -2.035531117506144128e-01 3.570038213586904874e+00 1.884340913767450942e+00 1.371539618418053941e+00 -4.555327389298676280e+03 0.000000000000000000e+00
7.039523729027719057e-01 2.960476270972281498e-01 3.470029061742133880e+00 -3.478486941529471133e-01 1.421783228594676318e+00 1.810456297998751962e+00 -4.555326601393062447e+03 0.000000000000000000e+00
3.453391877665979992e-01 6.546608122334020008e-01 -3.455090503767735410e-02 3.572300569656367220e+00 2.074063221952212377e+00 1.397872576892130070e+00 -4.555326418223724431e+03 0.000000000000000000e+00
3.101018262474798948e-01 6.898981737525200497e-01 -1.610090629169907972e-01 3.557673752122894495e+00 1.973286103371427957e+00 1.452548019827449410e+00 -4.555325904786941464e+03 0.000000000000000000e+00
3.355317238547643743e-01 6.644682761452356257e-01 -1.210738249786726256e-01 3.528013072683490403e+00 2.123910247645602656e+00 1.371540844403421833e+00 -4.555325604096366988e+03 0.000000000000000000e+00
3.074443244215130933e-01 6.925556755784868512e-01 -1.355648776842821868e-01 3.543128186932385848e+00 1.981317968234718396e+00 1.444349061880731089e+00 -4.555325435075466885e+03 0.000000000000000000e+00
6.788666617557443939e-01 3.211333382442556617e-01 3.584831734967659056e+00 -1.507429276131514173e-01 1.392911544749578345e+00 2.159447470526767443e+00 -4.555325373274226877e+03 0.000000000000000000e+00
6.855373257174882662e-01 3.144626742825117338e-01 3.580892219827460643e+00 -2.719061969368531395e-01 1.417102281544449172e+00 1.886354454434706174e+00 -4.555324632592325543e+03 0.000000000000000000e+00
6.848126873210718113e-01 3.151873126789282997e-01 3.488873401116745043e+00 -1.972976367637264694e-01 1.443651601096164860e+00 2.015316596229874246e+00 -4.555323987524870972e+03 0.000000000000000000e+00
3.206608145461543602e-01 6.793391854538457508e-01 -2.635760460318523069e-01 3.595761171542684931e+00 1.982597905863968224e+00 1.402143970856701838e+00 -4.555323529232014153e+03 0.000000000000000000e+00
6.779139455340127407e-01 3.220860544659873148e-01 3.501648084607484890e+00 -1.734824786287183784e-01 1.372564128965308106e+00 1.988942529512846225e+00 -4.555323365250144889e+03 0.000000000000000000e+00
6.793900375393578939e-01 3.206099624606421616e-01 3.578686251099223892e+00 -2.470924157213247874e-01 1.439112102873700172e+00 1.941928887400595327e+00 -4.555322509074600021e+03 0.000000000000000000e+00
6.832858871563853853e-01 3.167141128436146702e-01 3.577083523762570216e+00 -9.041494352929377309e-02 1.427925921131235176e+00 2.060555644529051378e+00 -4.555322435395847606e+03 0.000000000000000000e+00
3.152442604469612442e-01 6.847557395530387003e-01 -2.793928013138472499e-01 3.493165356962295132e+00 1.837780793060220130e+00 1.432608844981883012e+00 -4.555321751939054593e+03 0.000000000000000000e+00
3.208694074315203704e-01 6.791305925684796296e-01 -6.845757870420382529e-02 3.577466009979907380e+00 2.104176127184609779e+00 1.333114615152140692e+00 -4.555321284596204350e+03 0.000000000000000000e+00
3.096185062243704267e-01 6.903814937756295178e-01 -1.060697721944019456e-01 3.543347593845905141e+00 2.106947703143610351e+00 1.384292697284126961e+00 -4.555320200115262196e+03 0.000000000000000000e+00
6.912718660232335388e-01 3.087281339767664612e-01 3.540989011499446892e+00 -3.569549543029369443e-01 1.413098376392914801e+00 2.000630774617554675e+00 -4.555320193351961279e+03 0.000000000000000000e+00
6.922401953701917687e-01 3.077598046298082313e-01 3.497498300900332424e+00 -3.683428905498357664e-01 1.391342825828551621e+00 1.899464234795125384e+00 -4.555320144540539332e+03 0.000000000000000000e+00
6.882555566605669251e-01 3.117444433394331860e-01 3.582805797842977036e+00 -1.553917118145288767e-01 1.405553787319554493e+00 2.111810831574500558e+00 -4.555319691548168521e+03 0.000000000000000000e+00
3.068146888483709867e-01 6.931853111516289578e-01 -2.763387741590103142e-01 3.522937968214856497e+00 2.068828202942146977e+00 1.393777609155957720e+00 -4.555319532669775072e+03 0.000000000000000000e+00
3.428300756220020173e-01 6.571699243779979271e-01 -7.145764482109621951e-02 3.579714737731656271e+00 2.181652203980926075e+00 1.330332783850337153e+00 -4.555319379198817842e+03 0.000000000000000000e+00
3.283661144938713194e-01 6.716338855061287916e-01 -2.971331677923360615e-01 3.532241984221936359e+00 2.011726783113333195e+00 1.422203096475315176e+00 -4.555319181872102490e+03 0.000000000000000000e+00
3.186745664747357432e-01 6.813254335252643124e-01 -3.523434357520373039e-01 3.498803786097243851e+00 1.946204158476652291e+00 1.434092389270694490e+00 -4.555318625110845460e+03 0.000000000000000000e+00
7.028413987154578102e-01 2.971586012845422453e-01 3.483932705416582731e+00 -3.976412437886203133e-01 1.419626636466100322e+00 1.922399123464549664e+00 -4.555317943838514111e+03 0.000000000000000000e+00
2.897295871470111917e-01 7.102704128529888639e-01 -3.425157037935552817e-01 3.516471511250240933e+00 1.970629180320234930e+00 1.419551753406841588e+00 -4.555317913959946964e+03 0.000000000000000000e+00
6.923212265978692104e-01 3.076787734021309006e-01 3.500744765554082427e+00 -3.048742720373426307e-01 1.451850569035919580e+00 1.804573956915841437e+00 -4.555317873396994401e+03 0.000000000000000000e+00
6.818019329842204268e-01 3.181980670157795732e-01 3.563918744722673448e+00 -2.535994580228627671e-01 1.438806875108669558e+00 1.880258447023616331e+00 -4.555317243542342112e+03 0.000000000000000000e+00
6.968639918642605124e-01 3.031360081357394876e-01 3.499306471825783582e+00 -2.322410147192695840e-01 1.419897536345127609e+00 1.837046860195538089e+00 -4.555316979471714149e+03 0.000000000000000000e+00
3.376811583176190235e-01 6.623188416823810876e-01 -9.635668966303673200e-02 3.555476709654323386e+00 1.974092370393160989e+00 1.398895671294813070e+00 -4.555316825250296461e+03 0.000000000000000000e+00
2.913375964875221102e-01 7.086624035124780008e-01 -3.139365953810845378e-01 3.532653474098366164e+00 1.873378326297511887e+00 1.388271961732907123e+00 -4.555316753195658748e+03 0.000000000000000000e+00
7.023791800344988401e-01 2.976208199655011599e-01 3.514528733892929413e+00 -3.924327617320322870e-01 1.454758258039182461e+00 1.955971242974415381e+00 -4.555316225354908966e+03 0.000000000000000000e+00
6.607488744243720236e-01 3.392511255756280875e-01 3.596390321084885322e+00 -3.484103727907138931e-02 1.311912116094098746e+00 2.091504344955111172e+00 -4.555315789882268291e+03 0.000000000000000000e+00
7.185437077670445705e-01 2.814562922329554850e-01 3.496173897794196961e+00 -3.440823574674080620e-01 1.462658550895402865e+00 1.824029768929960715e+00 -4.555315304519436722e+03 0.000000000000000000e+00
6.849059758347436633e-01 3.150940241652564477e-01 3.542288074827096178e+00 -1.422934654886962580e-01 1.340720798547240911e+00 2.047615314102098516e+00 -4.555314950817079080e+03 0.000000000000000000e+00
2.899485377011939424e-01 7.100514622988060021e-01 -3.415035934904612214e-01 3.491533449405213485e+00 1.882340499246724530e+00 1.493669282578965918e+00 -4.555314031695463200e+03 0.000000000000000000e+00
2.994580282677045679e-01 7.005419717322954876e-01 -2.386275328599821999e-01 3.514531391237992519e+00 1.960993776216215734e+00 1.477183493937359149e+00 -4.555313676631840281e+03 0.000000000000000000e+00
3.300431765670295836e-01 6.699568234329703609e-01 -9.968749102659871242e-02 3.567846208948267872e+00 2.157039999931823715e+00 1.422240441123985288e+00 -4.555313658769819085e+03 0.000000000000000000e+00
3.118710850783673605e-01 6.881289149216327505e-01 -1.518748757924426873e-01 3.606097130577176735e+00 2.017084208292423408e+00 1.382356200068150409e+00 -4.555313152587076729e+03 0.000000000000000000e+00
3.019672144238719769e-01 6.980327855761280231e-01 -3.858820742168193041e-01 3.498660153744262313e+00 1.795567991383318684e+00 1.470373450921123037e+00 -4.555312575706566349e+03 0.000000000000000000e+00
3.517406606238375755e-01 6.482593393761624245e-01 5.901901522837110781e-02 3.620761951088160568e+00 2.152088896553848940e+00 1.339642102275852231e+00 -4.555312241764783721e+03 0.000000000000000000e+00
2.931252973411321849e-01 7.068747026588678706e-01 -2.777021145821603199e-01 3.518797896175507756e+00 1.960062329558690530e+00 1.383231217933465151e+00 -4.555311572014035846e+03 0.000000000000000000e+00
2.983238537439681370e-01 7.016761462560319185e-01 -3.770414985115367879e-01 3.471466110109791003e+00 1.813662034553564562e+00 1.483277691381864383e+00 -4.555311427217235178e+03 0.000000000000000000e+00
6.861736059416566613e-01 3.138263940583433387e-01 3.530104238324385690e+00 -1.384809141492106821e-01 1.349275005045944553e+00 1.997398062950759057e+00 -4.555310028044330465e+03 0.000000000000000000e+00
6.632384856485622482e-01 3.367615143514377518e-01 3.524771838797971402e+00 -1.008369694368820013e-01 1.371339770776989431e+00 2.042806324606019519e+00 -4.555307896923333828e+03 0.000000000000000000e+00
3.375752525608721188e-01 6.624247474391279367e-01 -1.106293645143270332e-01 3.599443941100008093e+00 1.977473815549702696e+00 1.341218109128864189e+00 -4.555307700225278495e+03 0.000000000000000000e+00
6.503100798648492331e-01 3.496899201351507114e-01 3.562830464687318344e+00 -1.086652005782488273e-01 1.351202026950693025e+00 2.089176582064727228e+00 -4.555307654200090838e+03 0.000000000000000000e+00
6.980008512432716028e-01 3.019991487567283972e-01 3.467609127860722840e+00 -3.584473878217753762e-01 1.482004442736214900e+00 1.876856880770699565e+00 -4.555307593351183641e+03 0.000000000000000000e+00
2.928556840053461174e-01 7.071443159946538826e-01 -3.568410832269091615e-01 3.533142893554692243e+00 1.966633193991876638e+00 1.423159453349919668e+00 -4.555304969785631329e+03 0.000000000000000000e+00
6.800128658697863759e-01 3.199871341302136241e-01 3.566819519157112595e+00 -2.806953355978207831e-01 1.352502594339458852e+00 1.971047163469560104e+00 -4.555304901393932596e+03 0.000000000000000000e+00
6.862933566495430515e-01 3.137066433504568930e-01 3.570173265934022400e+00 -3.231211299356503419e-01 1.413096890552611784e+00 1.993277689811550069e+00 -4.555304329430758116e+03 0.000000000000000000e+00
3.129446949438571823e-01 6.870553050561428732e-01 -2.331630898377879957e-01 3.524498166044805370e+00 1.828268696907349833e+00 1.411608536923727897e+00 -4.555301808688765959e+03 0.000000000000000000e+00
6.706739642542005608e-01 3.293260357457994392e-01 3.525763097872655738e+00 -1.269176000539009030e-01 1.357516060288348037e+00 1.979421880764682173e+00 -4.555301496012939424e+03 0.000000000000000000e+00
3.362537618501702519e-01 6.637462381498298036e-01 -1.883912549789534818e-01 3.524324331728433624e+00 2.066044771802875157e+00 1.412552815749985813e+00 -4.555301291134608618e+03 0.000000000000000000e+00
3.208164625895815192e-01 6.791835374104184808e-01 -8.256781328487086680e-02 3.571364719290729184e+00 2.099738585989003870e+00 1.332080711601145939e+00 -4.555301155955587092e+03 0.000000000000000000e+00
6.580077902854409855e-01 3.419922097145590145e-01 3.557721000407938039e+00 -2.648524123995194945e-03 1.382189819482206428e+00 2.098607885953769348e+00 -4.555300915178602736e+03 0.000000000000000000e+00
6.761333922471831626e-01 3.238666077528169485e-01 3.558413898796409125e+00 -8.545740491028086527e-02 1.345005630731316071e+00 2.149902489882612233e+00 -4.555300610507718375e+03 0.000000000000000000e+00
3.122843872661079656e-01 6.877156127338920344e-01 -1.062409574684295560e-01 3.577583994824094837e+00 1.963363269470763894e+00 1.406770320121474072e+00 -4.555298978552717017e+03 0.000000000000000000e+00
3.401081187330363131e-01 6.598918812669637424e-01 2.983604996299976664e-02 3.569232168972973351e+00 2.114876572157490031e+00 1.359544058319229975e+00 -4.555298832776990821e+03 0.000000000000000000e+00
2.874648771467821495e-01 7.125351228532177394e-01 -3.891139079532860423e-01 3.462469837888349389e+00 1.871952952795579161e+00 1.482883095432317777e+00 -4.555298629010832883e+03 0.000000000000000000e+00
6.932024871404540711e-01 3.067975128595458734e-01 3.506771148362749280e+00 -2.342095915205396894e-01 1.421618169826789568e+00 1.829386263858577610e+00 -4.555298447920491526e+03 0.000000000000000000e+00
3.291990587335033025e-01 6.708009412664966975e-01 -1.415062108790486051e-01 3.507876776592932622e+00 2.073833343944834429e+00 1.396527815500135716e+00 -4.555297440169162655e+03 0.000000000000000000e+00
3.227036064777842328e-01 6.772963935222157117e-01 -2.879863017112032075e-01 3.568279060765947364e+00 2.053550587424725737e+00 1.395756039737328535e+00 -4.555296194836954783e+03 0.000000000000000000e+00
3.396649664402893731e-01 6.603350335597105714e-01 -1.066927703617166490e-01 3.604182290137612377e+00 2.116689681524059452e+00 1.319795820369560335e+00 -4.555296062168285971e+03 0.000000000000000000e+00
6.753953278264522853e-01 3.246046721735476592e-01 3.586577844019724459e+00 -1.907697039910347669e-01 1.356965980600036481e+00 2.126515227971837785e+00 -4.555296039401100643e+03 0.000000000000000000e+00
3.404541541847903585e-01 6.595458458152096970e-01 -1.960460905423608013e-01 3.564410086580276360e+00 2.077404951309081760e+00 1.352015886985366677e+00 -4.555296028261484935e+03 0.000000000000000000e+00
3.478451443408057675e-01 6.521548556591942880e-01 -4.965460160124124389e-02 3.620823734659023962e+00 2.155290831459054424e+00 1.322486993901293317e+00 -4.555294943595021323e+03 0.000000000000000000e+00
6.893741059134230742e-01 3.106258940865769813e-01 3.563593981689695767e+00 -3.417757727977910331e-01 1.435436516029724441e+00 1.906724007259877895e+00 -4.555294188097562255e+03 0.000000000000000000e+00
2.878457329790525265e-01 7.121542670209475290e-01 -3.627268804051821949e-01 3.508853935348271058e+00 1.823745590661905780e+00 1.408644970539544072e+00 -4.555293963924466880e+03 0.000000000000000000e+00
6.820693245782347702e-01 3.179306754217652298e-01 3.495108282440221537e+00 -2.440479528395576858e-01 1.420192899593057279e+00 1.862933951642502972e+00 -4.555293430857311250e+03 0.000000000000000000e+00
6.639791944569207738e-01 3.360208055430792262e-01 3.554708294507579414e+00 -5.539769356526624139e-02 1.416722556548320355e+00 2.058863037415704422e+00 -4.555292136383476645e+03 0.000000000000000000e+00
3.166237643487611053e-01 6.833762356512389502e-01 -5.136075675880863445e-02 3.558762586015592255e+00 2.118642565856955873e+00 1.367948963300910981e+00 -4.555290648788665749e+03 0.000000000000000000e+00
7.080286165548084210e-01 2.919713834451915235e-01 3.491164359000661133e+00 -3.903834832242281117e-01 1.492370363006724654e+00 1.884093415957751150e+00 -4.555289278968148210e+03 0.000000000000000000e+00
3.455918032573834231e-01 6.544081967426166324e-01 -1.281016740623853734e-01 3.560144196280559115e+00 2.030595707113315829e+00 1.345661714459515990e+00 -4.555289218463956786e+03 0.000000000000000000e+00
6.542135467460148401e-01 3.457864532539852709e-01 3.601176825367867096e+00 -1.249200123055829448e-01 1.358273256584203947e+00 2.155931846850543288e+00 -4.555287372260247139e+03 0.000000000000000000e+00
3.027596585500905713e-01 6.972403414499094287e-01 -2.440623726030209939e-01 3.580244036184959011e+00 1.921688767573874523e+00 1.426333561309752085e+00 -4.555287184443291153e+03 0.000000000000000000e+00
6.787024322283594646e-01 3.212975677716404799e-01 3.540760899077334933e+00 -3.117416089390148137e-01 1.446908346227217645e+00 1.989373013793463318e+00 -4.555286954630207219e+03 0.000000000000000000e+00
3.412123464015011098e-01 6.587876535984988902e-01 -1.195233614527568544e-01 3.603044843726680213e+00 1.988633313693451532e+00 1.375697160541331288e+00 -4.555286829068559200e+03 0.000000000000000000e+00
3.177403691877835890e-01 6.822596308122164110e-01 -2.955071154839777892e-01 3.521393397107164702e+00 2.033932211345633956e+00 1.450073147139602669e+00 -4.555285630972632134e+03 0.000000000000000000e+00
3.254058430035886018e-01 6.745941569964114537e-01 -2.325979820344142857e-02 3.580258584543907663e+00 2.174315555422323243e+00 1.387301513605795789e+00 -4.555285545682137126e+03 0.000000000000000000e+00
6.571816639202360255e-01 3.428183360797639190e-01 3.558808151760094685e+00 -1.547127631905641509e-01 1.393766807026473264e+00 1.979646781966870384e+00 -4.555284097765827028e+03 0.000000000000000000e+00
3.064321978249827660e-01 6.935678021750172340e-01 -2.865382817624431144e-01 3.507968935570158209e+00 1.815326039192918905e+00 1.457348659803793245e+00 -4.555283924213947103e+03 0.000000000000000000e+00
