# w_1 mu_1 mu_2 sigma_1 sigma_2 logL logPrior
3.106480005179058645e-01 -2.479510647351777508e-01 3.473296303813053321e+00 1.344286773672464630e+00 9.329825080366460632e-01 -3.883205762943242917e+03 0.000000000000000000e+00
2.684054899972243557e-01 -2.400766197297362625e-01 3.469326219770228370e+00 1.172380569992522048e+00 1.025382181428367900e+00 -3.883193390539913707e+03 0.000000000000000000e+00
3.265901678072985481e-01 1.389116579621736958e-01 3.654405804432699245e+00 1.568336256841523335e+00 9.019100206701470279e-01 -3.883184564975802914e+03 0.000000000000000000e+00
2.826039889816074901e-01 -2.055219318045710675e-01 3.431523768656540518e+00 1.263029753058011684e+00 9.925768531281468077e-01 -3.883169906300129696e+03 0.000000000000000000e+00
3.475743100824700837e-01 1.935119062950564073e-01 3.603307651436246317e+00 1.691405814417098030e+00 9.437873170778589005e-01 -3.883167361750563032e+03 0.000000000000000000e+00
3.380130807372004886e-01 5.302974494996542248e-02 3.685880272259148160e+00 1.448831047262812532e+00 8.855923312032238925e-01 -3.883142783152932680e+03 0.000000000000000000e+00
3.354865486942118502e-01 -1.451798499708669699e-01 3.518357910715244063e+00 1.376467616502589975e+00 9.120012463712902084e-01 -3.883135061588132430e+03 0.000000000000000000e+00
3.680866127379207597e-01 1.839418880288452018e-01 3.658353659485787723e+00 1.458546092719486431e+00 9.467356190379886405e-01 -3.883101292870497673e+03 0.000000000000000000e+00
3.241631115471485525e-01 -2.242075201449088631e-02 3.611751674653377098e+00 1.592973475490952140e+00 9.072008838753148341e-01 -3.883089691816022878e+03 0.000000000000000000e+00
3.141065793363365666e-01 -8.023721088167684590e-02 3.652112530330852369e+00 1.375535479114843973e+00 1.008642752009936139e+00 -3.883085911875069542e+03 0.000000000000000000e+00
3.105732086953168491e-01 1.245876643550134638e-01 3.622922322643241433e+00 1.495810240950997905e+00 9.308318563466818629e-01 -3.883059025814106462e+03 0.000000000000000000e+00
2.852434882332365862e-01 -9.827480732419029141e-02 3.571429747905759733e+00 1.422856125784369929e+00 1.028256444708811612e+00 -3.883054191542667468e+03 0.000000000000000000e+00
3.065732776128098358e-01 -2.861884345272353025e-01 3.611585688311526710e+00 1.197635096714212422e+00 9.657767594209298867e-01 -3.883048639563553479e+03 0.000000000000000000e+00
2.615329010675456756e-01 -2.923889028552105751e-01 3.543264367520237990e+00 1.354022815567461624e+00 1.003423980783986424e+00 -3.883047957010107893e+03 0.000000000000000000e+00
3.656996335126329045e-01 2.901936989475881745e-01 3.667621172488479520e+00 1.637641106150274251e+00 9.533992826021996381e-01 -3.883045370964986432e+03 0.000000000000000000e+00
3.013969980586075348e-01 -3.507807603905004901e-01 3.510978492452248023e+00 1.438535183404728190e+00 1.051742538725499720e+00 -3.883038245144984103e+03 0.000000000000000000e+00
3.265129203027605787e-01 -1.489560303389925178e-03 3.529863456953216350e+00 1.307964725839323883e+00 9.385709589030254429e-01 -3.882947883500698481e+03 0.000000000000000000e+00
3.219466790772040898e-01 -2.814421709436438213e-01 3.607947881851089278e+00 1.346694159749946662e+00 9.096165921851856462e-01 -3.882914555327939070e+03 0.000000000000000000e+00
3.287766653229836078e-01 -3.046200173241614406e-01 3.472046777720369182e+00 1.390583816131073513e+00 9.885602159261197563e-01 -3.882892321491867278e+03 0.000000000000000000e+00
3.619545537974101501e-01 2.086691603462303146e-01 3.581764229402273347e+00 1.517436307622219926e+00 9.577203671615794889e-01 -3.882874687120837734e+03 0.000000000000000000e+00
3.095256251940170511e-01 -1.789400484692695581e-01 3.591874265435277103e+00 1.472688533545320810e+00 1.039013790738065879e+00 -3.882870456136795838e+03 0.000000000000000000e+00
3.039947801531109328e-01 -3.111702243174174209e-01 3.468531365070198991e+00 1.198902603614390827e+00 9.517663021175968296e-01 -3.882868108199434118e+03 0.000000000000000000e+00
3.382679723552078355e-01 1.680885322647749924e-01 3.550371718717147740e+00 1.474594941795324576e+00 9.478121465957307645e-01 -3.882867760773126065e+03 0.000000000000000000e+00
3.031926162956894988e-01 -5.663583883615063569e-02 3.510025924915037621e+00 1.298842108660874795e+00 1.027658222924204390e+00 -3.882846736318680541e+03 0.000000000000000000e+00
2.576343781617517203e-01 -2.938400453434067972e-01 3.440343687622335000e+00 1.244035640900004624e+00 1.043428550125755860e+00 -3.882842063619301825e+03 0.000000000000000000e+00
3.282687827678463233e-01 -2.721055366639464346e-01 3.498429150426775713e+00 1.475869984071261687e+00 9.939199203074134958e-01 -3.882837843327155497e+03 0.000000000000000000e+00
2.960523833961051787e-01 -3.153558518101591823e-01 3.621872135252918401e+00 1.230766424417836902e+00 9.713314759497940765e-01 -3.882828119122533735e+03 0.000000000000000000e+00
3.257234608425806921e-01 1.733552352876323865e-01 3.590255297724482375e+00 1.583940225765587684e+00 9.702371896817021391e-01 -3.882795161705736064e+03 0.000000000000000000e+00
3.783384384460157790e-01 7.275078205858144520e-02 3.653738068641176007e+00 1.578392091530400609e+00 8.947157407327355205e-01 -3.882792859409350967e+03 0.000000000000000000e+00
2.936940111573110301e-01 -4.882330525430403911e-01 3.527785973078150228e+00 1.131301371800847333e+00 1.024752760988621558e+00 -3.882771743546648395e+03 0.000000000000000000e+00
3.360136566554423054e-01 -2.362174808431688477e-01 3.592069487815176210e+00 1.388506210821656151e+00 9.032762754950387496e-01 -3.882765832871346902e+03 0.000000000000000000e+00
3.543621343911018684e-01 1.517935838570804719e-01 3.633655430994208402e+00 1.446214193723757813e+00 8.826738066248602799e-01 -3.882740322993911832e+03 0.000000000000000000e+00
2.813466284357166725e-01 -2.147997556136073960e-01 3.600034274337959861e+00 1.280536431323895608e+00 1.027790005675534690e+00 -3.882729459588206737e+03 0.000000000000000000e+00
3.508774616228425014e-01 1.556046020591755341e-01 3.548632564693174452e+00 1.561679544683941989e+00 9.652476757239744076e-01 -3.882713249501709925e+03 0.000000000000000000e+00
3.108526135178018013e-01 -4.266893681263467797e-01 3.499098170035098931e+00 1.354132003638324422e+00 1.048659751338365087e+00 -3.882705970644224180e+03 0.000000000000000000e+00
3.489310693712544542e-01 1.782085336918879381e-01 3.627438304942929292e+00 1.475103094267256498e+00 9.800488538022855689e-01 -3.882686599617787579e+03 0.000000000000000000e+00
2.934992023215343138e-01 -5.369461890704478879e-01 3.443616668654368329e+00 1.138840190339639680e+00 1.041188690535004513e+00 -3.882680524826842884e+03 0.000000000000000000e+00
3.350387270218310731e-01 2.113151027126691783e-01 3.614389676059469370e+00 1.458895899416832842e+00 9.295706622783842521e-01 -3.882679497942949638e+03 0.000000000000000000e+00
2.911000208711619353e-01 -4.997303186035997880e-01 3.557247193066473301e+00 1.192974626295417062e+00 1.020512976356974022e+00 -3.882672587824220500e+03 0.000000000000000000e+00
3.481121703962163916e-01 7.332879325380647906e-02 3.601567717449590145e+00 1.638046763461666000e+00 9.038506938951920144e-01 -3.882670129364223612e+03 0.000000000000000000e+00
2.473658328454177990e-01 -5.029788599340344613e-01 3.449544914554003139e+00 1.147235641162421604e+00 1.080254864368479506e+00 -3.882664879492339423e+03 0.000000000000000000e+00
3.051644201920446497e-01 -2.647956028876909396e-01 3.524465730495771609e+00 1.276668146528502801e+00 9.131791977552609074e-01 -3.882651782316302615e+03 0.000000000000000000e+00
2.642890093106494698e-01 -1.937963155062726317e-01 3.487975954080448915e+00 1.280185831577620226e+00 1.006817439675063097e+00 -3.882648771613247845e+03 0.000000000000000000e+00
3.422483165262798499e-01 -1.941604600475074494e-01 3.589529922864512557e+00 1.321702673417254115e+00 9.079840041040614373e-01 -3.882647887444323260e+03 0.000000000000000000e+00
3.079878540911156204e-01 -3.472221476925978489e-01 3.516176629496007067e+00 1.212246645094282593e+00 1.069987952914246421e+00 -3.882640612777692240e+03 0.000000000000000000e+00
2.623046601758416974e-01 -2.860227796109331977e-01 3.536770394490122982e+00 1.261603364581896036e+00 1.050031479442641080e+00 -3.882619190712702220e+03 0.000000000000000000e+00
3.675149940863583486e-01 1.923963678706058222e-01 3.622420567901012411e+00 1.475743372073857973e+00 9.521413324836662806e-01 -3.882618018520284750e+03 0.000000000000000000e+00
3.566714084162571630e-01 1.982212531770741470e-01 3.578369837510289475e+00 1.508598334946454678e+00 9.169694245874733252e-01 -3.882601409700329896e+03 0.000000000000000000e+00
3.024682425019263876e-01 7.387719904214738731e-02 3.588370900394467711e+00 1.477748534560514804e+00 9.787781048676618134e-01 -3.882585712935703668e+03 0.000000000000000000e+00
3.281630982115206208e-01 -1.889017303745788023e-02 3.675245244307738357e+00 1.557892049227396214e+00 9.351838914258455704e-01 -3.882559016621110459e+03 0.000000000000000000e+00
3.207482103174074672e-01 2.120566210828372933e-02 3.527889579684927668e+00 1.348956484716723025e+00 9.328852334923130041e-01 -3.882557565855374833e+03 0.000000000000000000e+00
2.926158648105341431e-01 -4.044993567082248442e-01 3.543428690939933734e+00 1.305930485912825345e+00 1.072623070314195015e+00 -3.882498169200282064e+03 0.000000000000000000e+00
3.456626199777426689e-01 2.017016674134057275e-01 3.608769405005847641e+00 1.657475636573563005e+00 9.197907547532128136e-01 -3.882495265638683122e+03 0.000000000000000000e+00
2.981095686735646400e-01 -2.313343103441997950e-01 3.598176873204877335e+00 1.500283529152624418e+00 9.847738754327726163e-01 -3.882458548893561783e+03 0.000000000000000000e+00
2.727539642852388480e-01 -4.501388115398732848e-01 3.537382206980586474e+00 1.324363425247728765e+00 9.803945083068973387e-01 -3.882428411789655456e+03 0.000000000000000000e+00
3.313492546859004295e-01 1.337298746294072749e-01 3.667569406899930051e+00 1.518926099741310765e+00 8.967830805419461093e-01 -3.882427015712964021e+03 0.000000000000000000e+00
3.337213326966909643e-01 -1.207738861411822295e-01 3.595585935437375369e+00 1.362243745913288118e+00 8.869251103644737455e-01 -3.882415893487403082e+03 0.000000000000000000e+00
2.978970513543634513e-01 -1.492518894522602557e-01 3.443731739122996238e+00 1.341907208858009071e+00 1.026502771911666168e+00 -3.882411474405224908e+03 0.000000000000000000e+00
2.838283791215474583e-01 -5.626091145063235599e-01 3.502610838260471926e+00 1.271831087552392603e+00 1.028315282451340851e+00 -3.882407209422799042e+03 0.000000000000000000e+00
3.483029584090356900e-01 -1.449359835616595149e-01 3.572861924651247634e+00 1.546068569948847005e+00 9.810501347916026349e-01 -3.882405387870480808e+03 0.000000000000000000e+00
3.065734121960593805e-01 -3.517860821179952802e-01 3.514259315235268577e+00 1.176724764372464538e+00 1.058416263031444204e+00 -3.882403917276797984e+03 0.000000000000000000e+00
2.679705471628472391e-01 -4.571028299292305697e-01 3.463343999685260854e+00 1.318644813596655974e+00 1.074568871176346141e+00 -3.882397604940339988e+03 0.000000000000000000e+00
3.259868544601623452e-01 -2.127619740023328210e-01 3.464463015665407930e+00 1.270428935013681926e+00 9.904493930879593178e-01 -3.882394347685177763e+03 0.000000000000000000e+00
2.911357981174651499e-01 -2.477214555033829257e-01 3.623532344467950583e+00 1.243998391285503491e+00 9.713660092711925431e-01 -3.882389929328005564e+03 0.000000000000000000e+00
2.890716791350163017e-01 -4.896053569886766876e-01 3.460000244637600808e+00 1.331609565278200957e+00 1.057163750133339741e+00 -3.882386579388920836e+03 0.000000000000000000e+00
2.888054825827587879e-01 -3.534863602656377890e-01 3.607371981276147554e+00 1.237986240040456654e+00 9.704708057287437795e-01 -3.882369243238427771e+03 0.000000000000000000e+00
3.281676260969117465e-01 -3.645603295269963517e-01 3.494078489164751389e+00 1.247868583534518017e+00 9.845265513821337411e-01 -3.882359265815628078e+03 0.000000000000000000e+00
2.724623241694652531e-01 -2.728130327325666293e-01 3.535934605603268110e+00 1.343634046259152059e+00 9.480971416843546606e-01 -3.882350454612922931e+03 0.000000000000000000e+00
3.408371944458195579e-01 4.575945074814394969e-02 3.630952245460665750e+00 1.345561560186054439e+00 9.694727700363666711e-01 -3.882345546462459424e+03 0.000000000000000000e+00
2.883113945125313493e-01 -4.154308274879270346e-01 3.455277508577577095e+00 1.388517229970604783e+00 1.004434795278025039e+00 -3.882333770254154388e+03 0.000000000000000000e+00
3.062292778886991917e-01 -1.505363770783506860e-01 3.453354687354365460e+00 1.391646431340240131e+00 1.032101610608221698e+00 -3.882331214737180744e+03 0.000000000000000000e+00
2.905990574441321139e-01 -2.401637849697447202e-01 3.626698152225904970e+00 1.379240998566457765e+00 9.504384129262988257e-01 -3.882328463006817401e+03 0.000000000000000000e+00
2.635223906966226437e-01 -2.675764670295843750e-01 3.506729817724359766e+00 1.182244687159982988e+00 1.028265435204291478e+00 -3.882318708267879629e+03 0.000000000000000000e+00
3.369396593371867810e-01 6.525663028600434123e-02 3.593212673718988004e+00 1.342321535652376108e+00 9.721190062231268580e-01 -3.882292868360045304e+03 0.000000000000000000e+00
3.727067318544478591e-01 1.583593489892853312e-01 3.588256074654017969e+00 1.528915643873760333e+00 9.362525865898880806e-01 -3.882290568076716227e+03 0.000000000000000000e+00
3.056960519396089149e-01 -2.185154475771548255e-01 3.623825285573354371e+00 1.248737017685265238e+00 1.005573062181822630e+00 -3.882273688518699601e+03 0.000000000000000000e+00
3.244801437409644551e-01 -1.000501958236161559e-01 3.483920530078820743e+00 1.440444800220439969e+00 9.500187125495019869e-01 -3.882267934599052296e+03 0.000000000000000000e+00
2.703629279392293916e-01 -4.728659276146088830e-01 3.432088634697922469e+00 1.137384724471367736e+00 1.097148251777951833e+00 -3.882267052028219950e+03 0.000000000000000000e+00
3.086327687956022525e-01 -4.590781404254035136e-02 3.511945101269059677e+00 1.376788243284304825e+00 1.037106830096358179e+00 -3.882265592809872032e+03 0.000000000000000000e+00
3.534123176650659781e-01 1.068325103162793832e-01 3.663865787717659472e+00 1.613177630879450541e+00 9.673584981533689398e-01 -3.882265248720766976e+03 0.000000000000000000e+00
2.808711816441941678e-01 -1.722313302128681556e-01 3.574894486603953148e+00 1.246989503845260305e+00 1.019746289200625267e+00 -3.882259572923216183e+03 0.000000000000000000e+00
2.844750337223148073e-01 -4.692415359589743318e-01 3.418589234930714316e+00 1.296587981231789310e+00 1.062327021184181541e+00 -3.882257863602196721e+03 0.000000000000000000e+00
2.781475201999806801e-01 -5.800588402224562401e-01 3.447163137945365996e+00 1.211632928999908376e+00 1.071982268070294175e+00 -3.882252501773622498e+03 0.000000000000000000e+00
3.579241859834358941e-01 -1.808628871163969407e-02 3.598034011546128230e+00 1.479531658604535282e+00 9.985336122845431817e-01 -3.882243437244053894e+03 0.000000000000000000e+00
2.961627714664609723e-01 -3.980949424324166097e-01 3.471072649498248008e+00 1.174056128160474222e+00 1.079776038052259635e+00 -3.882239402159067140e+03 0.000000000000000000e+00
2.891484965580085054e-01 -4.922022808425590701e-01 3.470644312239076434e+00 1.174538470634111764e+00 1.085175759733657541e+00 -3.882223863323344631e+03 0.000000000000000000e+00
3.159592463659151584e-01 -5.065484614062043534e-02 3.633930745081265457e+00 1.557775575590713002e+00 9.272372801133214049e-01 -3.882194948228402609e+03 0.000000000000000000e+00
3.547092930285706824e-01 5.519928842402224700e-02 3.653416055169899757e+00 1.560594934933936084e+00 8.796326452918651340e-01 -3.882193430859489126e+03 0.000000000000000000e+00
3.343792523359209734e-01 1.197820094830617105e-01 3.628134259754072666e+00 1.643794991460711730e+00 9.515633304761954570e-01 -3.882190621153354641e+03 0.000000000000000000e+00
3.455911002637112039e-01 -5.134007907923471281e-02 3.683132496346919194e+00 1.524535047232942198e+00 9.416888956345378370e-01 -3.882170328059305575e+03 0.000000000000000000e+00
3.717114416890949236e-01 1.796033744189555470e-01 3.679481005263380844e+00 1.636753494290220656e+00 9.387787502337989753e-01 -3.882160380752279707e+03 0.000000000000000000e+00
2.863488264357075819e-01 -4.774898798947722622e-01 3.468181333635433017e+00 1.363544102779565170e+00 1.026626947628677122e+00 -3.882152709245155620e+03 0.000000000000000000e+00
3.045100582055510485e-01 2.406446478296620298e-02 3.618210859416925995e+00 1.512311088745758703e+00 9.740236268622453064e-01 -3.882149815574560307e+03 0.000000000000000000e+00
3.193388933223393900e-01 -3.605303081301419743e-02 3.653994498974560745e+00 1.366455651216041067e+00 9.041195278175365724e-01 -3.882144290830041882e+03 0.000000000000000000e+00
3.146535317308310487e-01 -2.096014198901777481e-01 3.558186840403053441e+00 1.291880729289284213e+00 9.042528588416349766e-01 -3.882117274260388513e+03 0.000000000000000000e+00
3.172800490492675984e-01 9.117562296061436367e-02 3.655712984420111056e+00 1.481259416547956009e+00 9.235624184235305956e-01 -3.882112116812821114e+03 0.000000000000000000e+00
3.480552400842129579e-01 -2.870664554350513265e-02 3.561076269082096069e+00 1.567193212711607941e+00 9.941965227824910434e-01 -3.882108411761451862e+03 0.000000000000000000e+00
