# w_1 mu_1 mu_2 sigma_1 sigma_2 logL logPrior
3.094374645564025306e-01 -2.550574912032133046e-01 3.605661129643239260e+00 1.401073529406673623e+00 9.278138396787770636e-01 -3.880579237199179261e+03 0.000000000000000000e+00
3.333648296020297330e-01 7.842366229649717912e-02 3.628943167811168991e+00 1.480682271897408864e+00 8.943383754741293101e-01 -3.880579174225610586e+03 0.000000000000000000e+00
3.308735160008232645e-01 -2.115618774230487997e-01 3.616897346412585534e+00 1.485449705243008678e+00 9.526960028226586497e-01 -3.880575391253092675e+03 0.000000000000000000e+00
3.222000339702203453e-01 -8.759304723793293057e-02 3.484731233312331256e+00 1.375091748127663660e+00 9.788016357493860564e-01 -3.880570033208173754e+03 0.000000000000000000e+00
3.162602015761644125e-01 -3.493417462006962459e-01 3.492985358237115978e+00 1.289595467021887210e+00 9.573800408123519512e-01 -3.880564112631370335e+03 0.000000000000000000e+00
2.605101950071388450e-01 -3.587145830014232817e-01 3.487071377417964246e+00 1.274644129492874756e+00 1.049143865224519745e+00 -3.880562951695075753e+03 0.000000000000000000e+00
2.830864405266413919e-01 -1.649230457563729824e-01 3.531444389823509944e+00 1.418754442405689264e+00 9.671047730684650956e-01 -3.880561113145495710e+03 0.000000000000000000e+00
3.022089956235646802e-01 -2.660174083347023322e-01 3.487706511270203258e+00 1.245705330477281381e+00 1.060006358088851464e+00 -3.880558414264552084e+03 0.000000000000000000e+00
3.260191594518096481e-01 -4.732497395241651306e-02 3.659061143672277527e+00 1.451007280865255655e+00 9.107594056528506288e-01 -3.880546948720038472e+03 0.000000000000000000e+00
2.873738084294519268e-01 -1.234721350859444844e-01 3.577320788283087971e+00 1.378173072868573490e+00 9.432251829493797368e-01 -3.880544607585585254e+03 0.000000000000000000e+00
3.509741693907512672e-01 -1.704251807724131984e-01 3.599172472048633775e+00 1.434554801706997340e+00 9.643422428270199687e-01 -3.880543209888875936e+03 0.000000000000000000e+00
3.230270070535097848e-01 -3.004355003242825672e-01 3.497037808759039912e+00 1.255030095237250398e+00 1.022689115199122645e+00 -3.880539377801358569e+03 0.000000000000000000e+00
3.270675356830908820e-01 -2.975278872470805136e-01 3.541948362433536612e+00 1.246937830511996470e+00 1.007626581519023956e+00 -3.880525964446783291e+03 0.000000000000000000e+00
2.964389640741196819e-01 -4.620306809195574016e-01 3.478973949135571786e+00 1.224735596937665427e+00 1.062663155154818684e+00 -3.880525604479514641e+03 0.000000000000000000e+00
2.712283398295667891e-01 -5.441448738005740804e-01 3.429572361178795603e+00 1.197217155199082894e+00 1.048431212658585521e+00 -3.880522984738889136e+03 0.000000000000000000e+00
2.975976696118021181e-01 -1.297413962123106501e-01 3.520043298342856009e+00 1.259452451347540025e+00 1.022446523160730703e+00 -3.880519854766878780e+03 0.000000000000000000e+00
3.176574164313335502e-01 -8.597796817804888303e-02 3.600933519762722135e+00 1.416441075886103906e+00 1.023775931857671129e+00 -3.880519196318907689e+03 0.000000000000000000e+00
2.605127570169273876e-01 -3.910245608482821322e-01 3.467960545265236227e+00 1.252720864452846250e+00 1.062468469348067934e+00 -3.880518542975294622e+03 0.000000000000000000e+00
3.180291531724268039e-01 -2.899763198095702821e-01 3.602913397270198548e+00 1.399706650201384850e+00 1.002457648374145638e+00 -3.880509467263443639e+03 0.000000000000000000e+00
2.977977850860547560e-01 -1.403545559131815779e-01 3.528351553965525245e+00 1.307266279027526901e+00 1.043615827200099710e+00 -3.880502216450790002e+03 0.000000000000000000e+00
3.008228489917392778e-01 -5.927047073867168503e-02 3.626406449723697190e+00 1.439264398606737938e+00 9.643426207863939892e-01 -3.880501362554291518e+03 0.000000000000000000e+00
2.791410908286929837e-01 -3.508336337248725290e-01 3.554529004862178265e+00 1.169148205944016139e+00 1.001867026215172540e+00 -3.880501272924121622e+03 0.000000000000000000e+00
2.659618596418087955e-01 -3.453416440451021474e-01 3.491046123714486527e+00 1.306202331925762294e+00 9.871499026111860697e-01 -3.880500994533700577e+03 0.000000000000000000e+00
2.719544145948870062e-01 -3.793894842398614631e-01 3.532272181634753316e+00 1.289906923696850782e+00 1.054199693623469658e+00 -3.880493592892362358e+03 0.000000000000000000e+00
3.012324698913105281e-01 -3.337494897421200424e-01 3.589766266841788678e+00 1.299491354880475180e+00 1.029409503109346202e+00 -3.880489550605206205e+03 0.000000000000000000e+00
3.076478553281994377e-01 -4.357313622526210461e-01 3.544259537281535533e+00 1.320315785618281446e+00 1.010904049539905980e+00 -3.880486727357922518e+03 0.000000000000000000e+00
2.813392108574732653e-01 -2.874900073268807921e-01 3.503960415794978633e+00 1.218078932661691205e+00 9.547101645522502178e-01 -3.880485932649858114e+03 0.000000000000000000e+00
2.645090770142236036e-01 -3.576155315591492689e-01 3.491008667617367500e+00 1.157901353133392597e+00 1.009596148637949442e+00 -3.880484968360000039e+03 0.000000000000000000e+00
2.690295127131648867e-01 -2.794501256551866764e-01 3.502701885530167036e+00 1.209759675207059182e+00 9.839464246428284433e-01 -3.880483974603797833e+03 0.000000000000000000e+00
3.582127353530206726e-01 1.603798501947791000e-01 3.644850967619973403e+00 1.492230106986992544e+00 9.487214590568388006e-01 -3.880483773956929326e+03 0.000000000000000000e+00
2.989378347189215468e-01 -3.221700457152036345e-01 3.506987567157905161e+00 1.386975096324033929e+00 1.052896051852587167e+00 -3.880482869806846793e+03 0.000000000000000000e+00
2.951650027050926051e-01 -9.465092288180616820e-02 3.580693653154627398e+00 1.325096560749300378e+00 1.013483652458157858e+00 -3.880479183957849727e+03 0.000000000000000000e+00
3.219234866193483313e-01 1.202707722239840238e-01 3.622307650347633246e+00 1.497729487951472205e+00 9.388058792899890426e-01 -3.880478278980389405e+03 0.000000000000000000e+00
3.606563145439823370e-01 4.259457644753163880e-02 3.574151953545928073e+00 1.472954942788137211e+00 9.474211990598340183e-01 -3.880476805774680543e+03 0.000000000000000000e+00
3.469336065275427927e-01 2.079774120325722231e-01 3.616135656846358071e+00 1.543002505627552257e+00 9.279809073673549458e-01 -3.880474761603221850e+03 0.000000000000000000e+00
3.175100631657165051e-01 -2.358688123394039882e-01 3.615654507244211668e+00 1.300004240960486612e+00 9.293014560405705726e-01 -3.880472377694740317e+03 0.000000000000000000e+00
2.903877025312499582e-01 -1.677693740397186439e-01 3.554952865429315878e+00 1.461878241218650620e+00 1.006334992668566297e+00 -3.880470326993908202e+03 0.000000000000000000e+00
2.848130154497138244e-01 -3.263302277147240860e-01 3.506003789515279578e+00 1.143044364746252484e+00 1.031810366751594765e+00 -3.880467413942994426e+03 0.000000000000000000e+00
2.680097665243607041e-01 -3.680141353138189353e-01 3.555907299529347920e+00 1.242334569776958331e+00 1.011735134328388686e+00 -3.880466925446329697e+03 0.000000000000000000e+00
3.053857157206777972e-01 1.579629175566264754e-02 3.569432689832272576e+00 1.429411008676994888e+00 9.963928391985663602e-01 -3.880465567822589946e+03 0.000000000000000000e+00
3.060664955906462481e-01 -4.564655178718107775e-01 3.518979817474396476e+00 1.238386735703080888e+00 1.029257335537444362e+00 -3.880452776494462341e+03 0.000000000000000000e+00
3.564648291140309344e-01 9.948328055844529727e-02 3.652930021546435313e+00 1.456091300754758011e+00 9.505279817759235694e-01 -3.880447532391252480e+03 0.000000000000000000e+00
3.281981669669657431e-01 1.016558816000794410e-02 3.658667614282298697e+00 1.381035626201944977e+00 9.433235624084228554e-01 -3.880447068570507327e+03 0.000000000000000000e+00
3.091547527893582226e-01 -5.987628263496007353e-02 3.530694282971207798e+00 1.346094469677916461e+00 1.023120275617120045e+00 -3.880446443320584876e+03 0.000000000000000000e+00
3.271487784329705772e-01 -1.396902688889023469e-02 3.633788016711734237e+00 1.344476006448558802e+00 9.717414622983271411e-01 -3.880445112636244630e+03 0.000000000000000000e+00
2.810684469134838714e-01 -3.163745743571478863e-01 3.556111543592729518e+00 1.378842279366974122e+00 9.677855458678101819e-01 -3.880444989556925066e+03 0.000000000000000000e+00
3.340962503037461784e-01 1.659796304122373445e-01 3.634510037380130676e+00 1.545335953132775941e+00 9.360918287826174300e-01 -3.880443446788194251e+03 0.000000000000000000e+00
2.963375745725299604e-01 -3.959736866340040073e-01 3.425753967831000502e+00 1.240091343683607183e+00 1.039666675416650810e+00 -3.880443432225089055e+03 0.000000000000000000e+00
3.231035192478047824e-01 -1.627214174811137948e-01 3.633727786193605702e+00 1.495135744755851537e+00 9.643295181500155522e-01 -3.880438375820383044e+03 0.000000000000000000e+00
3.529887442472732784e-01 3.276822921143301287e-02 3.646282284026370224e+00 1.449278137022241175e+00 9.688636954401040891e-01 -3.880436681222115112e+03 0.000000000000000000e+00
2.720944583028704900e-01 -3.892303818738487298e-01 3.439474574487789482e+00 1.149913083626394661e+00 1.014557017029150243e+00 -3.880434639103666086e+03 0.000000000000000000e+00
3.073771516176890262e-01 -3.986272551600416048e-01 3.540568395803354473e+00 1.386993549071226184e+00 9.825153753411476343e-01 -3.880434395659815891e+03 0.000000000000000000e+00
2.908158675856125086e-01 -4.141295751613715548e-01 3.537807043093979420e+00 1.204600222437484547e+00 1.054109009290417065e+00 -3.880432463971836114e+03 0.000000000000000000e+00
2.969362479704154012e-01 -2.273968184940144410e-01 3.474074874303472171e+00 1.396851962091494537e+00 9.681775005301412884e-01 -3.880430934944669389e+03 0.000000000000000000e+00
2.851892165883332941e-01 -2.516488431427350569e-01 3.499757951392787003e+00 1.427727185802905696e+00 9.843225779939045461e-01 -3.880429769070556176e+03 0.000000000000000000e+00
3.188438465479480066e-01 -3.999137448410605700e-02 3.504953473443158884e+00 1.407026864273921207e+00 9.519724508839775279e-01 -3.880429450909203297e+03 0.000000000000000000e+00
2.582433258763841000e-01 -4.026235047556729896e-01 3.480803148723068841e+00 1.241978988458593003e+00 1.054319460127970842e+00 -3.880428585629099871e+03 0.000000000000000000e+00
3.442326395611663425e-01 -1.031506132897753725e-01 3.572284703783993542e+00 1.535905783891544196e+00 9.363342167032262520e-01 -3.880428409793648370e+03 0.000000000000000000e+00
3.289380654808745641e-01 5.715540097499981209e-02 3.575024601770599997e+00 1.450307130724097782e+00 1.000149940636094970e+00 -3.880427093314036938e+03 0.000000000000000000e+00
3.156926909983356899e-01 -1.929959850651956910e-01 3.519347220894514461e+00 1.330048532868957745e+00 1.048517395101103089e+00 -3.880417476954569793e+03 0.000000000000000000e+00
3.179356594647781975e-01 -2.220917604499023923e-01 3.483114316702147217e+00 1.313614386318226801e+00 1.036668400891948005e+00 -3.880417274715945496e+03 0.000000000000000000e+00
2.615942616324412051e-01 -3.539525103558009977e-01 3.498014453097248122e+00 1.291412033504596213e+00 1.003755352894195374e+00 -3.880416517172501699e+03 0.000000000000000000e+00
3.059220292655956408e-01 2.663383193616528088e-02 3.570880468332252367e+00 1.388827218512811656e+00 9.450422366109139105e-01 -3.880412188756202340e+03 0.000000000000000000e+00
3.606852926215243782e-01 2.162800343250596002e-01 3.624275200709853095e+00 1.578260606917718967e+00 9.347610041191753982e-01 -3.880411088834081056e+03 0.000000000000000000e+00
2.975283494498291992e-01 -4.092406779854851351e-01 3.534664598464282381e+00 1.233288107651315579e+00 9.555932090090726305e-01 -3.880410942540079304e+03 0.000000000000000000e+00
3.422544342029674169e-01 2.210760469395038619e-02 3.555615720400779001e+00 1.568939384888345501e+00 9.600799378366083880e-01 -3.880407227400619377e+03 0.000000000000000000e+00
2.967080107148872270e-01 -3.598556277542713788e-01 3.559045312093940705e+00 1.314943452501752263e+00 1.048788523773406256e+00 -3.880404209089723736e+03 0.000000000000000000e+00
3.364584502628951146e-01 9.918048200697540673e-02 3.552828598765489065e+00 1.517259869115779924e+00 9.640961541887628217e-01 -3.880404187467684551e+03 0.000000000000000000e+00
3.076277270104630368e-01 -3.789796572682261333e-01 3.552716212302208909e+00 1.367405458146368602e+00 1.025385470101956464e+00 -3.880403677257474556e+03 0.000000000000000000e+00
2.681244737241230136e-01 -4.436257203286791406e-01 3.417292340611977508e+00 1.161456454521772041e+00 1.035243964952493601e+00 -3.880395861214369233e+03 0.000000000000000000e+00
3.433507953782315436e-01 -4.321148823527613120e-02 3.607572048688226118e+00 1.361162995462134484e+00 9.862507298583141901e-01 -3.880394410701077959e+03 0.000000000000000000e+00
3.104768740685267536e-01 -1.280403926279530813e-01 3.512000957545984292e+00 1.382704776806686020e+00 1.041467147017022032e+00 -3.880389990543154454e+03 0.000000000000000000e+00
2.876931897451278641e-01 -4.294856327820541497e-01 3.456193117123516956e+00 1.343058215322815885e+00 1.027314806571556494e+00 -3.880389626175180638e+03 0.000000000000000000e+00
3.329806909258571923e-01 -9.797959463005212477e-02 3.519802814014461934e+00 1.308177688364465352e+00 9.642367488094240047e-01 -3.880385704484798680e+03 0.000000000000000000e+00
3.353045272819079048e-01 -1.675788631200875733e-01 3.564665250127656559e+00 1.471844541315427968e+00 9.219775271181762655e-01 -3.880382244650797929e+03 0.000000000000000000e+00
2.749900124687464920e-01 -5.440420516158910313e-01 3.466773801356461071e+00 1.187481748791573422e+00 1.019135689656690769e+00 -3.880381963116042243e+03 0.000000000000000000e+00
3.238214787298287489e-01 3.555947661912915725e-02 3.610773368275027373e+00 1.380979726675908736e+00 9.852971098023034502e-01 -3.880381299740020040e+03 0.000000000000000000e+00
2.755334924503359262e-01 -5.254261358481470134e-01 3.487761074178874487e+00 1.168007889150521672e+00 1.057716497474928907e+00 -3.880379893136399005e+03 0.000000000000000000e+00
2.788004134130899758e-01 -5.378388893758353495e-01 3.457825627471970531e+00 1.239727089848566166e+00 1.030605001715438673e+00 -3.880378644096212611e+03 0.000000000000000000e+00
3.618631780302906664e-01 2.160985826988559289e-01 3.624797345184429975e+00 1.574938781057434678e+00 9.273204312698465346e-01 -3.880375941194733514e+03 0.000000000000000000e+00
2.984952249465142593e-01 -4.315372480446084680e-01 3.509466343344026296e+00 1.158470437853811541e+00 9.963040179923963180e-01 -3.880375593113463765e+03 0.000000000000000000e+00
3.000804481969751025e-01 -6.147744531499876874e-02 3.554407312480530656e+00 1.424513249053757313e+00 9.307030812447161239e-01 -3.880375547234284568e+03 0.000000000000000000e+00
2.733251592988495959e-01 -4.529034395171811500e-01 3.491115991071680469e+00 1.292971792714459944e+00 1.061446535139988434e+00 -3.880373926236042735e+03 0.000000000000000000e+00
3.226048068778500921e-01 -1.240316644526572309e-01 3.631121750315306596e+00 1.402681757193953827e+00 9.048915050983151742e-01 -3.880370712435363657e+03 0.000000000000000000e+00
3.394030875188573382e-01 -1.661476907648671564e-01 3.567867544708505090e+00 1.474525550153774844e+00 9.992036791283481767e-01 -3.880364545329449811e+03 0.000000000000000000e+00
3.115902423050443404e-01 -2.402223862929721843e-01 3.547129692875033324e+00 1.427629677655249507e+00 9.267710421209985894e-01 -3.880363823152671102e+03 0.000000000000000000e+00
2.904490462256252292e-01 -3.724811894836555504e-01 3.498377405255628680e+00 1.300797994845976691e+00 9.509496617244608263e-01 -3.880354521883349207e+03 0.000000000000000000e+00
3.354613771323873284e-01 -1.742845956717255784e-01 3.565256550528491442e+00 1.277548593629737939e+00 9.399101693807124791e-01 -3.880354234358991562e+03 0.000000000000000000e+00
3.254190078978996259e-01 -3.050329920201830802e-01 3.485565849574113084e+00 1.330256519841000573e+00 1.004131327137841145e+00 -3.880350454548080052e+03 0.000000000000000000e+00
3.507389232969349013e-01 1.714248622670727085e-01 3.642388769855705810e+00 1.533731621136716239e+00 9.571079050968984703e-01 -3.880350419702423096e+03 0.000000000000000000e+00
3.041016456410507440e-01 -2.685470460279739680e-01 3.627745241019434186e+00 1.325118376016750865e+00 9.684849432399879055e-01 -3.880338544490131426e+03 0.000000000000000000e+00
3.259317774218640773e-01 -2.115320675718570520e-01 3.604728877919651353e+00 1.323952599873991831e+00 9.172129547931583415e-01 -3.880337983449371677e+03 0.000000000000000000e+00
2.819962523120722042e-01 -2.072132212412946262e-01 3.535177780034098216e+00 1.205265380935322206e+00 9.907013430212702199e-01 -3.880337257556416262e+03 0.000000000000000000e+00
2.839691704365352454e-01 -4.693855046305113188e-01 3.469496768680778498e+00 1.212533908955459649e+00 1.076958548536642857e+00 -3.880336151463591705e+03 0.000000000000000000e+00
2.988132246971575978e-01 -2.142569073100469013e-01 3.557743847987410390e+00 1.268651118054341165e+00 9.253081861725110935e-01 -3.880334571790581322e+03 0.000000000000000000e+00
3.223073654976371105e-01 -1.861939118620295763e-01 3.527129176805925859e+00 1.264621271012137615e+00 1.022743176529250064e+00 -3.880332457914406859e+03 0.000000000000000000e+00
3.364378705237746070e-01 -1.419042972747082410e-01 3.575979888016363351e+00 1.542607763578800251e+00 9.667337048594359938e-01 -3.880331671392212229e+03 0.000000000000000000e+00
2.691839784612333197e-01 -3.716046730446085911e-01 3.484649987145801209e+00 1.141452915606569807e+00 1.008776894696291171e+00 -3.880329429173263634e+03 0.000000000000000000e+00
3.366388730352578018e-01 -7.970841363470343444e-02 3.520218270484253065e+00 1.446839445184030959e+00 1.000099970241688174e+00 -3.880328672106058093e+03 0.000000000000000000e+00
3.097149703233424978e-01 -3.637286949233319300e-01 3.485436283423186676e+00 1.361802622587630074e+00 1.034201409485430156e+00 -3.880327105968553951e+03 0.000000000000000000e+00
2.834376389627887294e-01 -1.287235074479922414e-01 3.529493010453946145e+00 1.297018499785654422e+00 1.013380527938100961e+00 -3.880323636375316710e+03 0.000000000000000000e+00
2.983207707586031932e-01 -1.514442218026496867e-01 3.566490243745845223e+00 1.492118123173330924e+00 9.976862772580166183e-01 -3.880321367828039001e+03 0.000000000000000000e+00
2.718391717189491685e-01 -4.872403745803389197e-01 3.488908499227680871e+00 1.183372180998708778e+00 1.072072658023384362e+00 -3.880320825591878020e+03 0.000000000000000000e+00
2.635664497319185062e-01 -2.955184447948124848e-01 3.525505117952982825e+00 1.276854487462973697e+00 1.011150580538249910e+00 -3.880320584186396445e+03 0.000000000000000000e+00
3.390492958536490686e-01 1.173247429078689147e-01 3.565787544887403460e+00 1.528428425994199591e+00 9.666092977871584280e-01 -3.880320408616085842e+03 0.000000000000000000e+00
2.983404551708388475e-01 -2.350417680832283251e-01 3.560233069507477310e+00 1.191582089474398254e+00 9.669114360265911312e-01 -3.880318625097328550e+03 0.000000000000000000e+00
3.363684105082164200e-01 -1.210081473535916941e-01 3.658692007213245390e+00 1.413690481305950986e+00 9.295800664860111029e-01 -3.880314916984629690e+03 0.000000000000000000e+00
3.298864378608117875e-01 -9.548764349721897138e-02 3.511498098271256474e+00 1.321799103094170702e+00 9.921722180583559814e-01 -3.880313858706444989e+03 0.000000000000000000e+00
2.774793763498015764e-01 -4.160483473665533283e-01 3.495527579210413904e+00 1.304003893564937622e+00 9.732756906721121704e-01 -3.880311012817739538e+03 0.000000000000000000e+00
2.824541511925775517e-01 -2.836923766586441076e-01 3.574279870096164657e+00 1.211252133166433431e+00 1.010096129416794497e+00 -3.880309012529627580e+03 0.000000000000000000e+00
3.052548824507098080e-01 -3.693105347313790365e-01 3.536099042662490977e+00 1.385474611800653788e+00 1.030774571048208577e+00 -3.880308233532714439e+03 0.000000000000000000e+00
2.805764534496715812e-01 -2.692972044755949090e-01 3.436998638549601193e+00 1.250269598293555662e+00 1.014131619703423359e+00 -3.880307182366281722e+03 0.000000000000000000e+00
3.498801066287925976e-01 1.395161593896219188e-01 3.677076760343578332e+00 1.539343315389939182e+00 9.195705322576042118e-01 -3.880304598073090347e+03 0.000000000000000000e+00
2.637677028680997515e-01 -3.445833295742876112e-01 3.519797797969449693e+00 1.297440232843998897e+00 1.000196278184719789e+00 -3.880300170156485365e+03 0.000000000000000000e+00
3.557325014117717066e-01 7.269302552786197080e-02 3.677046408216527507e+00 1.483114481876769863e+00 9.276751306871697800e-01 -3.880295949242739425e+03 0.000000000000000000e+00
2.701133237614133931e-01 -4.371933094584158908e-01 3.448392548316903117e+00 1.155952560025654385e+00 1.003630794576361618e+00 -3.880292801863930436e+03 0.000000000000000000e+00
3.287773821446246525e-01 -2.694424181871872825e-01 3.576545644834514981e+00 1.418507367554098897e+00 1.004307358416812512e+00 -3.880291155789426284e+03 0.000000000000000000e+00
3.481760071736266782e-01 6.421802897786367537e-02 3.588267382545806683e+00 1.552679107929573199e+00 9.102921952916643855e-01 -3.880287337746079174e+03 0.000000000000000000e+00
3.649563006084247663e-01 1.706253263568767720e-01 3.639767663443067569e+00 1.612602203045871541e+00 9.294770362918680640e-01 -3.880287129172123059e+03 0.000000000000000000e+00
2.938265485952376022e-01 -1.495880864890538620e-01 3.542657925503996719e+00 1.451168987795672827e+00 9.485625524417748977e-01 -3.880284753328313400e+03 0.000000000000000000e+00
3.150644629256976192e-01 -3.399554717463852405e-01 3.489874022859545732e+00 1.279184813254300224e+00 9.589480590189949361e-01 -3.880282976540806885e+03 0.000000000000000000e+00
2.902763184957629083e-01 -1.519077148686024947e-01 3.539649062691194725e+00 1.295202943289502695e+00 1.036691619891340288e+00 -3.880281465411493173e+03 0.000000000000000000e+00
3.401758518526968311e-01 -2.655527491219361602e-01 3.560145028323023375e+00 1.361203055071227075e+00 9.638912239043322394e-01 -3.880281129044620684e+03 0.000000000000000000e+00
3.334668912387824258e-01 -4.696929052102245122e-02 3.531809881711315935e+00 1.328841571750001949e+00 9.744257079328932925e-01 -3.880281057359827173e+03 0.000000000000000000e+00
2.663276524855697769e-01 -5.066619564071930260e-01 3.448722702837886178e+00 1.125650615734377746e+00 1.048634968422852198e+00 -3.880279967816920816e+03 0.000000000000000000e+00
2.975902878554606557e-01 -2.590235755691611130e-01 3.587363132373328156e+00 1.436932977605498207e+00 1.003817939095774658e+00 -3.880277604975466602e+03 0.000000000000000000e+00
3.116822278716553374e-01 -3.273019727731223960e-01 3.493260114015830808e+00 1.366113684032028708e+00 9.579147962371256098e-01 -3.880274700327612209e+03 0.000000000000000000e+00
2.962901620095633737e-01 -4.882292180532381565e-01 3.479428258559012832e+00 1.287130546475747206e+00 1.026021148696520946e+00 -3.880272834027608042e+03 0.000000000000000000e+00
3.041180664514786525e-01 -5.107586771533283165e-02 3.609125818797387808e+00 1.325244317481144574e+00 9.795641181261257602e-01 -3.880269274839868103e+03 0.000000000000000000e+00
3.467325198497164807e-01 7.813769171012686574e-03 3.668472582432896978e+00 1.468156727465772304e+00 9.058701477774013799e-01 -3.880266783304381079e+03 0.000000000000000000e+00
2.816279819585748578e-01 -3.694632653919056597e-01 3.436072987640962140e+00 1.203542583707332359e+00 1.068087121945941131e+00 -3.880266264432530988e+03 0.000000000000000000e+00
3.490755440226942508e-01 7.462734723714706253e-02 3.575822664109047810e+00 1.547865268468263000e+00 9.755047171117654514e-01 -3.880265718525233297e+03 0.000000000000000000e+00
2.794752901126704159e-01 -4.296169745848132382e-01 3.554351160722183600e+00 1.283962394159638087e+00 1.027423722300113251e+00 -3.880265657822580579e+03 0.000000000000000000e+00
2.756917906649441474e-01 -2.379222605041002858e-01 3.483508194419014714e+00 1.304957267899320650e+00 1.048438950620811605e+00 -3.880263002440701712e+03 0.000000000000000000e+00
3.172991840356329529e-01 -3.391886177072533370e-01 3.533894098618834523e+00 1.417251684573266779e+00 9.689718886097306028e-01 -3.880260973160051890e+03 0.000000000000000000e+00
3.077460559226797288e-01 -2.102497807482268388e-01 3.514073928514899414e+00 1.465062472120797654e+00 1.024727658146885156e+00 -3.880260921704188149e+03 0.000000000000000000e+00
2.847286019369942300e-01 -2.134310741444182535e-01 3.519333874921830585e+00 1.227029640690218137e+00 1.038283989043247368e+00 -3.880257323735602768e+03 0.000000000000000000e+00
2.945407007821519429e-01 -4.398836157211253317e-01 3.544216373164501110e+00 1.266248926242047990e+00 1.041466123608546512e+00 -3.880256696441299937e+03 0.000000000000000000e+00
3.002118396501201047e-01 -2.916602039290494552e-01 3.581178103413708680e+00 1.400473501576396496e+00 9.414303168563126212e-01 -3.880256553455276844e+03 0.000000000000000000e+00
3.093655375308901334e-01 -8.874696952425607799e-02 3.527662863392780679e+00 1.432965885325022670e+00 1.030396079815899535e+00 -3.880253432046057242e+03 0.000000000000000000e+00
2.835085540105496960e-01 -1.421130711745737518e-01 3.498019145393105322e+00 1.351462873785170382e+00 1.018761412628929719e+00 -3.880248675106347946e+03 0.000000000000000000e+00
2.690852243272848776e-01 -4.622982966338869404e-01 3.438977810860693651e+00 1.150788759565369412e+00 1.015205375078471528e+00 -3.880247452449882076e+03 0.000000000000000000e+00
3.305946068891055800e-01 -3.104564823635131976e-01 3.542767526361384256e+00 1.270083312947460685e+00 9.798154302950129457e-01 -3.880241809404701598e+03 0.000000000000000000e+00
3.056526008322830723e-01 -9.435105670905165332e-02 3.576136550202391184e+00 1.297686071835648880e+00 1.013963806116733979e+00 -3.880241181173217228e+03 0.000000000000000000e+00
3.671151962384839873e-01 1.000855748284638913e-01 3.661026982526183193e+00 1.557053851234313946e+00 9.195858541317033508e-01 -3.880240859674066542e+03 0.000000000000000000e+00
3.282099486934588750e-01 4.784034094978251161e-02 3.590793185545466670e+00 1.358498843654140975e+00 9.669107128387199879e-01 -3.880240210566881160e+03 0.000000000000000000e+00
3.151283595409311022e-01 -1.135582848945280582e-01 3.581416119767614870e+00 1.420836916399548899e+00 1.030753110943590567e+00 -3.880237149555169253e+03 0.000000000000000000e+00
2.742432748575638346e-01 -4.051479699623568576e-01 3.488831788015648527e+00 1.265524073415456030e+00 1.075782518813569899e+00 -3.880234997486702014e+03 0.000000000000000000e+00
2.741604968415181642e-01 -3.093126613622222409e-01 3.446862421808166932e+00 1.323576359148109116e+00 1.032352144695896978e+00 -3.880233395794975877e+03 0.000000000000000000e+00
3.045424729713485656e-01 -3.298209161827669322e-01 3.441923248579153327e+00 1.251806875278692610e+00 1.033687712967359840e+00 -3.880232766259711298e+03 0.000000000000000000e+00
3.079066712453393251e-01 -6.409948750025673547e-02 3.529555266937777880e+00 1.369110317975354540e+00 9.304884789588193650e-01 -3.880232344235011624e+03 0.000000000000000000e+00
2.920744700083428014e-01 -3.663571336998889261e-01 3.476449880544288717e+00 1.345771030946203428e+00 9.697282248397571802e-01 -3.880232311530849984e+03 0.000000000000000000e+00
3.011013594594803555e-01 -9.134913846303671647e-02 3.546655180766187243e+00 1.389099447663301401e+00 9.249919779994076885e-01 -3.880231677564704569e+03 0.000000000000000000e+00
3.270879654101541689e-01 -2.873154620455553587e-01 3.599799991747505423e+00 1.406019343718063697e+00 9.542601680266511455e-01 -3.880229855184088592e+03 0.000000000000000000e+00
2.864117593163884035e-01 -1.987758458096297032e-01 3.606858613814888592e+00 1.316572392073266373e+00 9.779456970976866392e-01 -3.880228417559478657e+03 0.000000000000000000e+00
3.401886939745955019e-01 -2.232674966605360245e-01 3.567400365450702715e+00 1.446303458304690537e+00 9.480154539936441749e-01 -3.880221223121435287e+03 0.000000000000000000e+00
2.825928464080036950e-01 -4.141987984175333204e-01 3.527152659488946185e+00 1.329065880448442316e+00 9.727056367275800364e-01 -3.880217497032438587e+03 0.000000000000000000e+00
3.106917045229840024e-01 -2.953323538152413108e-01 3.475263966499510193e+00 1.365069682706711918e+00 9.663623774168310643e-01 -3.880216704197460786e+03 0.000000000000000000e+00
2.842693692295447661e-01 -5.062159329895264959e-01 3.495414618005199259e+00 1.220387946851741123e+00 1.057312354252075037e+00 -3.880212827183475383e+03 0.000000000000000000e+00
3.310854695314741081e-01 -2.219130781456243318e-01 3.530381308701319831e+00 1.472673163527941309e+00 9.805451249751240272e-01 -3.880211563785479484e+03 0.000000000000000000e+00
2.591242777427611443e-01 -4.418378826836843465e-01 3.504432787400693528e+00 1.208396344303112713e+00 1.023188648309753424e+00 -3.880210938938375875e+03 0.000000000000000000e+00
2.839796861275154516e-01 -3.382323671689710376e-01 3.522158133389806434e+00 1.409996254595771825e+00 9.907699711416716459e-01 -3.880209999016217807e+03 0.000000000000000000e+00
