# w_1 mu_1 mu_2 sigma_1 sigma_2 logL logPrior
3.078920278466548144e-01 -8.664464093187292104e-02 3.565459284450006816e+00 1.403934181931144387e+00 9.409948938352831194e-01 -3.877651070555818933e+03 0.000000000000000000e+00
3.240175268367615491e-01 -1.563636649224779962e-01 3.607089485650052829e+00 1.330450234309652702e+00 9.692202238978662177e-01 -3.877649607874177491e+03 0.000000000000000000e+00
2.962702234412204483e-01 -1.945398759025935564e-01 3.569852764003904610e+00 1.289691021755590805e+00 1.003793976927999765e+00 -3.877649478068960889e+03 0.000000000000000000e+00
2.956686083751671190e-01 -3.258633179225978171e-01 3.551341236672171497e+00 1.222286850646767009e+00 9.906721167373455650e-01 -3.877649435535603516e+03 0.000000000000000000e+00
3.106236379115786539e-01 -2.952924256120720292e-01 3.551245609468451025e+00 1.240644202761830073e+00 9.855548323621562412e-01 -3.877648710210972240e+03 0.000000000000000000e+00
2.801013312234054697e-01 -3.364917393133561863e-01 3.542125703686314964e+00 1.246414044989173853e+00 1.001188746290171849e+00 -3.877648704242192252e+03 0.000000000000000000e+00
2.891831910182056653e-01 -2.188301648894032947e-01 3.533557811893766054e+00 1.387831119871665964e+00 9.931513395396186494e-01 -3.877647856320051687e+03 0.000000000000000000e+00
2.801060189621371044e-01 -3.295934013541419461e-01 3.486680560938193896e+00 1.209543538369100446e+00 1.027057882209127637e+00 -3.877647243081461056e+03 0.000000000000000000e+00
2.739375279701019017e-01 -3.729759238813689093e-01 3.498303777178561003e+00 1.274001993086292917e+00 1.016890695730576111e+00 -3.877646985371534356e+03 0.000000000000000000e+00
3.239601475472374537e-01 -2.613101461018748628e-01 3.546247318680061600e+00 1.320354602652711096e+00 9.957927333842111484e-01 -3.877646965696235839e+03 0.000000000000000000e+00
3.183236911528662394e-01 -1.924320578488522837e-01 3.596039135644867546e+00 1.296957851474138668e+00 9.657786594867044938e-01 -3.877645574437501637e+03 0.000000000000000000e+00
3.258796567505597430e-01 -9.668601179713587346e-02 3.575630214543356722e+00 1.389448027169595257e+00 9.986456822258581445e-01 -3.877645506644462330e+03 0.000000000000000000e+00
2.838367119845887632e-01 -4.214099822443253540e-01 3.480196771754264784e+00 1.272639080911338816e+00 1.026157471335748195e+00 -3.877645269367446872e+03 0.000000000000000000e+00
3.103840188926808574e-01 -2.996616815889955321e-01 3.566488184851828613e+00 1.308954920939929156e+00 9.558579450889121976e-01 -3.877645076139182493e+03 0.000000000000000000e+00
3.323658373545328448e-01 -8.280635527999963275e-02 3.609719573013082883e+00 1.366720957458632979e+00 9.361116120224785009e-01 -3.877644679401592839e+03 0.000000000000000000e+00
2.996657019725936788e-01 -2.427939978461544079e-01 3.474585961212718566e+00 1.311496713043503570e+00 1.003142706315672372e+00 -3.877644329957609443e+03 0.000000000000000000e+00
2.909643524357569122e-01 -3.621851119168980615e-01 3.529457770192499844e+00 1.207571676006900852e+00 9.916335849170669903e-01 -3.877643433314347931e+03 0.000000000000000000e+00
3.180637510582896010e-01 -2.160442846395021488e-01 3.524993225706975153e+00 1.273588427227087649e+00 9.690362460973452885e-01 -3.877643382379422292e+03 0.000000000000000000e+00
3.186875524895472211e-01 -2.198972776212256564e-01 3.572714877610082329e+00 1.376815093400158396e+00 9.371397148541291688e-01 -3.877643275432357768e+03 0.000000000000000000e+00
3.107741767764995444e-01 -1.651599972856913068e-01 3.608413946801033223e+00 1.382535960141833442e+00 9.840764324374209338e-01 -3.877642337928611141e+03 0.000000000000000000e+00
3.288220965187687583e-01 -2.277986918656416393e-01 3.564958068151423465e+00 1.380999329074865667e+00 9.838681876648640579e-01 -3.877642204137171120e+03 0.000000000000000000e+00
3.128516795164434372e-01 -7.305389724721660094e-02 3.602654292763078914e+00 1.454248712116522402e+00 9.605972377437498322e-01 -3.877641359555602321e+03 0.000000000000000000e+00
2.870264182354876903e-01 -2.098457561473759669e-01 3.554271049784203829e+00 1.284250660466841776e+00 9.973880876079245228e-01 -3.877641229010171173e+03 0.000000000000000000e+00
2.864618490694335051e-01 -4.062219705267867687e-01 3.530592868771393000e+00 1.239915003985677888e+00 1.015312684628970841e+00 -3.877640251971057751e+03 0.000000000000000000e+00
2.835385656459053494e-01 -2.391189900645463717e-01 3.497609437037122238e+00 1.314125687869343473e+00 1.016105511411698581e+00 -3.877640212389246699e+03 0.000000000000000000e+00
3.232421230267716883e-01 -2.072432074891925047e-02 3.555354338802182212e+00 1.395206286288786846e+00 9.573874198614323872e-01 -3.877639467709432211e+03 0.000000000000000000e+00
3.099282722828851089e-01 -1.306199992376000651e-01 3.505625184767027669e+00 1.356891431489263056e+00 9.861822926711225623e-01 -3.877639128414373317e+03 0.000000000000000000e+00
3.165587035182638731e-01 -3.226553022458114039e-01 3.524216677984052914e+00 1.328843282636288370e+00 9.873135741318066483e-01 -3.877638695516778171e+03 0.000000000000000000e+00
3.002506124687973066e-01 -2.660632603102886518e-01 3.521251241028431789e+00 1.387311656364899060e+00 1.019125878974647126e+00 -3.877638353774231291e+03 0.000000000000000000e+00
3.338542257432063898e-01 -7.054942869553276763e-02 3.629302386882484299e+00 1.435372388966403623e+00 9.399312191213406997e-01 -3.877636643678457403e+03 0.000000000000000000e+00
3.142846213335861449e-01 -1.343700715239804222e-01 3.584315010776778720e+00 1.447869488678657834e+00 9.402195409289100247e-01 -3.877634949741870514e+03 0.000000000000000000e+00
3.351945316038890677e-01 -1.833825344237760557e-03 3.618021649783738969e+00 1.437872531536499743e+00 9.265519284610528317e-01 -3.877634666114684933e+03 0.000000000000000000e+00
3.033577833539710666e-01 -2.283754301597465675e-01 3.557653355389162275e+00 1.346760629167320422e+00 1.024461393729346748e+00 -3.877633331411038853e+03 0.000000000000000000e+00
3.065471860606109877e-01 -7.858154686144658285e-02 3.580533778623653962e+00 1.429610514571287183e+00 9.806647344169991953e-01 -3.877633221917380979e+03 0.000000000000000000e+00
3.035515212798681750e-01 -1.735784856996638870e-01 3.509416015011810774e+00 1.385060072068369674e+00 9.664944770709040789e-01 -3.877632906075367828e+03 0.000000000000000000e+00
2.875571973588502694e-01 -3.116155490538843886e-01 3.543129627202090681e+00 1.354145023046017471e+00 1.004043058938202559e+00 -3.877632483899255476e+03 0.000000000000000000e+00
3.374448728317072654e-01 -8.824185569155668096e-02 3.579786336153559567e+00 1.457993365455198198e+00 9.369075113380815889e-01 -3.877632353396162216e+03 0.000000000000000000e+00
2.940525889311133012e-01 -3.785969105300003301e-01 3.502224572573526817e+00 1.201239093615428910e+00 9.979733735484944690e-01 -3.877632280402423021e+03 0.000000000000000000e+00
3.207410109223461370e-01 -1.001988749704633558e-01 3.618208924392775305e+00 1.436235392361689511e+00 9.386853862041337759e-01 -3.877630749668382123e+03 0.000000000000000000e+00
2.939831884600577205e-01 -2.628930870881803217e-01 3.529860311880076651e+00 1.269267292464926422e+00 1.033822882816456623e+00 -3.877629954888355314e+03 0.000000000000000000e+00
3.089575881775491473e-01 -1.586026841584779468e-01 3.524909748892304240e+00 1.428701015852533729e+00 9.648139470591357014e-01 -3.877629440028059435e+03 0.000000000000000000e+00
2.742684597059091289e-01 -3.616242756001627479e-01 3.487911670765383665e+00 1.215050238468023291e+00 1.013218207577448737e+00 -3.877628975459948833e+03 0.000000000000000000e+00
3.168637711353026742e-01 -2.514069701733043782e-01 3.580687585932658568e+00 1.405047310023797236e+00 9.643764463560470235e-01 -3.877628948081302497e+03 0.000000000000000000e+00
3.099236663505608447e-01 -3.158123268278693052e-01 3.505397618475058152e+00 1.240795323844515297e+00 9.964948410157613568e-01 -3.877628257150745867e+03 0.000000000000000000e+00
2.935606422928991321e-01 -3.419441073169919854e-01 3.541975246682557366e+00 1.228694712041759507e+00 1.019850503810272979e+00 -3.877625106031814084e+03 0.000000000000000000e+00
3.026781418909536003e-01 -2.546227256626238944e-01 3.566590298648960822e+00 1.381129927910316413e+00 9.527073688344472879e-01 -3.877624701801082210e+03 0.000000000000000000e+00
2.997794293227615814e-01 -3.904651028689553049e-01 3.522086272346971469e+00 1.310074584501896400e+00 9.936804441669438992e-01 -3.877624683936398469e+03 0.000000000000000000e+00
3.037816976471900410e-01 -3.006949836537967657e-01 3.583140888053450102e+00 1.304036535846390343e+00 9.890425028487244141e-01 -3.877624617733003106e+03 0.000000000000000000e+00
2.806086492648947606e-01 -2.815146177321401488e-01 3.505704245923671358e+00 1.250235851704900369e+00 9.857379000603072594e-01 -3.877624285798612163e+03 0.000000000000000000e+00
3.333981431914201932e-01 -8.507945294426566551e-02 3.550178213376591341e+00 1.428870812731780404e+00 9.797638989677895927e-01 -3.877622771093844221e+03 0.000000000000000000e+00
3.170245581510330313e-01 -2.150815588387149091e-01 3.556310669201935504e+00 1.289438107441900350e+00 1.007144956180139550e+00 -3.877622291873309223e+03 0.000000000000000000e+00
3.197334329771995276e-01 -1.800818228781213559e-01 3.596833612862107010e+00 1.425026650867864619e+00 9.420782470259346786e-01 -3.877622246352682851e+03 0.000000000000000000e+00
3.324377366093089758e-01 -4.769560539901870899e-02 3.578703943297785184e+00 1.444072920405842231e+00 9.274615560199550579e-01 -3.877622139624899319e+03 0.000000000000000000e+00
3.219210519452131436e-01 -1.946953965922161300e-01 3.610980073153305714e+00 1.356955663630930786e+00 9.574875397177212699e-01 -3.877621382476371309e+03 0.000000000000000000e+00
3.017856364717751982e-01 -2.377678998031315660e-01 3.538996706849329765e+00 1.291480959337933054e+00 1.030142482991001751e+00 -3.877619961796171992e+03 0.000000000000000000e+00
3.031505028056918905e-01 -2.898506679673537034e-01 3.550253994616922704e+00 1.224435745642395768e+00 9.881516175287077264e-01 -3.877619875986273655e+03 0.000000000000000000e+00
3.385695618165817100e-01 3.054366296060368954e-02 3.617786163535133159e+00 1.492012725113579963e+00 9.418198377008848432e-01 -3.877619729570514664e+03 0.000000000000000000e+00
3.169797524878030792e-01 -2.398176941354606684e-01 3.509118041813185318e+00 1.348759838329734118e+00 1.010435152058138053e+00 -3.877619635267313697e+03 0.000000000000000000e+00
3.219498175240281257e-01 -1.103351713980368354e-01 3.582380163385934235e+00 1.312561006482668935e+00 9.482649149739778016e-01 -3.877618636603362575e+03 0.000000000000000000e+00
3.082571762269233906e-01 -2.491107630657150296e-01 3.488760302127699831e+00 1.349741442719519569e+00 1.010204023658252126e+00 -3.877618021485826830e+03 0.000000000000000000e+00
2.976302292903458269e-01 -3.282750475747944208e-01 3.560224087446413943e+00 1.308815329110518233e+00 9.657230103329802473e-01 -3.877617573055695630e+03 0.000000000000000000e+00
3.062540729751728752e-01 -2.375335672389607133e-01 3.518574504338387143e+00 1.266373274694295281e+00 1.022868592961378109e+00 -3.877616308744210983e+03 0.000000000000000000e+00
3.050743617232450355e-01 -2.627963065968133005e-01 3.582918854882142679e+00 1.310860359723222013e+00 9.529963529894012186e-01 -3.877615550047942179e+03 0.000000000000000000e+00
3.039556449287452167e-01 -1.234340064825226735e-01 3.597959543155566209e+00 1.375001218985575813e+00 9.818436365420576406e-01 -3.877614844027870276e+03 0.000000000000000000e+00
2.978312597555682339e-01 -1.598062319430006151e-01 3.541640590883896156e+00 1.272084717410592924e+00 9.822798121823536066e-01 -3.877614248666452113e+03 0.000000000000000000e+00
2.918093901376470622e-01 -1.543027748333785643e-01 3.536630909406881518e+00 1.375155857447563967e+00 9.791302817551832405e-01 -3.877614211001358399e+03 0.000000000000000000e+00
3.136431541851927851e-01 -4.273133279306045446e-02 3.605942287670231838e+00 1.398410834104976352e+00 9.607383078761163597e-01 -3.877613862254549076e+03 0.000000000000000000e+00
2.865754803268509843e-01 -3.489941891614177782e-01 3.501524206368671788e+00 1.295367991945566066e+00 9.771174056866968050e-01 -3.877611949221844498e+03 0.000000000000000000e+00
3.244263767618293381e-01 -1.045992425187979441e-01 3.524699753637536404e+00 1.409595383544400393e+00 9.716812455619582289e-01 -3.877611557269119658e+03 0.000000000000000000e+00
3.138426903780300314e-01 -3.246799039377949031e-02 3.571232147437551241e+00 1.405625855034910110e+00 9.455931104034996926e-01 -3.877609372460487521e+03 0.000000000000000000e+00
3.137711300109825019e-01 -2.627461935180258612e-01 3.560614340123923860e+00 1.308518170230363209e+00 9.457391314671870219e-01 -3.877608972973470372e+03 0.000000000000000000e+00
3.264721019606879882e-01 -1.890162578506281443e-01 3.601410194176555724e+00 1.421018666151949050e+00 9.629011082294464119e-01 -3.877608893315785281e+03 0.000000000000000000e+00
2.879240069375604283e-01 -2.011142545989617614e-01 3.512282728576765933e+00 1.353770041130245794e+00 9.868440902236649270e-01 -3.877608670563990927e+03 0.000000000000000000e+00
3.240920317514056070e-01 -1.490581843282023922e-02 3.610318075642951818e+00 1.473429480409954806e+00 9.617599077375285077e-01 -3.877607722303624541e+03 0.000000000000000000e+00
3.070221877963799084e-01 -2.100145250154177023e-01 3.548416848085414355e+00 1.281493990924171600e+00 1.018100757219515540e+00 -3.877607571393956277e+03 0.000000000000000000e+00
2.844969883021791768e-01 -3.155623251192964385e-01 3.506127329439872042e+00 1.230975898587676420e+00 9.791368719998456704e-01 -3.877606577261831262e+03 0.000000000000000000e+00
3.053775442427509867e-01 -1.583138956654094043e-01 3.498532080166792735e+00 1.325662586622594841e+00 9.914961136546273091e-01 -3.877606470060220090e+03 0.000000000000000000e+00
2.915212036690825181e-01 -1.971538483325023239e-01 3.507056391351011548e+00 1.309073176458908305e+00 9.729460260444703357e-01 -3.877606377881821118e+03 0.000000000000000000e+00
3.058690562666715462e-01 -2.784156026808931594e-01 3.552898492568414834e+00 1.326695330746280099e+00 9.463350697958103908e-01 -3.877605851173373594e+03 0.000000000000000000e+00
3.024925386092127133e-01 -2.588348723935678941e-01 3.562870532626206010e+00 1.259984433559985684e+00 9.573389305263966254e-01 -3.877605671351273031e+03 0.000000000000000000e+00
2.948159892471352017e-01 -3.861903174977830977e-01 3.481504667387421925e+00 1.212839526632676357e+00 1.021191701046630484e+00 -3.877604346943584005e+03 0.000000000000000000e+00
2.970388985525327930e-01 -3.429790741472998894e-01 3.546743604214167345e+00 1.263427951709668928e+00 1.023885857571810831e+00 -3.877604257102223073e+03 0.000000000000000000e+00
3.237615968069995631e-01 -7.929879001485935774e-02 3.564636488508094114e+00 1.354350418104787401e+00 9.364167169474699737e-01 -3.877603746531864545e+03 0.000000000000000000e+00
3.119304847027138949e-01 -1.395081208381760973e-01 3.602525461555182495e+00 1.316180696761142244e+00 9.570280008539447936e-01 -3.877602972859016973e+03 0.000000000000000000e+00
3.036577919174761608e-01 -3.547560146897070776e-01 3.525551498093667746e+00 1.250192386473343298e+00 9.744904991454550469e-01 -3.877601160278579300e+03 0.000000000000000000e+00
3.012373025636349011e-01 -1.370750632780239064e-01 3.544606363081514555e+00 1.338623612265138485e+00 1.011218920907464680e+00 -3.877601088289828112e+03 0.000000000000000000e+00
3.001939580843605571e-01 -1.129820549739857793e-01 3.535229271036418375e+00 1.394724746881404576e+00 9.680336484610281289e-01 -3.877600729281021813e+03 0.000000000000000000e+00
3.318432055432812833e-01 -1.671774790484081147e-02 3.609151180516977586e+00 1.460594635994014734e+00 9.250842598046781218e-01 -3.877600024352940636e+03 0.000000000000000000e+00
3.320020456655848329e-01 1.467267290254879730e-02 3.592349302729322069e+00 1.418395258855994046e+00 9.379130026144825161e-01 -3.877599960370238477e+03 0.000000000000000000e+00
3.227687823480457352e-01 -4.290324380987495245e-02 3.617843593965523130e+00 1.467964327401256375e+00 9.534289369027213468e-01 -3.877599824028224248e+03 0.000000000000000000e+00
2.863225801243663438e-01 -2.798876469864404748e-01 3.479260827495679997e+00 1.258677430095508365e+00 9.917403475640756971e-01 -3.877599743797176416e+03 0.000000000000000000e+00
3.006592141150466468e-01 -3.078673823024184464e-01 3.519801863421629928e+00 1.342478461218008512e+00 1.030536932155318830e+00 -3.877597789672677663e+03 0.000000000000000000e+00
3.160238692027321772e-01 -3.135132514096525824e-01 3.554573079028584548e+00 1.350760036913758899e+00 9.849638960030729917e-01 -3.877597550368914654e+03 0.000000000000000000e+00
3.427300687810547197e-01 -5.352544646509832527e-04 3.620142526392271076e+00 1.480144087707799372e+00 9.389174093914013364e-01 -3.877597386921725956e+03 0.000000000000000000e+00
3.233033872798349861e-01 -1.829630721734777365e-01 3.523537140167529724e+00 1.362255503008825475e+00 1.001851289944610590e+00 -3.877596838054991167e+03 0.000000000000000000e+00
3.206461721849097612e-01 -2.458313722162784598e-01 3.516797915921489714e+00 1.291138839853264830e+00 9.814392230146213869e-01 -3.877596221431168033e+03 0.000000000000000000e+00
3.046887727655122058e-01 -3.252137028223878179e-01 3.542213973121415727e+00 1.256607348154568982e+00 1.019800250121362550e+00 -3.877595490612669892e+03 0.000000000000000000e+00
2.989956329835944948e-01 -3.107963177584096015e-01 3.562547320863177713e+00 1.346385304261399352e+00 1.009044095906591165e+00 -3.877594649041921457e+03 0.000000000000000000e+00
3.309668264654962444e-01 -5.264949464493190456e-02 3.561662615848660174e+00 1.421997993043383701e+00 9.851429250972562057e-01 -3.877593584760248632e+03 0.000000000000000000e+00
3.053126328319445415e-01 -3.687869853100466111e-01 3.537451665517277632e+00 1.277488171001722517e+00 1.009428178133015663e+00 -3.877593440997760354e+03 0.000000000000000000e+00
3.363894251854899209e-01 -1.080398535260760906e-01 3.589453649082922304e+00 1.454871158821155586e+00 9.726430811473208982e-01 -3.877593210531781097e+03 0.000000000000000000e+00
2.776864985575780986e-01 -4.216659311047648573e-01 3.500968206895716861e+00 1.251997557251563586e+00 1.020689733449011039e+00 -3.877592682202737706e+03 0.000000000000000000e+00
3.155262650273306657e-01 -1.416121509301469239e-01 3.566764970798666834e+00 1.408079874470933301e+00 1.009119998320569644e+00 -3.877592071555086477e+03 0.000000000000000000e+00
3.122566828168070741e-01 -1.050669306854537521e-01 3.547234128008048160e+00 1.314481824789370590e+00 9.904494303373089226e-01 -3.877591801903019586e+03 0.000000000000000000e+00
2.864491074795725845e-01 -2.913259813886816540e-01 3.481035391343207941e+00 1.319917854963924331e+00 1.025311703280906261e+00 -3.877591724770537894e+03 0.000000000000000000e+00
3.274381984697317671e-01 -5.329675607866962705e-02 3.603691056758651978e+00 1.418523645860203741e+00 9.826006980362613774e-01 -3.877591705362008724e+03 0.000000000000000000e+00
2.756051555455443780e-01 -3.859912245624930738e-01 3.468026201454009083e+00 1.227923019408907468e+00 1.023203625861264898e+00 -3.877590562834878256e+03 0.000000000000000000e+00
2.904028926679761424e-01 -3.608658884792679267e-01 3.546327160039252302e+00 1.232382583325431602e+00 9.918403439385076181e-01 -3.877590371596047589e+03 0.000000000000000000e+00
3.183052470582860005e-01 -3.393716489248361362e-02 3.582965844587873150e+00 1.377966721176575371e+00 9.772992355692413646e-01 -3.877590113135976935e+03 0.000000000000000000e+00
3.101645661610205051e-01 -3.517955141005490449e-01 3.523607965327623770e+00 1.301943914263516078e+00 9.792751470069718245e-01 -3.877588115653989007e+03 0.000000000000000000e+00
3.202870554445688689e-01 -3.095391163534616519e-02 3.603780924498937388e+00 1.406986933913303428e+00 9.743246921086372581e-01 -3.877588103842269447e+03 0.000000000000000000e+00
3.121804617898428780e-01 -2.441032005926310061e-02 3.579722022075778831e+00 1.416344142393690220e+00 9.611591492382907109e-01 -3.877587957199382799e+03 0.000000000000000000e+00
3.004931460233384310e-01 -3.735971996493872571e-01 3.514517077310929771e+00 1.308023482327952847e+00 9.802097877148588934e-01 -3.877587878302480021e+03 0.000000000000000000e+00
2.845472235565947861e-01 -3.694114541646280059e-01 3.505244139232689182e+00 1.195584368201494607e+00 9.991992261743657400e-01 -3.877587178736816895e+03 0.000000000000000000e+00
2.799251006902176431e-01 -3.790511498433367099e-01 3.462701938235250854e+00 1.247573995924044610e+00 1.015353422247189163e+00 -3.877586980561109613e+03 0.000000000000000000e+00
3.007168304114908319e-01 -2.939400787492337797e-01 3.476395210161996374e+00 1.309370541932342480e+00 1.021925120408308851e+00 -3.877586826043704150e+03 0.000000000000000000e+00
3.292769750364188952e-01 -6.436072658547654923e-02 3.578776721087724599e+00 1.494509821414153672e+00 9.463160988475867175e-01 -3.877586703889486216e+03 0.000000000000000000e+00
3.128022523475972871e-01 -9.027478940375628647e-02 3.576121633693660762e+00 1.348786319153960855e+00 9.946301520009145358e-01 -3.877586509452661630e+03 0.000000000000000000e+00
3.046232974092114576e-01 -1.096006372624413056e-01 3.529035161319288072e+00 1.347144654656370344e+00 9.988796411857970847e-01 -3.877586357754546952e+03 0.000000000000000000e+00
3.349593893800278388e-01 -1.408025899379148627e-01 3.593375194126503747e+00 1.414748597416310538e+00 9.366348039430363315e-01 -3.877586233645125503e+03 0.000000000000000000e+00
3.261383861474075885e-01 -1.935327678759106995e-01 3.572170807971873696e+00 1.442486409441038342e+00 9.577934582912285277e-01 -3.877586170728607613e+03 0.000000000000000000e+00
2.906506090761636907e-01 -2.194608118500168681e-01 3.490634397664237554e+00 1.298690723997593555e+00 1.016616112782178449e+00 -3.877586150371979784e+03 0.000000000000000000e+00
2.830886917746821552e-01 -3.981936190187324032e-01 3.517610512457232996e+00 1.281745222559135922e+00 1.025016840195343226e+00 -3.877586123082993254e+03 0.000000000000000000e+00
3.039265739198602212e-01 -1.125166931576710716e-01 3.556951476356821296e+00 1.433202320543723429e+00 9.596036988793313904e-01 -3.877585925933158251e+03 0.000000000000000000e+00
2.889913370494788247e-01 -2.812680634680663760e-01 3.482242797970039661e+00 1.329584233548119165e+00 1.023319468407992039e+00 -3.877585610398703466e+03 0.000000000000000000e+00
3.397008467520818420e-01 -2.872673914463517997e-02 3.615947890798910436e+00 1.443812693459073149e+00 9.610569745933102981e-01 -3.877585358086240831e+03 0.000000000000000000e+00
2.872745326121499132e-01 -1.851127393265698251e-01 3.521982299919223180e+00 1.344876889655049368e+00 9.908342740089315370e-01 -3.877584522583430953e+03 0.000000000000000000e+00
3.151360321083610527e-01 -1.865103334571989457e-01 3.606146726075710962e+00 1.367491708162771991e+00 9.864549422107973253e-01 -3.877582316337702650e+03 0.000000000000000000e+00
3.174030237173138258e-01 -1.809072081665170917e-01 3.503968005390556417e+00 1.342652512925461838e+00 9.741200640219027651e-01 -3.877581836596094945e+03 0.000000000000000000e+00
2.898215471936900212e-01 -2.237218387417304610e-01 3.485873721692691163e+00 1.318201363029524620e+00 1.006412678340393940e+00 -3.877581477297193032e+03 0.000000000000000000e+00
3.161902681834513618e-01 -1.788257889501458642e-01 3.539731102302796639e+00 1.289054711827924304e+00 1.003889139451592527e+00 -3.877581429527866931e+03 0.000000000000000000e+00
2.981806591698926145e-01 -2.749347692778053576e-01 3.491981489068037181e+00 1.324168916897869641e+00 9.707202067221846198e-01 -3.877580845067667724e+03 0.000000000000000000e+00
2.902369335776875947e-01 -3.970561946456310221e-01 3.497101162285032316e+00 1.201572479993841647e+00 1.001746425586904188e+00 -3.877579771254440402e+03 0.000000000000000000e+00
3.217747368565109789e-01 7.193523760941525347e-03 3.596541061830883290e+00 1.418941366579231200e+00 9.561100799824719942e-01 -3.877579239049497119e+03 0.000000000000000000e+00
3.128760538469734231e-01 -2.258152678161865212e-01 3.524248445648318739e+00 1.345355672193950802e+00 9.477580307085622380e-01 -3.877578599105253033e+03 0.000000000000000000e+00
2.996856795173346577e-01 -2.031923162454080112e-01 3.540255882496913920e+00 1.259601405771227478e+00 9.610667461230487651e-01 -3.877577970666551664e+03 0.000000000000000000e+00
2.990162432999444175e-01 -1.649422202433871720e-01 3.590437363278230709e+00 1.321043342707401314e+00 9.654475165878834142e-01 -3.877577807274382849e+03 0.000000000000000000e+00
3.364562174938132699e-01 -1.403553361217517170e-01 3.602039232956638859e+00 1.383159365047195610e+00 9.580796194126653953e-01 -3.877577612315566967e+03 0.000000000000000000e+00
2.846843449737197496e-01 -3.277927935389914338e-01 3.482886103531936506e+00 1.269095900427543944e+00 1.041904920755226227e+00 -3.877576708152500942e+03 0.000000000000000000e+00
2.757875064808861243e-01 -4.127131680584034679e-01 3.498136364493912964e+00 1.239711864183880019e+00 1.011840309684409744e+00 -3.877576686594942657e+03 0.000000000000000000e+00
2.994512357080871268e-01 -1.911199914418413859e-01 3.580432303071321876e+00 1.403316358998215829e+00 9.627422611020741705e-01 -3.877576462851789074e+03 0.000000000000000000e+00
3.081516034120033165e-01 -1.401869668961478188e-01 3.583351020417623101e+00 1.371625641186666300e+00 9.343176753830257919e-01 -3.877576449891029824e+03 0.000000000000000000e+00
3.118474947198865421e-01 -1.283507057243878646e-01 3.554953497571948340e+00 1.445193773614420696e+00 9.984974470696991178e-01 -3.877576127079119942e+03 0.000000000000000000e+00
3.319297497842761957e-01 -7.556312367471142155e-02 3.619841986276682189e+00 1.472043729512949817e+00 9.507407290823813861e-01 -3.877576042668204991e+03 0.000000000000000000e+00
3.237878833963104275e-01 -4.420743619893383741e-02 3.617032914595402548e+00 1.470285825879291464e+00 9.571589672002988047e-01 -3.877575278413050000e+03 0.000000000000000000e+00
2.953290330698425947e-01 -1.449566688539902226e-01 3.563790422742753705e+00 1.353513906683226686e+00 9.578399909667968393e-01 -3.877575240731289341e+03 0.000000000000000000e+00
2.937995309256195009e-01 -1.961018189132576195e-01 3.493930111922363135e+00 1.343761283175965326e+00 1.003735589547487761e+00 -3.877574876971566027e+03 0.000000000000000000e+00
3.160831876860820122e-01 -1.603843602077669184e-01 3.591930986772624568e+00 1.396347322319928530e+00 9.995988625655766180e-01 -3.877574338977349726e+03 0.000000000000000000e+00
3.435341561693172618e-01 -1.170234194849587017e-02 3.596207153624653596e+00 1.449346995424841467e+00 9.560213557968212372e-01 -3.877572216036448481e+03 0.000000000000000000e+00
3.257118758303255146e-01 -1.844760192855254000e-01 3.561045303656011907e+00 1.408762309414777869e+00 9.402351186948137984e-01 -3.877571830394454992e+03 0.000000000000000000e+00
2.953132943608443028e-01 -3.927981920453641473e-01 3.508377630926192925e+00 1.304460853967219558e+00 9.907973863259011971e-01 -3.877570970250377286e+03 0.000000000000000000e+00
2.836492923553268763e-01 -3.988884870417322426e-01 3.498815800834752743e+00 1.301953265614076205e+00 1.014088831709968108e+00 -3.877570052058742476e+03 0.000000000000000000e+00
3.086335072102843191e-01 -2.724538176930719757e-01 3.581979802830849824e+00 1.295718066870260810e+00 9.976641857120487344e-01 -3.877569725906859276e+03 0.000000000000000000e+00
2.806043025945773595e-01 -3.782684981231157484e-01 3.464473449178073317e+00 1.250176806843390498e+00 1.034029447994448514e+00 -3.877569200433315928e+03 0.000000000000000000e+00
3.244360873445737981e-01 -9.260486889756389117e-02 3.551955858395955623e+00 1.363838710825171718e+00 9.945741705935203791e-01 -3.877568090413855316e+03 0.000000000000000000e+00
2.879847588288181326e-01 -1.786933883628308295e-01 3.551648209354424601e+00 1.342319842579975386e+00 9.863294013702630370e-01 -3.877566281210253692e+03 0.000000000000000000e+00
3.153638115886168714e-01 -1.700238332621760162e-01 3.525304983473365183e+00 1.374359312542035250e+00 1.014393741824205497e+00 -3.877566241579130292e+03 0.000000000000000000e+00
3.025996129028828419e-01 -3.390708809467401497e-01 3.495879339067905711e+00 1.220829833772929751e+00 9.998799848715625993e-01 -3.877565819977347019e+03 0.000000000000000000e+00
3.327105808845309820e-01 -1.378167024793696682e-01 3.552074482462418192e+00 1.423419460439924844e+00 9.495330415848574068e-01 -3.877565090080173832e+03 0.000000000000000000e+00
2.830106618094469506e-01 -2.619559904202986567e-01 3.495017040783653162e+00 1.245966811287801734e+00 1.013648447401850783e+00 -3.877564639689172509e+03 0.000000000000000000e+00
3.301241897070004150e-01 -1.143553449686703360e-01 3.609376822673054708e+00 1.363044974770730500e+00 9.375116613442958657e-01 -3.877564622378325112e+03 0.000000000000000000e+00
2.850446074838960953e-01 -3.595668744575070130e-01 3.519006267035050595e+00 1.331987857603589287e+00 1.006788148836922137e+00 -3.877564229404491016e+03 0.000000000000000000e+00
